rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,GAEL.NS,2026-07-29,164.30999755859375,149.49749883015951,156.0861112806532,156.80360046386718,147.1082000732422,137.9256499862671,153.20289340606965,101.19999694824219,177.9199981689453,True,True,True,True,True,True,True,True,False,56.13036590204512,ppv,362.51802102722036,True,False,False,False,,Agricultural Food & other Products,Other Agricultural Products,92.62128006522626,True,True,7536.42,17.39,1058471.0,0.2308,—,61.1,69.1,92.9,78.7,100.0,45.65217391304348,actionable,unknown,1.0,74.1,A
2,SANSERA.NS,2026-07-29,3233.10009765625,3242.199991861979,3131.777784559462,3067.886005859375,2440.922001139323,2226.7394982910155,3227.546361052311,1213.621511341324,3457.5,True,True,True,True,True,True,True,True,False,138.93783019594744,noise,46.122598244935865,False,True,False,False,,Auto Components,Auto Components & Equipments,98.49164288626172,True,True,20175.7,94.94,293659.0,0.4706,—,68.4,57.1,77.7,81.0,90.8,71.73913043478261,actionable,unknown,1.0,73.2,A
3,CRAFTSMAN.NS,2026-07-29,9913.0,9324.548990885416,9291.249050564236,9167.605546875,8115.6075390625,7788.948430175781,9406.541420765365,5946.743205408896,10037.0,True,True,True,True,True,True,True,True,False,54.946481485368224,ppv,581.7761113993979,True,False,True,False,,Auto Components,Auto Components & Equipments,92.4582144313086,True,True,25926.89,129.4,130539.0,0.4991,—,52.4,47.1,85.0,97.5,100.0,71.73913043478261,actionable,unknown,1.0,72.7,A
4,CONFIPET.NS,2026-07-29,78.27999877929688,76.18750063578288,73.40916697184245,71.93060005187988,51.481666793823244,48.35195013046265,76.86574161240718,28.059999465942383,83.0,True,True,True,True,True,True,True,True,False,50.28177330839163,noise,52.0484350178982,False,True,False,False,,Gas,LPG/CNG/PNG/LNG Supplier,91.60211985324092,True,True,2600.78,25.6,3270003.0,0.9842,—,70.4,43.0,77.0,82.6,100.0,73.91304347826086,actionable,unknown,1.0,72.5,A
5,RPTECH.NS,2026-07-29,773.5499877929688,766.2916666666666,735.8013932969835,681.9000036621094,491.117334391276,451.645750579834,771.6180465993564,274.03069500955513,812.8499755859375,True,True,True,True,True,True,True,True,False,163.74714755091796,dry,16.246050600851106,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.77700774561761,True,True,5097.67,94.1,1216413.0,1.8459,—,83.6,46.0,94.0,84.3,50.0,78.26086956521739,watch — approaching pivot,unknown,1.0,72.2,A
6,RISHABH.NS,2026-07-29,608.25,637.1407063802084,608.0690341525608,584.181220703125,474.33080240885414,455.2662992858887,626.8314037625231,271.43861567814594,690.6084995263309,True,True,True,True,True,True,True,False,False,111.39102533440143,noise,31.55808564972179,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,97.63554830819405,True,True,2349.57,15.73,258683.0,0.6697,—,68.1,73.1,55.0,70.1,86.6,82.6086956521739,actionable,unknown,1.0,71.9,A
7,STARHEALTH.NS,2026-07-29,598.8499755859375,588.4375,576.1124996609158,562.112001953125,501.69500122070315,497.4422511291504,588.3122249910045,416.54998779296875,623.9000244140625,True,True,True,True,True,True,True,True,False,40.87272806110291,green,140.61312005185113,False,False,False,False,,Insurance,General Insurance,89.11536893599674,True,True,35236.54,44.27,739236.0,0.1256,—,73.3,55.4,89.0,86.0,92.3,39.130434782608695,actionable,unknown,1.0,71.8,A
8,UNIPARTS.NS,2026-07-29,725.0499877929688,690.6416575113932,672.8069441053602,653.5000012207031,538.4961924235026,524.1327903747558,693.8375269751732,310.005232163007,731.4500122070312,True,True,True,True,True,True,True,True,False,106.62145278693788,ppv,169.78322110101166,False,False,True,False,,Auto Components,Auto Components & Equipments,97.43171626579698,True,True,3270.06,15.32,211302.0,0.4685,—,76.5,51.9,90.0,98.3,44.0,71.73913043478261,actionable,unknown,1.0,71.0,A
9,PRIVISCL.NS,2026-07-29,3707.300048828125,3660.9833374023438,3588.8777872721353,3500.3980029296877,3144.01333984375,3115.8980078125,3649.9166140505527,2173.199951171875,3785.300048828125,True,True,True,True,True,True,True,True,False,51.01634267404058,green,115.64926631110619,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,91.68365267019976,True,True,14481.72,31.33,84511.0,0.2163,—,56.6,55.4,72.5,89.9,100.0,63.04347826086957,actionable,unknown,1.0,70.7,A
10,OFSS.NS,2026-07-29,11427.0,11347.583333333334,10723.597222222223,10508.32,8495.911041666666,8379.359340820312,11234.83358923174,6060.863819699785,11979.0,True,True,True,True,True,True,True,True,False,38.65266732170103,noise,91.88962445942347,False,False,False,False,,IT - Software,Software Products,88.54463921728495,True,True,99501.19,389.51,340865.0,0.3915,—,63.0,43.0,80.1,84.8,73.5,91.30434782608695,actionable,unknown,1.0,70.5,A
11,RRKABEL.NS,2026-07-29,2558.89990234375,2414.7916463216147,2340.7957628038193,2259.9884765625,1753.050762532552,1655.8255389404296,2457.1646835983356,1158.7465736666888,2775.0,True,True,True,True,True,True,True,True,False,84.265114524296,red,104.51146284461441,False,True,False,False,,Industrial Products,Cables - Electricals,95.96412556053812,True,True,28942.57,208.99,816721.0,0.7221,—,66.4,58.1,96.5,78.4,89.5,34.78260869565217,actionable,unknown,1.0,70.3,A
12,SIGMAADV.NS,2026-07-29,605.4000244140625,549.4874979654948,544.099995083279,505.6889965820312,301.75693288167315,272.80980010986326,555.7951222379447,105.0,638.0999755859375,True,True,True,True,True,True,True,True,False,473.2954859487286,noise,24.796230948155078,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,99.79616795760293,True,True,10669.55,26.29,434267.0,0.2464,—,69.5,45.0,90.7,83.8,50.0,80.43478260869566,watch — approaching pivot,unknown,1.0,68.8,B
13,EMCURE.NS,2026-07-29,1903.699951171875,1861.0333150227864,1819.5472106933594,1792.5739916992188,1626.1966634114583,1564.0314971923829,1878.0052804537304,1260.0,1960.0,True,True,True,True,True,True,True,True,False,35.504795028612214,noise,48.89681579589004,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.4439461883408,True,True,36109.41,41.75,219318.0,0.1156,—,51.2,57.5,93.8,88.3,100.0,28.26086956521739,actionable,unknown,1.0,68.5,B
14,CCL.NS,2026-07-29,1198.5999755859375,1198.2833251953125,1177.4972127278645,1151.2699926757812,1072.676024983724,1041.3074230957031,1192.9731800531838,813.3032507787244,1242.199951171875,True,True,True,True,True,True,True,True,False,43.73902992234613,noise,58.18265409685578,False,True,False,False,,Agricultural Food & other Products,Tea & Coffee,89.84916428862617,True,True,15981.07,45.23,377395.0,0.2831,—,55.9,57.1,75.0,87.0,100.0,45.65217391304348,actionable,unknown,1.0,68.4,B
15,SYRMA.NS,2026-07-29,1343.4000244140625,1360.1666768391926,1362.302781846788,1295.8580102539063,988.7906701660156,941.3810025024414,1346.5626724462575,634.5,1517.699951171875,True,True,True,True,True,True,True,False,False,84.83645572443595,ppv,108.27376795473427,False,False,False,False,,Industrial Manufacturing,Industrial Products,96.00489196901752,True,True,25877.24,184.82,1375755.0,0.7142,—,60.8,47.8,95.0,71.0,50.0,86.95652173913044,watch — approaching pivot,unknown,1.0,67.9,B
16,KMEW.NS,2026-07-29,2679.800048828125,2445.4916788736978,2271.147220187717,2182.378000488281,1894.5213264973959,1767.510242919922,2468.751895479496,797.5,2737.0,True,True,True,True,True,True,True,True,False,212.64072478560615,ppv,365.0085901884739,True,False,True,False,,Engineering Services,Dredging,99.22543823889114,True,True,6592.31,37.84,141208.0,0.574,—,79.7,48.7,92.5,95.8,0.0,89.13043478260869,extended,unknown,1.0,67.2,B
17,MANGLMCEM.NS,2026-07-29,943.25,977.0999959309896,923.7152777777778,900.7289990234375,852.8576652018229,826.8304986572266,969.0814607932904,679.3499755859375,1023.4500122070312,True,True,True,True,True,True,True,False,False,30.719176712033192,noise,20.763154649479784,False,False,False,False,,Cement & Cement Products,Cement & Cement Products,85.81328984916429,True,True,2593.68,7.11,75384.0,0.2742,—,56.9,54.5,96.5,78.3,95.9,23.91304347826087,actionable,unknown,1.0,67.0,B
18,UFBL.NS,2026-07-29,707.3499755859375,693.9708251953125,673.6819407145182,622.9059985351563,376.1328661092122,331.2188996887207,691.8226667973881,172.33999633789062,763.3499755859375,True,True,True,True,True,True,True,True,False,124.34189754881797,noise,22.790453871031346,False,False,False,False,,Leisure Services,Restaurants,98.08397880146758,True,True,2764.78,27.84,393542.0,1.0069,—,74.4,25.0,87.0,79.3,50.0,95.65217391304348,watch — approaching pivot,unknown,1.0,66.9,B
19,KTKBANK.NS,2026-07-29,279.0,277.6166636149089,272.7861107720269,270.99800048828126,236.63973307291667,225.01534950256348,278.1951625643616,164.46822856250571,287.0,True,True,True,True,True,True,True,True,False,52.66664813079511,ppv,148.6098474367394,False,True,False,False,,Banks,Private Sector Bank,91.96901752955564,True,True,10551.27,67.16,2407187.0,0.6365,—,66.6,65.4,72.9,88.4,50.0,60.86956521739131,watch — approaching pivot,unknown,1.0,66.8,B
