symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry
537573.BO,2026-09-02,10.15999984741211,10.123333295186361,8.89999990993076,9.487999935150146,13.380333353678385,14.173350067138673,10.006687230152501,6.699999809265137,20.309999465942383,False,False,False,False,True,True,False,True,False,-46.63865882944097,dry,0.0,False,False,False,False,Polymac Thermof.,Industrial Products,Plastic Products - Industrial
538731.BO,2026-09-02,3.7699999809265137,3.8300000031789145,4.003055651982625,4.055400085449219,4.161866666475932,4.318050004243851,3.8890129938552116,3.0199999809265137,6.599999904632568,False,False,False,False,False,False,False,False,False,-34.77508920278193,red,128.2051282051282,False,True,False,False,Hanman Fit,Leisure Services,Amusement Parks/ Other Recreation
543366.BO,2026-09-02,48.099998474121094,48.62916660308838,48.09749984741211,46.6881999206543,42.43019989013672,41.03824991226196,48.68915182338471,30.549999237060547,54.599998474121094,True,True,False,True,True,True,True,False,False,28.266662597656243,noise,62.893081761006286,False,True,False,False,SBL Infratech,Realty,"Residential, Commercial Projects"
544156.BO,2026-09-02,13.899999618530273,12.816666603088379,11.172777705722385,11.696799945831298,14.130533301035562,15.43684995174408,12.902555091277987,9.029999732971191,28.350000381469727,False,False,False,False,True,True,False,True,False,-46.24903599976634,ppv,614.9732620320856,True,False,False,False,Gconnect Logitec,Transport Services,Logistics Solution Provider
PERFECT.NS,2026-09-02,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469728,8.100000381469727,8.100000381469727,False,False,False,False,False,False,True,False,False,0.0,dry,,False,False,True,True,Perfect Infraeng,Electrical Equipment,Other Electrical Equipment
544173.BO,2026-09-02,11.579999923706055,11.15749994913737,11.863055414623684,13.158199939727783,16.041266549428304,16.369949913024904,11.129033872826152,9.930000305175781,35.5,False,False,False,False,False,False,False,True,False,-60.745762970487945,green,142.85714285714286,False,False,False,False,Finelistings Tec,Retailing,E-Retail/ E-Commerce
543500.BO,2026-09-02,1.6200000047683716,1.710833340883255,1.8177777859899733,1.9700000095367431,2.714133332570394,2.8472000014781953,1.6854076033685426,1.5299999713897705,6.110000133514404,False,False,False,False,False,False,False,False,False,-47.402595944902394,ppv,233.95721925133688,False,False,False,False,Evoq Remedies,Commercial Services & Supplies,Trading & Distributors
543798.BO,2026-09-02,1.9800000190734863,1.993333339691162,2.0874999927149878,2.1165999960899353,2.268666668732961,2.4857499986886977,2.0098316736162674,1.4199999570846558,9.920000076293945,False,False,False,False,False,True,False,False,False,-71.99434270157582,green,102.45901639344261,False,True,False,False,Patron Exim,Chemicals & Petrochemicals,Trading - Chemicals
543579.BO,2026-09-02,2.4800000190734863,2.5233333110809326,2.581111033757528,2.591599912643433,2.7128666528066,2.911249989271164,2.506107922595867,2.1700000762939453,5.599999904632568,False,False,False,False,False,False,False,False,False,-29.14285659790039,dry,0.0,False,False,False,False,Naturo Indiabull,Personal Products,Personal Care
542025.BO,2026-09-02,0.3100000023841858,0.3075000047683716,0.30222222457329434,0.3042000025510788,0.3451333338022232,0.35899999991059306,0.30793812088052896,0.27000001072883606,0.49000000953674316,False,False,False,False,True,False,False,True,False,-32.60869635638757,dry,0.0,False,False,False,False,Sun Retail,Commercial Services & Supplies,Trading & Distributors
543541.BO,2026-09-02,11.0,12.78083324432373,12.860277758704292,13.367000007629395,15.417466684977214,16.31310001373291,12.831501528390787,11.0,20.0,False,False,False,False,False,False,False,False,False,-21.42857142857143,red,2500.0,False,False,False,True,Sailani Tours N,Leisure Services,"Tour, Travel Related Services"
534659.BO,2026-09-02,5.699999809265137,5.699999809265137,5.688888708750407,5.635999870300293,5.361333246231079,5.229749901294708,5.6997820416850615,4.510000228881836,5.699999809265137,True,True,True,True,True,False,True,True,False,9.615384968074835,dry,0.0,False,False,True,False,Jointeca Educati,IT - Software,Computers - Software & Consulting
541299.BO,2026-09-02,7.880000114440918,7.264166633288066,7.405277755525377,7.525999975204468,10.86433320681254,13.208986275196075,7.45510010853836,5.96999979019165,28.700000762939453,False,False,False,False,True,True,False,True,False,-70.58604014502399,noise,61.274509803921575,False,False,False,False,Dr Lalchand. Lab,Healthcare Services,Healthcare Service Provider
538319.BO,2026-09-02,3.859999895095825,3.799999952316284,3.7899999618530273,3.865599956512451,3.861599971453349,4.165499986410141,3.8261745752672933,3.190000057220459,5.670000076293945,False,False,False,False,False,False,False,True,True,-29.945558352923175,dry,0.0,False,False,False,False,GCM Capital,Finance,Other Financial Services
543804.BO,2026-09-02,14.800000190734863,14.65416685740153,15.583611223432753,15.719200096130372,17.99606667836507,18.62235004425049,14.826109688225614,12.789999961853027,22.799999237060547,False,False,False,False,False,False,False,False,False,-2.950818421410728,dry,0.0,False,False,False,False,Amanaya Ventures,Non - Ferrous Metals,Precious Metals
543545.BO,2026-09-02,0.5,0.48916666954755783,0.5013888825972875,0.5211999940872193,0.6099333353837331,0.6514000007510186,0.49375907188370594,0.4399999976158142,0.9900000095367432,False,False,False,False,False,False,False,True,False,-48.97959282973168,dry,13.88888888888889,False,False,False,False,Veerkrupa Jewel,Consumer Durables,"Gems, Jewellery And Watches"
WINNY.NS,2026-09-02,32.04999923706055,32.33333269755045,32.8208327293396,34.97799961090088,43.36666655222575,49.990249948501585,32.14300637864194,30.600000381469727,79.69999694824219,False,False,False,False,False,False,False,False,False,-59.27573001287594,dry,0.0,False,False,False,False,Winny Immigratio,Leisure Services,"Tour, Travel Related Services"
544188.BO,2026-09-02,8.180000305175781,8.18583345413208,9.249722109900581,9.29879981994629,10.267466583251952,10.891799926757812,8.273686683264916,7.840000152587891,17.100000381469727,False,False,False,False,False,False,False,False,False,-51.85402933859233,dry,0.0,False,False,False,False,Magenta Life,Consumer Durables,"Furniture, Home Furnishing"
544056.BO,2026-09-02,22.219999313354492,23.304999828338623,22.26111099455092,22.823399963378908,19.941866512298585,23.834300026893615,22.859724006464937,15.260000228881836,46.0,False,False,False,False,False,True,False,False,False,-42.255718353204685,dry,0.0,False,False,False,False,Sahara Maritime,Transport Services,Logistics Solution Provider
543617.BO,2026-09-02,15.0,15.616666475931803,16.969166331821018,18.521999740600585,26.137533124287923,28.092399969100953,15.625574106851214,14.75,34.45000076293945,False,False,False,False,False,False,False,False,False,-48.25801959838567,dry,0.0,False,False,False,True,Reetech Intl,Consumable Fuels,Trading - Coal
538667.BO,2026-09-02,6.519999980926514,6.579999963442485,7.211111028989156,7.434800004959106,7.341200071970622,7.207050061225891,6.604423125355623,5.0,8.779999732971191,False,True,False,True,False,True,False,False,False,-2.68656467854983,dry,0.0,False,False,False,False,Sirohia & Sons,Commercial Services & Supplies,Trading & Distributors
543209.BO,2026-09-02,16.760000228881836,16.36666663487752,18.989166683620876,19.85220001220703,24.444133326212565,25.947350006103516,16.388010846483382,15.800000190734863,42.79999923706055,False,False,False,False,False,False,False,True,False,-30.88659699430171,ppv,1103.896103896104,False,False,False,False,Billwin Indust.,Diversified,Diversified
RITEZONE.NS,2026-09-02,18.75,17.69166628519694,19.274999777475994,20.02299976348877,19.57266648610433,20.305249853134157,17.802625765092372,13.800000190734863,36.54999923706055,False,False,False,False,False,True,False,True,False,-34.78260869565217,green,178.57142857142858,False,False,False,False,Rite Zone,Chemicals & Petrochemicals,Specialty Chemicals
PLADAINFO.NS,2026-09-02,10.350000381469727,9.870833158493042,10.280555407206217,10.656999874114991,11.131333300272624,12.206750016212464,10.010014413267008,9.050000190734863,20.299999237060547,False,False,False,False,False,False,False,True,False,-45.52631378173828,dry,0.0,False,False,False,False,Plada Infotech S,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INDIFRA.NS,2026-09-02,12.850000381469727,12.12499992052714,11.927777608235678,12.059999771118164,13.002333253224691,13.665249962806701,12.277699445511338,11.399999618530273,20.799999237060547,False,False,False,False,True,False,False,True,False,-14.046819094231378,dry,0.0,False,False,False,False,Indifra Ltd,Gas,Gas Transmission/Marketing
540681.BO,2026-09-02,9.0,8.830000082651773,8.600277927186754,9.099200115203857,10.392400039037069,13.263500049114228,8.897368429815165,7.900000095367432,46.65999984741211,False,False,False,False,False,False,False,True,False,-79.84322577282859,dry,0.0,False,False,False,False,Chothani Foods,Food Products,Packaged Foods
543377.BO,2026-09-02,6.670000076293945,6.733333309491475,9.12555550204383,10.19819993019104,11.915800097783407,12.663950092792511,6.756346858584081,5.760000228881836,15.5,False,False,False,False,False,False,False,False,False,-55.23489767074323,noise,36.19441571871768,False,False,False,False,AFLOAT Enterpris,Industrial Products,Iron & Steel Products
538794.BO,2026-09-02,6.900000095367432,7.118333339691162,7.543888807296753,7.698799924850464,12.044533389409382,13.052850110530853,7.0377066074892545,6.900000095367432,18.899999618530273,False,False,False,False,False,False,False,False,False,-63.4920622506129,dry,0.0,False,False,False,True,Jet Solar,Realty,"Residential, Commercial Projects"
544190.BO,2026-09-02,19.1299991607666,16.729166666666668,16.558333449893528,16.573800048828126,17.522133305867513,17.455899987220764,17.58799677947659,13.020000457763672,25.100000381469727,True,True,False,False,True,True,True,True,True,-18.940682832415913,dry,0.0,False,False,False,False,3C IT Solutions,IT - Services,IT Enabled Services
VERITAAS.NS,2026-09-02,31.450000762939453,32.012499968210854,34.01111067665948,35.262999839782715,45.25299989064535,48.18899983406067,31.755042440269836,28.600000381469727,74.9000015258789,False,False,False,False,False,False,False,False,False,-57.95454614998125,dry,0.0,False,False,False,False,Veritaas Adver.,Media,Advertising & Media Agencies
543460.BO,2026-09-02,29.0,32.51500018437704,38.54000075658163,42.064800605773925,59.41033354441325,76.93675032615661,31.603809841056382,28.549999237060547,134.5,False,False,False,False,False,False,False,False,False,-78.43866171003717,dry,0.0,False,False,False,True,Quality RO Indu.,Industrial Manufacturing,Industrial Products
542146.BO,2026-09-02,9.550000190734863,9.257500092188517,8.098055640856424,8.217200021743775,10.222666749954223,11.214600064754485,9.25504002934006,6.230000019073486,63.900001525878906,False,False,False,False,True,True,False,True,False,-84.56939685746359,noise,40.816326530612244,False,False,False,False,Sh. Krish. Infr.,Realty,"Residential, Commercial Projects"
542592.BO,2026-09-02,25.75,23.246666431427002,18.090833293067085,17.3917999458313,17.98506664276123,19.252249946594237,23.52259571705178,12.800000190734863,84.70999908447266,True,False,False,False,True,True,False,True,False,-69.60217178810007,dry,0.0,False,False,False,False,Humming Bird Edu,Other Consumer Services,Education
ISHAN.NS,2026-09-02,0.5,0.5041666676600774,0.48333332935969037,0.50700000166893,0.6066666646798452,0.6479999998211861,0.5065745469039687,0.44999998807907104,0.949999988079071,False,False,False,False,False,False,False,False,False,-41.17647223819081,noise,62.11180124223602,False,False,False,False,Ishan Internat.,Industrial Manufacturing,Industrial Products
543475.BO,2026-09-02,46.2400016784668,60.34833335876465,67.87305704752605,76.52560119628906,120.68120076497395,129.0213998413086,56.269558120132494,37.34000015258789,168.0,False,False,False,False,False,False,False,False,False,-6.016258208480185,red,172.41379310344826,False,False,False,True,Ekennis Software,IT - Services,IT Enabled Services
544094.BO,2026-09-02,30.0,30.34250005086263,29.756944338480633,29.607599830627443,32.065933278401694,34.18159997940064,30.16840704535882,22.530000686645508,59.95000076293945,False,False,False,False,True,True,False,False,False,-49.152542372881356,dry,0.0,False,False,False,False,Euphoria Infotec,IT - Services,IT Enabled Services
543516.BO,2026-09-02,7.0,6.841666618982951,6.008333351877001,5.787200021743774,6.052733335494995,6.827150013446808,6.860581269618742,4.260000228881836,11.600000381469727,True,False,False,False,True,True,False,True,False,-31.170108677611008,noise,49.97827031725337,False,False,False,False,Dhyaani Trade,Commercial Services & Supplies,Trading & Distributors
534708.BO,2026-09-02,9.0,9.096666733423868,9.049722221162584,8.97159999847412,8.81340002377828,8.564600014686585,9.170815063841374,6.809999942779541,11.75,True,True,False,True,True,True,True,False,False,-2.280130697906313,noise,28.24858757062147,False,False,False,False,Shanti Guru Inds,Retailing,Diversified Retail
539864.BO,2026-09-02,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,True,True,Ghushine Fintrra,Textiles & Apparels,Other Textile Products
DHTL.NS,2026-09-02,32.599998474121094,32.21249977747599,34.26250012715658,35.30699996948242,42.53133298238119,51.28849950790405,32.44481898797509,29.899999618530273,125.19999694824219,False,False,False,False,False,False,False,True,False,-24.27410208626285,dry,0.0,False,False,False,False,Docmode Health,Other Consumer Services,E-Learning
542850.BO,2026-09-02,10.899999618530273,8.756666580835978,8.24055548508962,8.230599908828735,8.198066644668579,9.075699985027313,9.116097561066729,5.949999809265137,18.760000228881836,True,False,False,False,True,True,False,True,False,-38.03297598649177,ppv,502.9585798816568,True,False,False,False,Goblin India,Consumer Durables,"Gems, Jewellery And Watches"
538496.BO,2026-09-02,7.340000152587891,7.985833406448364,7.871666669845581,7.983000020980835,8.268600018819173,9.0719500207901,7.900072740332035,6.010000228881836,14.5,False,False,False,False,False,False,False,False,False,-40.0816314074458,noise,78.74015748031496,False,False,False,False,Tarini Internat.,Commercial Services & Supplies,Consulting Services
542446.BO,2026-09-02,4.510000228881836,3.9675000111262,3.8011111352178784,3.680400013923645,3.6537333408991497,4.346527673006058,4.069978146971352,2.5,8.293333053588867,True,False,False,False,True,True,False,True,False,-40.47167582937517,ppv,274.72527472527474,False,False,False,False,Jonjua Overseas,Commercial Services & Supplies,Consulting Services
SAROJA.NS,2026-09-02,38.95000076293945,37.38750012715658,32.49166679382324,32.57300010681152,32.78533317565918,34.3792499923706,38.28924632350002,28.0,51.75,True,False,False,False,True,True,True,True,False,-18.938602744248,red,113.63636363636364,False,False,False,False,Saroja Pharma In,Chemicals & Petrochemicals,Specialty Chemicals
544015.BO,2026-09-02,33.849998474121094,34.17000039418539,32.62055566575792,32.31120002746582,39.01193333943685,41.083750057220456,33.6960925556975,28.079999923706055,70.75,False,False,False,False,True,False,False,True,False,-45.40322826754662,noise,47.16981132075472,False,False,False,False,Mish Designs,Textiles & Apparels,Garments & Apparels
SHANTHALA.NS,2026-09-02,16.600000381469727,16.31666660308838,18.163888878292507,19.732000045776367,24.95733336130778,26.460500011444093,16.486993780775602,14.100000381469727,42.45000076293945,False,False,False,False,False,False,False,True,False,-56.77083405769531,dry,0.0,False,False,False,False,Shanthala FMCG,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
CBAZAAR.NS,2026-09-02,4.5,4.891666690508525,5.602777785725063,5.616999988555908,4.89199999332428,4.685999990701675,4.857084755342394,3.049999952316284,6.550000190734863,False,True,True,True,False,True,False,False,False,12.5,noise,100.0,False,False,False,False,Net Avenue,Retailing,E-Retail/ E-Commerce
MAKS.NS,2026-09-02,13.75,14.09166677792867,16.47638879881965,18.151999912261964,24.08199987411499,25.77474977016449,13.982368999364777,12.649999618530273,36.0,False,False,False,False,False,False,False,False,False,-52.256943179685365,green,312.5,True,False,False,False,Maks Energy,Industrial Products,"Compressors, Pumps & Diesel Engines"
540756.BO,2026-09-02,11.470000267028809,11.677500009536743,12.548333406448364,15.225800075531005,23.791933205922444,24.903949847221373,11.639656320360778,10.699999809265137,29.799999237060547,False,False,False,False,False,False,False,False,False,-14.339059201379333,dry,0.0,False,False,False,False,Kaarya Facilit.,Commercial Services & Supplies,Diversified Commercial Services
QUADPRO.NS,2026-09-02,2.450000047683716,2.408333420753479,2.4027778704961142,2.398000078201294,2.2110000371932985,2.2857500326633455,2.4165190490300543,1.850000023841858,3.450000047683716,True,False,False,True,True,True,False,True,False,-18.333331743876137,dry,0.0,False,False,False,False,Quadpro ITeS,IT - Services,IT Enabled Services
JIWANRAM.NS,2026-09-02,4.349999904632568,4.691666682561238,4.893055584695604,5.0600000095367434,5.273333339691162,5.490750007629394,4.617980669495622,4.349999904632568,8.300000190734863,False,False,False,False,False,False,False,False,False,-44.93671073265666,red,291.2621359223301,False,False,False,True,Jiwanram Sheo,Industrial Products,Other Industrial Products
INSPIRE.NS,2026-09-02,8.050000190734863,8.349999904632568,8.781944433848063,8.655000038146973,9.834000024795532,10.27800002336502,8.27387005100801,6.800000190734863,22.450000762939453,False,False,False,False,False,False,False,False,False,-63.574660399170945,dry,0.0,False,True,False,False,Inspire Films,Entertainment,Media & Entertainment
540782.BO,2026-09-02,11.550000190734863,10.74833337465922,11.39750009112888,11.502400054931641,11.875599988301595,12.093049983978272,10.817436459440907,7.5,16.219999313354492,False,False,False,False,True,True,False,True,False,-22.48321821182605,ppv,408.16326530612247,False,False,False,False,Sanghvi Brands,Leisure Services,Hotels & Resorts
SABAR.NS,2026-09-02,8.25,7.416666666666667,6.465277764532301,6.174000005722046,5.664666649500529,5.606749973297119,7.638760908469047,3.950000047683716,9.550000190734863,True,True,True,True,True,True,True,True,False,3.7735873953762322,dry,0.0,False,False,False,False,Sabar Flex India,Industrial Products,Packaging
543745.BO,2026-09-02,5.659999847412109,6.3108333349227905,6.089444465107388,6.016000013351441,8.734133338928222,9.906350002288818,6.274332601557735,5.5,15.479999542236328,False,False,False,False,False,False,False,False,False,-33.01775177312889,red,180.99547511312218,False,False,False,False,SVS Ventures,Realty,"Residential, Commercial Projects"
540811.BO,2026-09-02,14.0,13.633333683013916,13.431389040417141,13.587800045013427,12.167933292388916,11.881949977874756,13.658208014226153,8.15999984741211,17.899999618530273,True,True,False,True,True,True,True,True,False,-21.787707830412195,ppv,3281.25,True,False,False,False,Diggi Multitrade,Commercial Services & Supplies,Trading & Distributors
543537.BO,2026-09-02,35.81999969482422,37.09583377838135,53.4408336215549,59.75740020751953,70.17713348388672,68.04585021972656,37.74002098264313,35.81999969482422,89.9000015258789,False,True,False,False,False,False,False,False,False,-49.01067659099755,noise,73.52941176470588,False,False,False,True,Scarnose Inter.,Textiles & Apparels,Other Textile Products
543905.BO,2026-09-02,12.0,11.941666762034098,12.213889174991184,12.707200202941895,13.731466693878174,13.764600019454956,11.932128507673992,10.109999656677246,18.850000381469727,False,False,False,False,False,False,False,True,False,-23.809523809523814,dry,0.0,False,True,False,False,Innokaiz India,Media,Advertising & Media Agencies
538579.BO,2026-09-02,17.0,17.141667048136394,17.68555561701457,17.94500011444092,18.230333518981933,18.205450220108034,17.125021650722612,10.0,19.18000030517578,False,True,True,False,False,True,True,False,False,40.264027727058085,dry,0.0,False,False,False,False,Zinema Media,Commercial Services & Supplies,Trading & Distributors
543651.BO,2026-09-02,24.489999771118164,24.59999942779541,24.3166659673055,24.10859931945801,21.398732935587564,21.26259973526001,24.600118446187473,12.010000228881836,26.5,True,True,False,True,True,True,True,False,False,4.212764983481554,dry,0.0,False,False,False,False,DAPS Advertising,Media,Advertising & Media Agencies
AMIABLE.NS,2026-09-02,65.0,65.0,69.19999885559082,71.29099838256836,72.9263330078125,72.70174968719482,65.36829866298848,52.5,97.5,False,True,False,False,False,False,False,False,False,-5.797101449275366,dry,0.0,False,False,False,False,Amiable Logistic,Transport Services,Logistics Solution Provider
539985.BO,2026-09-02,18.549999237060547,19.3741668065389,19.413333257039387,20.270400009155274,28.881933326721192,41.06514998435974,19.248390677217476,16.889999389648438,124.19999694824219,False,False,False,False,False,False,False,False,False,-79.3337803079518,noise,104.8951048951049,False,False,False,False,Titaanium Ten,Textiles & Apparels,Other Textile Products
543594.BO,2026-09-02,5.53000020980835,5.791666746139526,5.22972223493788,5.517800016403198,7.929200026194255,9.783600001335143,5.497392754188093,3.9000000953674316,25.0,False,False,False,False,True,True,False,True,False,-70.8947357378508,ppv,90.60562708631377,False,False,False,False,Dipna Pharmachem,Pharmaceuticals & Biotechnology,Pharmaceuticals
544168.BO,2026-09-02,29.489999771118164,26.765833536783855,27.891944620344375,28.2712003326416,30.071066767374674,31.50700008392334,27.16383732588426,24.020000457763672,48.0,False,False,False,False,True,False,False,True,False,-26.275000572204586,noise,70.4225352112676,False,False,False,False,Varyaa Creations,Consumer Durables,"Gems, Jewellery And Watches"
543656.BO,2026-09-02,11.270000457763672,11.902499993642172,12.916666666666666,13.092200031280518,13.776866709391276,14.593950109481812,11.797609920827913,10.699999809265137,24.459999084472656,False,False,False,False,False,False,False,False,False,-46.93973361954339,dry,0.0,False,False,False,False,Technopack Poly.,Consumer Durables,Plastic Products - Consumer
543521.BO,2026-09-02,4.510000228881836,4.586666742960612,5.022777835528056,5.089200105667114,7.326800130208333,7.829950141906738,4.597162614477738,3.819999933242798,11.199999809265137,False,False,False,False,False,False,False,False,False,-32.68656183176074,noise,1666.6666666666667,False,False,False,False,Fone4 Communica.,Retailing,E-Retail/ E-Commerce
544025.BO,2026-09-02,76.0,72.5,71.02777777777777,70.74,71.07453297932943,72.54489963531495,73.63419761918321,68.0,93.9000015258789,True,False,False,False,True,False,True,True,False,-6.172839506172845,dry,0.0,False,False,False,False,Arrowhead Sepera,Industrial Manufacturing,Industrial Products
541799.BO,2026-09-02,20.100000381469727,18.43916670481364,14.276388963063559,13.387400016784667,11.787533283233643,10.97139995098114,18.780884385406374,7.909999847412109,20.100000381469727,True,True,True,True,True,True,True,True,False,87.49999888797306,dry,0.0,False,False,True,False,Sungold Media,Media,Advertising & Media Agencies
543520.BO,2026-09-02,11.890000343322754,10.776666641235352,11.724166658189562,11.452199993133545,13.110000025431315,15.076200041770935,11.164258357948,9.0,26.729999542236328,False,False,False,False,True,True,False,True,False,-52.72365596951215,green,121.69966996699671,False,False,False,False,Global Longlife,Healthcare Services,Hospital
MONOPHARMA.NS,2026-09-02,8.949999809265137,8.641666491826376,9.170833230018616,9.657999925613403,11.149666655858358,12.46874995470047,8.728677046758058,7.5,25.5,False,False,False,False,False,False,False,True,False,-60.222223069932724,noise,22.321428571428573,False,False,False,False,Mono Pharmacare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540269.BO,2026-09-02,11.399999618530273,11.619999885559082,10.443055484029982,9.443799924850463,8.695599950154623,9.157299957275391,11.486965307513904,6.849999904632568,12.0,True,False,True,True,True,True,True,False,False,15.035315782646164,dry,0.0,False,False,False,False,Super Fine Knit.,Consumer Durables,"Gems, Jewellery And Watches"
536710.BO,2026-09-02,31.049999237060547,28.97083346048991,26.83611101574368,25.353999900817872,24.73999969482422,25.679999771118165,29.836011896952485,17.299999237060547,31.149999618530273,True,False,False,False,True,True,True,True,False,8.947365744072089,red,468.75,False,False,False,False,SRG Fingrow Fin,Finance,Non Banking Financial Company (NBFC)
539839.BO,2026-09-02,8.90999984741211,8.90999984741211,8.913611041174995,8.9153999710083,8.918466707865397,9.460150027275086,8.910098829337944,7.139999866485596,13.5,False,False,False,False,False,False,False,False,False,-20.446428579031206,dry,0.0,False,False,False,True,Franklin Leasing,Finance,Non Banking Financial Company (NBFC)
536738.BO,2026-09-02,6.0,5.724999825159709,5.927777581744724,5.863999805450439,5.8230665556589765,5.832799897193909,5.762819422110702,4.5,6.880000114440918,True,False,False,True,True,True,True,True,False,-12.280703711243035,ppv,1428.5714285714287,True,False,False,False,Stellar Capital,Finance,Other Financial Services
SMVD.NS,2026-09-02,17.0,16.5625,15.25694465637207,14.558000183105468,11.91566670735677,10.820000052452087,16.6647437227591,5.599999904632568,17.049999237060547,True,True,True,True,True,True,True,True,False,104.81927240166553,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial
544101.BO,2026-09-02,71.08999633789062,71.61749839782715,75.97999890645345,81.68561782836915,76.52585098266601,77.39414611816406,71.75909028428549,63.488369549022,107.27123260498047,False,False,False,True,False,False,False,False,False,-26.76238687180422,dry,0.0,False,False,False,False,Brisk Technovisi,IT - Hardware,Computers Hardware & Equipments
540729.BO,2026-09-02,19.639999389648438,19.639999389648438,22.270833439297146,22.948200225830078,20.68740009943644,20.91370005130768,19.78591988530171,14.710000038146973,29.0,False,False,False,True,False,True,False,False,False,-15.271789771016131,dry,0.0,False,False,False,False,Vanta Bioscience,Healthcare Services,"Healthcare Research, Analytics & Technology"
