symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
ACCENTMIC.NS,2026-09-01,605.9000244140625,596.6999918619791,545.9059354994032,530.2815655517578,440.37641662597656,413.7200761413574,593.9154991671907,237.53315895751183,621.0,True,True,True,True,True,True,True,True,False,113.05455357888276,green,107.49914000687994,False,True,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.24848729326341,True,True,688.24,1.89,65909.0,0.2747,20
AEROFLEX.NS,2026-09-02,540.75,513.0874938964844,458.7263870239258,454.6057141113281,355.80873911539715,312.4116334533691,520.0220687011985,157.8500633749001,570.5,True,True,True,True,True,True,True,True,False,209.9665915510106,noise,74.89441895282344,False,True,False,False,,Industrial Products,Iron & Steel Products,98.95118999596612,True,True,7155.79,95.08,1758318.0,1.3287,10
AEROENTER.NS,2026-09-02,140.4600067138672,138.55125045776367,128.6658672756619,128.97932830810547,102.38196156819662,97.64403587341309,139.33999975780264,62.02029581540144,149.1179264567163,True,True,True,True,True,True,True,True,False,60.63219569193377,noise,54.854816401727646,False,True,False,False,,Industrial Products,Iron & Steel Products,90.56070996369505,True,True,1589.5,16.19,1152664.0,1.0186,20
AVADHSUGAR.NS,2026-09-02,811.7000122070312,806.8041687011719,651.2196545071072,605.9321105957031,485.16001200358073,452.91568740844724,802.0266580773308,300.3047281830496,884.7999877929688,True,True,True,True,True,True,True,True,False,96.04904700438657,noise,40.05990140948417,False,True,False,False,,Agricultural Food & other Products,Sugar,95.15933844292054,True,True,1624.9,18.64,229595.0,1.1469,10
BAFNAPH.NS,2026-09-02,308.0,272.1708348592122,260.0388895670573,245.66640045166017,168.66826665242513,163.26299980163574,286.3650735883439,94.7699966430664,318.5,True,True,True,True,True,True,True,True,False,196.55305044288832,noise,33.68771466125156,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.83017345703912,True,True,728.62,0.85,27712.0,0.1171,5
CHENNPETRO.NS,2026-09-02,1414.0,1389.875,1286.993387858073,1229.3542211914062,1056.4046459960937,1003.6383630371093,1378.7927024100472,650.5522211772866,1489.699951171875,True,True,True,True,True,True,True,True,False,112.60035826505744,noise,81.69216822698104,False,True,False,False,,Petroleum Products,Refineries & Marketing,96.20814844695443,True,True,21056.07,260.28,1840732.0,1.2361,20
CAPLIPOINT.NS,2026-09-02,2720.5,2556.866658528646,2562.5388997395835,2565.7460009765623,2087.7063606770835,2034.8256433105469,2586.7911585734782,1497.3339696999908,2750.0,True,True,True,True,True,True,True,True,False,29.38089914827944,green,246.94449255110578,False,True,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,81.807180314643,True,True,20678.98,46.94,172545.0,0.227,20
COMMITTED.NS,2026-09-01,347.95001220703125,346.1499989827474,342.07361094156903,339.015,277.99266662597654,260.03699981689454,345.4117265002792,174.25,357.0,True,True,True,True,True,True,True,True,False,36.73157992095284,dry,6.949270326615705,False,True,False,False,,Transport Services,Logistics Solution Provider,84.34852763210972,True,True,60.85,0.11,19939.0,0.174,10
CUPID.NS,2026-09-02,280.70001220703125,281.91249593098956,254.31777572631836,239.20599822998048,151.89793253580729,134.27260948181151,279.54810054724584,32.86800003051758,299.0,True,True,True,True,True,True,True,True,False,675.3287573963499,noise,26.126061462302047,False,True,False,False,,Personal Products,Personal Care,99.959661153691,True,True,37744.63,927.57,33044911.0,2.4575,20
DCBBANK.NS,2026-09-02,222.33999633789062,206.11999893188477,194.71555455525717,192.58979919433594,184.87169138590494,183.0511029815674,211.76987914460943,121.38222908441647,225.6199951171875,True,True,True,True,True,True,True,True,False,81.17518201571411,red,121.36532006445722,False,True,False,False,,Banks,Private Sector Bank,93.58612343686971,True,True,7161.07,39.0,1754027.0,0.5446,20
