rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
11,AEROFLEX.NS,2026-09-23,520.7999877929688,531.4125061035156,504.062501695421,482.15400146484376,390.1356201171875,338.9768151092529,521.1696121268446,157.8500633749001,584.1500244140625,True,True,True,True,True,True,True,False,False,170.4652241600289,noise,63.61123371507937,False,False,False,False,,Industrial Products,Iron & Steel Products,98.60529986052998,True,True,6891.79,76.79,1474542.0,1.1143,10,67.9,39.8,59.5,72.3,100.0,42.30769230769231,actionable,confirmed_uptrend,1.0,62.3,B
12,KABRAEXTRU.NS,2026-09-23,732.8499755859375,678.4791615804037,588.9083319769966,528.5379986572266,336.86093271891275,308.2503493499756,673.1089680007348,180.0,741.9000244140625,True,True,True,True,True,True,True,True,False,166.007250666402,green,104.13808956315268,False,False,True,False,,Industrial Manufacturing,Industrial Products,98.46582984658299,True,True,2562.98,24.85,339060.0,0.9695,10,96.4,35.4,55.0,97.6,0.0,94.23076923076923,extended,confirmed_uptrend,1.0,62.1,B
13,AIMTRON.NS,2026-09-22,1818.0999755859375,1699.879150390625,1667.4249844021267,1581.1889868164062,1222.3686649576823,1120.681498413086,1709.2832471825304,675.0,1860.0,True,True,True,True,True,True,True,True,False,150.5650546801332,green,143.1888544891641,False,False,True,False,,Industrial Manufacturing,Industrial Products,97.95443979544399,True,True,1123.82,2.5,45884.0,0.2226,20,78.2,55.4,53.8,95.5,0.0,94.23076923076923,extended,confirmed_uptrend,1.0,62.0,B
14,WELSPUNLIV.NS,2026-09-23,223.77000427246094,211.3766657511393,191.90583250257703,183.5341995239258,152.25895802815756,147.1332765197754,213.41561936158524,107.03568289025932,233.0,True,True,True,True,True,True,True,True,False,83.57338295721944,ppv,198.3140756353742,False,False,True,False,,Textiles & Apparels,Other Textile Products,94.00278940027894,True,True,21214.74,118.84,5311028.0,0.5602,20,76.0,45.4,90.0,92.1,0.0,69.23076923076923,extended,confirmed_uptrend,1.0,61.9,B
15,SOUTHBANK.NS,2026-09-23,47.08000183105469,45.97000026702881,45.89106347825792,46.00431877136231,42.55158322652181,42.01952884674072,45.98250659849742,28.222522025082167,49.41417107532308,True,True,True,True,True,True,True,True,False,58.68786466785005,ppv,142.31858005546607,False,False,False,False,,Banks,Private Sector Bank,90.3300790330079,True,True,12331.67,58.14,12348846.0,0.4715,20,48.8,47.1,89.1,84.6,50.0,59.61538461538461,watch — approaching pivot,confirmed_uptrend,1.0,61.8,B
16,KRISHANA.NS,2026-09-23,188.14999389648438,182.55666478474936,187.39305453830295,179.96219940185546,141.964317779541,131.8560276031494,184.42204513305052,86.13667447448749,206.38999938964844,True,True,True,True,True,True,True,True,False,75.93751025538953,noise,45.085944887158746,False,False,False,False,,Fertilizers & Agrochemicals,Fertilizers,92.79404927940493,True,True,5816.43,26.29,1397485.0,0.4521,20,53.2,47.1,77.0,76.3,50.0,71.15384615384616,watch — approaching pivot,confirmed_uptrend,1.0,61.2,B
17,RUBYMILLS.NS,2026-09-23,490.20001220703125,457.9765803019206,410.8295381334093,405.75117431640626,306.16761962890627,282.05552253723147,458.8961981378771,168.1055909008604,515.0,True,True,True,True,True,True,True,True,False,109.33844726292689,ppv,452.00248645768585,True,False,True,False,,Textiles & Apparels,Other Textile Products,96.18781961878197,True,True,1639.23,1.12,22909.0,0.0685,20,91.0,27.1,90.0,90.4,0.0,69.23076923076923,extended,confirmed_uptrend,1.0,61.1,B
18,MARINE.NS,2026-09-23,425.79998779296875,403.2654495239258,386.52974192301434,352.15018493652343,265.54059865315753,248.49516761779785,404.5829156141725,150.74930410802895,449.66979114957604,True,True,True,True,True,True,True,True,False,95.48246892796341,ppv,1324.7718877944187,True,False,False,False,,Industrial Manufacturing,Industrial Products,95.16503951650395,True,True,5958.83,44.34,1041303.0,0.7441,20,78.1,27.1,87.5,83.4,0.0,94.23076923076923,extended,confirmed_uptrend,1.0,60.9,B
19,KTKBANK.NS,2026-09-23,343.04998779296875,322.8634897867839,319.2678010728624,307.52680053710935,265.92304850260416,247.9008987426758,325.04804347804105,167.3874286313754,344.0,True,True,True,True,True,True,True,True,False,100.0943594296817,ppv,125.08587261465105,False,False,True,False,,Banks,Private Sector Bank,95.53695955369595,True,True,12973.51,86.84,2531513.0,0.6694,20,79.7,48.1,80.0,99.4,0.0,59.61538461538461,extended,confirmed_uptrend,1.0,60.8,B
20,AEGISLOG.NS,2026-09-23,1404.5,1367.933329264323,1330.0611029730903,1328.3319995117188,973.6611104329427,908.1854388427735,1385.70692189484,573.0465115667306,1528.699951171875,True,True,True,True,True,True,True,True,False,82.78107799980572,noise,38.82080529008146,False,True,False,False,,Gas,Trading - Gas,93.90980939098094,True,True,49297.95,229.55,1634387.0,0.4656,10,75.8,37.1,96.5,77.8,0.0,76.92307692307693,extended,confirmed_uptrend,1.0,60.8,B
21,CPPLUS.NS,2026-09-23,3831.89990234375,3663.6083374023438,3618.9138929578994,3586.8807080078127,2883.430021972656,2532.89639831543,3631.1660652492737,1226.4431802909007,4094.0,True,True,True,True,True,True,True,True,False,174.89169069526463,green,123.39391875754427,False,False,False,False,,Industrial Manufacturing,Industrial Products,98.74476987447699,True,True,45331.54,90.31,235670.0,0.1992,5,67.1,44.7,38.7,81.2,50.0,94.23076923076923,actionable,confirmed_uptrend,1.0,60.7,B
22,NRL.NS,2026-09-23,166.25999450683594,140.51583353678384,125.91750038994684,120.51400009155273,81.97633349100748,75.33335008621216,145.5385968250912,45.099998474121094,166.25999450683594,True,True,True,True,True,True,True,True,False,114.11460558880404,noise,88.50055492569004,False,False,True,False,,Metals & Minerals Trading,Trading - Metals,96.51324965132495,True,True,1148.34,1.66,99832.0,0.1445,5,91.9,27.1,65.5,100.0,0.0,86.53846153846155,extended,confirmed_uptrend,1.0,60.6,B
23,PARAS.NS,2026-09-23,1381.199951171875,1405.2749938964844,1405.4461907280815,1353.6781860351562,1033.695419514974,941.1617126464844,1391.426443196323,580.1009628646058,1583.9105379095645,True,True,True,True,True,True,True,False,False,93.84993457978669,noise,43.611290620736646,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,94.79311947931195,True,True,11130.72,223.09,1615201.0,2.0043,10,77.9,18.8,74.0,68.4,50.0,80.76923076923077,watch — approaching pivot,confirmed_uptrend,1.0,60.5,B
24,SIEMENS.NS,2026-09-23,3886.0,3882.4333292643228,3954.8861083984375,3885.4261083984375,3623.670322265625,3486.0980981445314,3879.7964227126135,2812.180840788319,4149.39990234375,True,True,True,True,True,True,True,True,False,20.39758824441993,noise,35.613031975536146,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,77.96373779637378,True,True,138388.43,140.3,361037.0,0.1014,No Band,18.7,65.4,53.6,81.3,85.8,73.07692307692307,actionable,confirmed_uptrend,1.0,60.1,B
25,SAMBHV.NS,2026-09-23,158.22000122070312,137.75750096638998,129.09805636935764,126.18420043945312,114.22246688842773,109.00635021209717,142.97656483726496,81.41999816894531,161.6300048828125,True,True,True,True,True,True,True,True,False,30.072346279679163,ppv,212.2828446971004,False,False,True,False,,Industrial Products,Iron & Steel Products,82.51975825197583,True,True,4662.29,46.05,2910545.0,0.9877,20,39.2,55.4,87.5,95.8,50.0,42.30769230769231,actionable,confirmed_uptrend,1.0,60.0,B
26,HONASA.NS,2026-09-23,484.8999938964844,471.76249440511066,473.40665859646265,467.5648828125,394.7774241129557,365.46534240722656,473.950687065838,246.8630140577539,506.64561650495574,True,True,True,True,True,True,True,True,False,61.88420043023215,noise,54.50790323035124,False,False,False,False,,Personal Products,Personal Care,91.0274291027429,True,True,15808.91,73.64,1518746.0,0.4658,20,62.6,50.6,77.1,85.4,0.0,88.46153846153845,extended,confirmed_uptrend,1.0,60.0,B
27,ONEPOINT.NS,2026-09-23,68.41000366210938,59.02750015258789,57.535833252800835,56.92919998168945,54.918933410644534,54.321550121307375,60.63126707546189,40.58000183105469,70.5,True,True,True,True,True,True,True,True,False,53.11101878883533,ppv,1293.0108318649145,True,False,True,False,,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),89.2143189214319,True,True,1798.75,8.1,1184241.0,0.4504,20,74.8,55.4,85.0,94.1,0.0,48.07692307692308,extended,confirmed_uptrend,1.0,59.8,B
28,SHANTIGOLD.NS,2026-09-23,288.07000732421875,257.46083958943683,249.61922327677408,239.7896237182617,218.33494140625,214.07650596618652,259.8411008804656,155.0,293.70001220703125,True,True,True,True,True,True,True,True,False,28.81545456083783,ppv,598.3600310542133,True,False,True,False,,Consumer Durables,"Gems, Jewellery And Watches",82.10134821013482,True,True,2210.63,49.25,1709535.0,2.2277,20,38.2,57.5,87.5,96.2,50.0,38.46153846153847,actionable,confirmed_uptrend,1.0,59.7,B
29,ICIL.NS,2026-09-23,476.54998779296875,443.82083384195965,432.77384101019965,423.80138244628904,346.05009409586586,327.3735162353516,447.3659553437552,216.04358355223812,485.95001220703125,True,True,True,True,True,True,True,True,False,65.68170325602378,ppv,171.8768523233535,False,False,True,False,,Textiles & Apparels,Other Textile Products,91.86424918642491,True,True,9438.28,55.64,1167481.0,0.5895,20,71.0,39.6,85.0,96.1,2.1,69.23076923076923,actionable,confirmed_uptrend,1.0,59.7,B
30,SALSTEEL.NS,2026-09-23,85.0199966430664,78.88500022888184,73.95527776082356,69.21319992065429,57.969799982706704,53.73209999084472,80.08183244026594,26.100000381469727,86.25,True,True,True,True,True,True,True,True,False,168.2865106035401,noise,70.90942789573663,False,False,True,False,,Ferrous Metals,Sponge Iron,98.512319851232,True,True,1230.81,3.38,397010.0,0.2742,5,66.5,65.4,43.7,97.1,0.0,92.3076923076923,extended,confirmed_uptrend,1.0,59.7,B
31,GCSL.NS,2026-09-23,642.7000122070312,611.9749959309896,554.8097203572592,544.8522772216797,438.89302510579427,411.97067474365235,615.835144398477,212.85925329857284,649.0,True,True,True,True,True,True,True,True,False,134.6683208596574,noise,60.71148017090917,False,False,True,False,,Capital Markets,Other Capital Market related Services,97.35006973500697,True,True,1509.41,44.13,686557.0,2.9233,20,73.8,30.0,52.5,98.1,50.0,65.38461538461539,actionable,confirmed_uptrend,1.0,59.3,B
32,GNFC.NS,2026-09-23,623.0499877929688,575.3333333333334,561.4435085720486,542.2950463867187,488.7868780517578,481.9351396179199,584.8369069273007,351.9886096859767,628.0999755859375,True,True,True,True,True,True,True,True,False,28.27980692025134,ppv,240.27911641857943,False,False,True,False,,Chemicals & Petrochemicals,Commodity Chemicals,81.68293816829382,True,True,9155.14,40.45,649240.0,0.4418,20,57.3,46.3,90.0,98.4,35.7,34.61538461538461,actionable,confirmed_uptrend,1.0,59.3,B
33,IRISDOREME.NS,2026-09-23,66.26000213623047,62.46166674296061,59.12805546654595,56.064800033569334,42.33406670888265,40.40704999923706,63.293813443300266,26.350000381469727,68.0,True,True,True,True,True,True,True,True,False,108.43032471844558,noise,32.37453435461602,False,True,True,False,,Textiles & Apparels,Garments & Apparels,96.14132961413297,True,True,1261.14,7.12,1074128.0,0.5643,20,91.0,37.1,65.5,94.9,0.0,69.23076923076923,extended,confirmed_uptrend,1.0,59.2,B
34,SYRMA.NS,2026-09-23,1719.4000244140625,1631.5833435058594,1523.0347391764324,1476.644248046875,1187.7646016438803,1079.0434201049804,1650.252158240774,633.8515990037583,1803.9000244140625,True,True,True,True,True,True,True,True,False,110.43632520768062,noise,73.48244123077242,False,False,False,False,,Industrial Manufacturing,Industrial Products,96.32728963272896,True,True,33119.94,308.1,1791914.0,0.9303,20,62.0,27.1,94.0,84.6,0.0,94.23076923076923,extended,confirmed_uptrend,1.0,59.0,B
35,MARKSANS.NS,2026-09-23,347.6000061035156,328.5875015258789,318.7131568060981,301.8936022949219,239.94384541829427,224.47437278747557,330.7904142312052,154.57339337516265,349.95001220703125,True,True,True,True,True,True,True,True,False,103.45513501000205,ppv,93.29260711417959,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.86238958623896,True,True,15751.97,111.47,3206793.0,0.7076,20,90.3,35.4,85.0,98.7,0.0,44.230769230769226,extended,confirmed_uptrend,1.0,58.9,B
36,MOREPENLAB.NS,2026-09-23,122.3499984741211,117.09670003255208,101.4898387061225,89.13259757995606,59.758935877482095,54.55442506790161,117.79958061341392,32.995170514607494,126.80000305175781,True,True,True,True,True,True,True,True,False,135.81546507086526,noise,48.723394906972004,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.39655973965597,True,True,6704.21,260.64,21302480.0,3.8876,10,93.9,35.4,84.0,93.0,0.0,44.230769230769226,extended,confirmed_uptrend,1.0,58.8,B
37,SMLMAH.NS,2026-09-23,6794.0,6420.291666666667,5740.777777777777,5379.0240087890625,4454.898686523437,4339.864793701172,6413.0516080216385,2703.052088847761,6898.5,True,True,True,True,True,True,True,True,False,100.18408327786497,noise,28.465665375288552,False,False,True,False,,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,95.58344955834495,True,True,9832.04,108.05,159042.0,1.099,5,59.7,27.1,90.2,97.0,0.0,90.38461538461539,extended,confirmed_uptrend,1.0,58.8,B
38,RPTECH.NS,2026-09-23,898.7000122070312,820.7583363850912,836.3301374647352,822.5139855957032,616.1050461832682,552.0005079650879,835.9455136822428,310.08693179304476,965.4798808795799,True,True,True,True,True,True,True,True,False,170.70369848445614,noise,71.82108903347168,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.65178986517898,True,True,5967.88,58.4,649833.0,0.9786,20,73.2,45.4,96.5,80.2,0.0,53.84615384615385,extended,confirmed_uptrend,1.0,58.8,B
39,INDSWFTLAB.NS,2026-09-23,405.04998779296875,384.09999593098956,341.65555530124243,310.51660095214845,207.64166666666668,182.26970001220704,384.97507047237804,87.1500015258789,417.0,True,True,True,True,True,True,True,True,False,288.20203374482634,noise,64.92242509204405,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.53509995351,True,True,3522.38,52.63,1299307.0,1.4941,20,83.4,37.1,94.0,88.3,0.0,44.230769230769226,extended,confirmed_uptrend,1.0,58.3,B
40,SUPRIYA.NS,2026-09-23,1000.9000244140625,917.120839436849,858.6331753200955,856.3849230957031,784.3725606282552,767.9776748657226,924.5830069478435,544.8526903164613,1083.7124081428149,True,True,True,True,True,True,True,True,False,34.14847854585017,ppv,325.2664514929822,True,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,83.82147838214784,True,True,8055.52,35.24,352078.0,0.4375,20,32.3,42.1,73.1,78.7,94.6,44.230769230769226,actionable,confirmed_uptrend,1.0,58.3,B
41,ORCHPHARMA.NS,2026-09-23,1102.050048828125,1016.4458312988281,1001.790279812283,1003.3009997558594,812.6473299153646,794.5512475585938,1033.627075999943,480.0,1143.5,True,True,True,True,True,True,True,True,False,46.15079459834204,red,138.91425963044713,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.54067875406788,True,True,5589.5,18.41,167031.0,0.3293,20,70.9,37.1,58.5,86.8,60.7,44.230769230769226,actionable,confirmed_uptrend,1.0,58.3,B
42,SONACOMS.NS,2026-09-23,833.0,797.0125020345052,803.4249996609158,783.6520007324219,643.8634330240885,604.513349609375,802.1999457517852,399.8350028638013,844.0,True,True,True,True,True,True,True,True,False,98.9166896646813,green,131.71851553430167,False,False,True,False,,Auto Components,Auto Components & Equipments,95.35099953509996,True,True,51989.9,193.92,2328020.0,0.373,No Band,89.2,35.5,76.3,97.4,0.0,51.92307692307693,extended,confirmed_uptrend,1.0,58.2,B
43,GNA.NS,2026-09-23,596.6500244140625,552.4833272298177,548.5097215440538,542.4539996337891,453.77747416178386,428.7759300231934,558.8775719309382,292.9006085948861,601.6500244140625,True,True,True,True,True,True,True,True,False,83.04192188593484,ppv,592.8563674713845,True,False,True,False,,Auto Components,Auto Components & Equipments,93.95629939562994,True,True,2561.47,31.49,527793.0,1.2294,20,75.9,28.4,97.5,98.3,0.0,51.92307692307693,extended,confirmed_uptrend,1.0,58.0,B
44,KMEW.NS,2026-09-23,2996.60009765625,2884.058349609375,2812.200005425347,2716.2540087890625,2162.6673291015627,2062.148745727539,2902.2295260196734,1084.5999755859375,3175.0,True,True,True,True,True,True,True,True,False,133.95402699566165,noise,76.61053923760561,False,True,False,False,,Engineering Services,Dredging,97.25708972570897,True,True,7600.67,33.34,111244.0,0.4386,20,63.6,37.1,74.9,82.8,0.0,96.15384615384616,extended,confirmed_uptrend,1.0,58.0,B
45,SANSERA.NS,2026-09-23,4621.39990234375,4177.817789713542,3960.300333658854,3769.6204248046874,2984.7516349283856,2693.820698852539,4257.588171983107,1362.8258521500732,4743.5,True,True,True,True,True,True,True,True,False,208.77450025658817,ppv,212.70809751356805,False,False,True,False,,Auto Components,Auto Components & Equipments,99.16317991631799,True,True,28845.74,120.67,261102.0,0.4183,20,80.8,27.1,95.0,94.9,0.0,51.92307692307693,extended,confirmed_uptrend,1.0,57.9,B
46,MACPOWER.NS,2026-09-23,2059.5,1932.8911031087239,1870.1582438151042,1732.1363818359375,1290.853428141276,1201.7579989624023,1977.2655583694946,760.3935313115157,2175.0,True,True,True,True,True,True,True,True,False,139.05618890731213,noise,72.61260053797187,False,False,False,False,,Industrial Manufacturing,Industrial Products,97.48953974895397,True,True,2060.36,12.85,62377.0,0.6235,20,84.1,27.1,63.5,83.4,0.0,94.23076923076923,extended,confirmed_uptrend,1.0,57.8,B
47,MTARTECH.NS,2026-09-23,7286.5,7225.791666666667,7086.944444444444,6726.18,6124.052669270834,5279.1695007324215,7158.075618390008,1784.0,8714.0,True,True,True,True,True,True,True,True,False,289.86088817549495,noise,49.344712924913544,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,99.581589958159,True,True,22412.98,129.05,177108.0,0.5758,5,69.0,50.2,43.4,61.2,50.0,73.07692307692307,watch — approaching pivot,confirmed_uptrend,1.0,57.5,B
48,PREMIERPOL.NS,2026-09-23,96.72000122070312,85.36019070943196,84.53722190856934,81.79253921508788,65.6874930826823,60.78661478042603,85.81625279497555,37.93100838755093,98.6206235969704,True,True,True,True,True,True,True,True,False,103.09353042966447,ppv,817.9150622065796,True,False,True,False,,Industrial Products,Plastic Products - Industrial,95.81589958158996,True,True,1013.07,5.26,544260.0,0.5196,20,90.2,27.1,90.0,96.1,0.0,42.30769230769231,extended,confirmed_uptrend,1.0,57.5,B
49,RSWM.NS,2026-09-23,225.27999877929688,219.3849983215332,209.37416670057507,211.15920013427734,181.42446701049803,172.83524997711183,220.44062147921892,120.0,238.0,True,True,True,True,True,True,True,True,False,41.66771017897075,red,112.4926764833779,False,False,False,False,,Textiles & Apparels,Other Textile Products,86.19246861924687,True,True,1061.11,1.29,57298.0,0.1216,5,57.8,36.4,55.0,83.3,55.4,69.23076923076923,actionable,confirmed_uptrend,1.0,57.4,B
50,PANAMAPET.NS,2026-09-23,480.70001220703125,475.7374979654948,483.37374708387586,475.37154052734377,371.48351704915365,350.8346224975586,475.05650039968276,227.57646060004578,595.8726432274872,True,True,True,True,True,True,True,True,False,64.66617825821335,noise,24.60322353537355,False,False,False,False,,Petroleum Products,Lubricants,91.77126917712691,True,True,2907.93,27.66,575311.0,0.951,20,70.8,27.7,72.5,55.3,50.0,67.3076923076923,watch — approaching pivot,confirmed_uptrend,1.0,57.0,B
51,ROLEXRINGS.NS,2026-09-23,183.5800018310547,172.71166610717773,173.6363877190484,165.18999908447265,146.86633356730144,142.05140029907227,174.08407392005444,99.79000091552734,189.39999389648438,True,True,True,True,True,True,True,True,False,33.289775303716176,ppv,181.37112469209941,False,False,False,False,,Auto Components,Auto Components & Equipments,83.44955834495583,True,True,4815.91,59.5,3241317.0,1.2356,20,61.4,43.5,97.5,87.9,0.0,51.92307692307693,extended,confirmed_uptrend,1.0,56.9,B
52,NITINSPIN.NS,2026-09-23,617.7999877929688,632.7596689860026,605.172359890408,587.4161889648437,502.7610068766276,457.72697967529297,622.8716299084232,300.8041771483202,665.0,True,True,True,True,True,True,True,False,False,78.94386711881569,noise,23.065263332177718,False,False,False,False,,Textiles & Apparels,Other Textile Products,93.11947931194793,True,True,3473.27,10.89,176227.0,0.3135,20,66.7,55.1,55.0,79.8,17.1,69.23076923076923,actionable,confirmed_uptrend,1.0,56.8,B
53,NRBBEARING.NS,2026-09-23,541.0499877929688,504.94167073567706,480.41944630940753,461.5390008544922,373.6182235717773,346.3996811676025,509.21616034168443,211.10343900049978,548.7999877929688,True,True,True,True,True,True,True,True,False,98.83715466042648,ppv,225.68761782937264,False,False,True,False,,Auto Components,Auto Components & Equipments,95.30450953045096,True,True,5244.0,35.08,648329.0,0.6689,20,77.9,29.5,87.5,97.2,0.0,51.92307692307693,extended,confirmed_uptrend,1.0,56.7,B
54,KIRLOSENG.NS,2026-09-23,2219.5,2159.8833516438804,2138.199998643663,2160.924970703125,1887.5817146809895,1717.0214581298828,2156.1546866767444,862.2056409078928,2714.2611782271474,True,True,True,True,True,True,True,True,False,130.89213795765824,noise,91.70091262039186,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",97.07112970711297,True,True,32298.13,168.87,760868.0,0.5229,20,63.3,49.3,74.5,57.5,50.0,42.30769230769231,watch — approaching pivot,confirmed_uptrend,1.0,56.7,B
55,KAPSTON.NS,2026-09-23,585.9000244140625,576.183339436849,556.062503390842,527.6510040283204,397.3602233886719,383.30441711425783,576.4128943804326,244.17999267578125,600.0,True,True,True,True,True,True,True,True,False,136.89956617459976,noise,54.11326616552438,False,True,False,False,,Commercial Services & Supplies,Diversified Commercial Services,97.44304974430497,True,True,1783.02,4.16,71013.0,0.2333,20,76.4,45.4,79.5,89.3,0.0,48.07692307692308,extended,confirmed_uptrend,1.0,56.6,B
