symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
CBAZAAR.NS,2026-08-07,5.5,6.129166682561238,5.820833298895094,5.342999992370605,4.7469999933242795,4.550499989986419,5.989352902792728,3.049999952316284,6.550000190734863,True,True,True,True,True,True,True,False,False,14.583328780200922,noise,39.0625,False,False,False,False,Net Avenue,Retailing,E-Retail/ E-Commerce,87.3900293255132,True,True,,,,,5
541799.BO,2026-08-07,12.350000381469727,11.990833520889282,11.439444409476387,11.439599857330322,10.75119992574056,10.25089994430542,12.132824120711721,7.909999847412109,14.539999961853027,True,True,True,True,True,True,True,True,False,-10.830324611448304,dry,0.0,False,False,False,False,Sungold Media,Media,Advertising & Media Agencies,73.02052785923753,True,True,,,,,—
SMVD.NS,2026-08-07,14.600000381469727,14.600000381469727,13.50972244474623,12.95000020980835,11.028000055948894,9.932250051498412,14.553743028319449,5.599999904632568,14.600000381469727,True,True,True,True,True,True,True,True,False,46.000003814697266,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial,94.72140762463343,True,True,,,,,5
543830.BO,2026-08-07,62.0,61.784166971842446,61.75305546654595,61.564199905395505,57.2560666402181,55.49829998016357,61.937936153124745,45.599998474121094,66.5,True,True,True,True,True,True,True,True,False,5.084745762711873,dry,0.0,False,False,False,False,Labelkraft Tech.,"Paper, Forest & Jute Products",Paper & Paper Products,84.1642228739003,True,True,,,,,—
543623.BO,2026-08-07,78.08000183105469,79.94499905904134,80.13916630215115,70.27019973754882,51.06613324483236,49.5538498878479,79.84817146687962,33.0,93.5999984741211,True,True,True,True,True,True,True,False,False,60.98969449701996,noise,25.0,False,False,False,False,Vedant Asset,Capital Markets,Financial Products Distributor,96.48093841642229,True,True,,,,,—
542477.BO,2026-08-07,22.0,22.0,20.260833528306748,19.193800354003905,15.705667006174723,14.509950289726257,21.959122466358643,10.109999656677246,24.260000228881836,True,True,True,True,True,True,True,True,False,107.35156184623085,dry,0.0,False,False,False,False,Gleam Up Jwel Limiteed,Commercial Services & Supplies,Trading & Distributors,98.24046920821115,True,True,,,,,—
VIVO.NS,2026-08-07,114.05000305175781,91.35416603088379,81.73055458068848,80.46299942016601,77.51433314005534,77.25175003051758,97.292238756996,64.0,114.05000305175781,True,True,True,True,True,True,True,True,False,78.20312976837158,ppv,344.8275862068965,False,False,True,False,Vivo Collaborat.,Telecom - Services,Other Telecom Services,97.65395894428153,True,True,,,,,5
544175.BO,2026-08-07,103.0,101.91666666666667,100.8555556403266,100.70100006103516,91.20179992675781,89.50379974365234,102.03073110192713,66.5,110.0,True,True,True,True,True,True,True,True,False,9.57446808510638,noise,34.96503496503497,False,False,False,False,TGIF Agribusines,Agricultural Food & other Products,Other Agricultural Products,85.92375366568915,True,True,,,,,—
543310.BO,2026-08-07,78.0,75.64999898274739,69.32611062791612,63.71299957275391,51.83466646830241,51.2465234375,75.76636002661459,36.594757080078125,78.0,True,True,True,True,True,True,True,True,False,113.1452869855571,dry,0.0,False,False,True,False,Times Green Ener,Agricultural Food & other Products,Other Agricultural Products,98.53372434017595,True,True,,,,,—
544000.BO,2026-08-07,30.959999084472656,29.951666514078777,27.574166668785942,26.600800018310547,21.033199946085613,20.491699924468993,30.263958683219066,15.680000305175781,32.56999969482422,True,True,True,True,True,True,True,True,False,62.94736360248767,noise,96.15384615384616,False,False,False,False,City Crops Agro,Agricultural Food & other Products,Other Agricultural Products,97.0674486803519,True,True,,,,,—
543286.BO,2026-08-07,101.55000305175781,101.55000305175781,92.14833513895671,85.25800186157227,55.43420071919759,51.533800468444824,101.32599421035705,21.040000915527344,101.55000305175781,True,True,True,True,True,True,True,True,False,372.76538741110807,dry,0.0,False,False,True,False,Artemis ADR Marketplace,Food Products,Other Food Products,99.70674486803519,True,True,,,,,—
ACCORD.NS,2026-08-07,198.35000610351562,201.01667277018228,180.34722412957086,151.57000144958496,73.04333386739096,60.69075041770935,199.714025138345,19.850000381469727,211.0,True,True,True,True,True,True,True,False,False,771.8681586967718,dry,0.0,False,False,False,False,Accord Synergy,Telecom - Services,Other Telecom Services,100.0,True,True,,,,,2
SIGNORIA.NS,2026-08-07,166.5,146.64583333333334,129.86805470784506,112.30899932861328,85.46199999491374,85.3472501564026,152.3477327242925,53.099998474121094,169.0,True,True,True,True,True,True,True,True,False,56.558535391531414,noise,86.83068017366136,False,False,True,False,Signoria Creatio,Textiles & Apparels,Garments & Apparels,95.89442815249268,True,True,,,,,5
536737.BO,2026-08-07,82.08999633789062,65.77416610717773,51.696388244628906,47.631399612426755,29.736800435384115,27.312600555419923,69.46821793332043,20.040000915527344,82.08999633789062,True,True,True,True,True,True,True,True,False,309.6307015349778,ppv,1428.5714285714287,True,False,True,False,Amrapali Capital,Finance,Non Banking Financial Company (NBFC),99.41348973607037,True,True,,,,,—
SERVICE.NS,2026-08-07,61.0,61.041666666666664,56.404166751437714,54.6110001373291,52.13633321126302,50.45249996185303,60.77011548272914,39.20000076293945,63.75,True,True,True,True,True,True,True,True,False,8.540923793413647,dry,15.772870662460567,False,False,False,False,Service Care Ltd,Commercial Services & Supplies,Diversified Commercial Services,84.75073313782991,True,True,,,,,5
VELS.NS,2026-08-07,73.0,73.0,71.25833257039388,70.4439990234375,63.29833279927572,62.601999549865724,72.91252315865572,39.75,73.0,True,True,True,True,True,True,True,True,False,13.178294573643413,dry,0.0,False,False,True,False,Vels Film,Entertainment,"Film Production, Distribution & Exhibition",86.80351906158357,True,True,,,,,5
COMMITTED.NS,2026-08-07,349.70001220703125,343.7958348592122,333.71805657280817,315.195,261.24566650390625,249.1317497253418,345.47724534693856,174.25,350.0,True,True,True,True,True,True,True,True,False,56.158254315400846,red,1289.8751733703189,False,False,False,False,Committed Cargo,Transport Services,Logistics Solution Provider,95.60117302052787,True,True,,,,,5
