symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
ONGC.NS,286.5,293.51666768391925,289.69027625189887,284.67499938964846,259.13030029296874,250.8895034790039,291.42584066044765,219.43324653939325,307.5,True,True,True,True,True,True,True,False,False,24.96658206914031,dry,14.910434175737382,False,Oil,Oil Exploration & Production,81.10275689223057,True,True,,,,
HINDALCO.NS,1109.199951171875,1076.0833333333333,1041.1722225613064,1001.1940014648437,919.3700020345052,872.4247793579102,1085.4728943616924,613.5008869488823,1119.800048828125,True,True,True,True,True,True,True,True,False,72.01667810407251,noise,31.134208500229025,False,Non - Ferrous Metals,Aluminium,93.6842105263158,True,True,,,,
TATASTEEL.NS,210.5,212.18083318074545,210.8216675652398,205.60100036621094,191.09733357747396,184.7592500305176,210.97631432377125,149.8000030517578,224.39999389648438,True,True,True,True,True,True,True,False,False,33.55384279823064,dry,19.528662559510177,False,Ferrous Metals,Iron & Steel,85.56390977443608,True,True,,,,
JSWSTEEL.NS,1297.800048828125,1281.7250162760417,1256.102783203125,1224.7800048828126,1193.8900040690105,1169.9685028076171,1285.0783648343768,959.5660768846707,1314.0,True,True,True,True,True,True,True,True,False,29.40481464172815,dry,11.820505354719481,False,Ferrous Metals,Iron & Steel,83.35839598997494,True,True,,,,
COALINDIA.NS,468.3500061035156,460.5708363850911,457.584723578559,456.91100158691404,419.23151814778646,406.7178645324707,461.28854234102283,345.8827187630446,491.25,True,True,True,True,True,True,True,True,False,25.680659653221483,noise,22.392278624749242,False,Consumable Fuels,Coal,81.40350877192982,True,True,,,,
MOTHERSON.NS,136.60000610351562,131.2508341471354,125.5858334435357,121.6315641784668,118.24930526733398,113.7502980041504,132.9797193696416,89.42248454216111,139.00999450683594,True,True,True,True,True,True,True,True,False,39.012111011014404,dry,14.258148889508545,False,Auto Components,Auto Components & Equipments,86.9172932330827,True,True,,,,
SAIL.NS,203.91000366210938,195.03249994913736,182.51416693793402,173.6822003173828,154.02606674194337,147.4721715927124,196.98705702447597,116.63813628480024,209.6999969482422,True,True,True,True,True,True,True,True,False,64.20046729772932,noise,49.76805576257865,False,Ferrous Metals,Iron & Steel,92.58145363408521,True,True,,,,
PFC.NS,438.1000061035156,438.4750010172526,447.69027540418836,435.44798400878904,393.75775390625,393.2263664245605,438.19307122333896,324.10628292941374,486.5,True,True,True,True,True,True,True,False,False,12.33919820503453,dry,11.364729932044472,False,Finance,Financial Institution,72.03007518796993,True,True,,,,
BAJAJ-AUTO.NS,10491.0,10428.958333333334,9998.402777777777,9708.24,9442.496666666666,9279.51,10435.975205020224,7858.5,10785.0,True,True,True,True,True,True,True,True,False,23.168066050504386,dry,18.52784358692014,False,Automobiles,2/3 Wheelers,80.20050125313283,True,True,,,,
CHENNPETRO.NS,1034.4000244140625,1016.8833414713541,1031.338887532552,1020.5027258300781,934.4949975585937,877.8951202392578,1023.8047141393995,593.9771937515527,1159.699951171875,True,True,True,True,True,True,True,True,False,53.50588499565006,dry,5.1349637992313655,False,Petroleum Products,Refineries & Marketing,90.42606516290726,True,True,,,,
JINDALSTEL.NS,1216.5999755859375,1224.2333577473958,1234.4472249348958,1209.842001953125,1126.5006669108072,1099.271796875,1221.3696998083183,880.9024479280388,1306.199951171875,True,True,True,True,True,True,True,False,False,26.98718111254341,dry,11.749352520595465,False,Ferrous Metals,Iron & Steel,82.10526315789474,True,True,,,,
ADANIPOWER.NS,241.77999877929688,221.98250198364258,209.92083401150174,193.84300048828126,162.38953369140626,154.8095500946045,225.78318707085538,105.41999816894531,242.89999389648438,True,True,True,True,True,True,True,True,False,118.33122940523309,noise,67.14681480902485,False,Power,Integrated Power Utilities,96.89223057644111,True,True,,,,
HINDZINC.NS,641.7000122070312,640.0999959309896,603.1938290066189,578.2317810058594,563.9751908365886,533.8104444885254,635.1750577561724,406.0805394823193,719.8477125036038,True,True,True,True,True,True,True,True,False,50.63660061112225,noise,20.807228015366142,False,Non - Ferrous Metals,Zinc,89.87468671679198,True,True,,,,
BHEL.NS,418.0,405.60416412353516,354.6913897196452,327.0488006591797,288.08986704508465,273.0753001403809,406.43218701717603,205.1199951171875,420.95001220703125,True,True,True,True,True,True,True,True,False,69.19592117116922,dry,14.084551215122879,False,Electrical Equipment,Heavy Electrical Equipment,93.38345864661655,True,True,,,,
ADANIPORTS.NS,1813.699951171875,1773.4750061035156,1650.7250128851997,1569.6120092773438,1509.0560042317709,1475.7865026855468,1779.498155857226,1290.5,1823.9000244140625,True,True,True,True,True,True,True,True,False,32.895132751753195,dry,15.380334739677187,False,Transport Infrastructure,Port & Port services,85.06265664160401,True,True,,,,
OIL.NS,487.95001220703125,497.98333231608075,480.9652786254883,478.8490002441406,448.6977917480469,436.29604278564454,494.0274721897257,374.3675923313683,531.0,True,True,True,True,True,True,True,False,False,19.824766216813927,noise,20.58168311339131,False,Oil,Oil Exploration & Production,78.1453634085213,True,True,,,,
