symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry
541299.BO,2026-08-28,7.670000076293945,6.917499939600627,7.432222207387288,7.47839997291565,11.027799870173137,13.445386273860931,7.148666982857019,5.96999979019165,28.700000762939453,False,False,False,False,True,False,False,True,False,-65.51258923008379,noise,20.080321285140563,False,False,False,False,Dr Lalchand. Lab,Healthcare Services,Healthcare Service Provider
538319.BO,2026-08-28,3.859999895095825,3.7549999952316284,3.806666632493337,3.877599959373474,3.8797333081563314,4.192649989128113,3.7982420066297404,3.190000057220459,5.670000076293945,False,False,False,False,False,False,False,True,False,-22.800002098083493,noise,833.3333333333334,False,False,False,False,GCM Capital,Finance,Other Financial Services
543804.BO,2026-08-28,14.800000190734863,14.794166803359985,15.666944556766087,15.79120008468628,18.104066689809162,18.6962500333786,14.8476706175664,12.789999961853027,22.799999237060547,False,False,False,False,False,False,False,False,False,-2.950818421410728,dry,0.0,False,False,False,False,Amanaya Ventures,Non - Ferrous Metals,Precious Metals
543545.BO,2026-08-28,0.49000000953674316,0.4841666668653488,0.5069444378217062,0.5243999946117401,0.6138000019391378,0.6563500007987022,0.4886053836450105,0.4399999976158142,1.0499999523162842,False,False,False,False,False,False,False,True,False,-52.884612739438744,noise,54.495912806539515,False,False,False,False,Veerkrupa Jewel,Consumer Durables,"Gems, Jewellery And Watches"
WINNY.NS,2026-08-28,32.04999923706055,32.34583250681559,33.36249950197008,35.52999965667725,44.004666582743326,50.53349997520447,32.219810629989,30.600000381469727,83.5999984741211,False,False,False,False,False,False,False,False,False,-59.76145810035264,dry,0.0,False,False,False,False,Winny Immigratio,Leisure Services,"Tour, Travel Related Services"
544188.BO,2026-08-28,8.180000305175781,8.243333339691162,9.361110952165392,9.371999778747558,10.323866577148438,10.98509991645813,8.351051840479812,7.840000152587891,17.100000381469727,False,False,False,False,False,False,False,False,False,-50.424240574692234,dry,0.0,False,False,False,False,Magenta Life,Consumer Durables,"Furniture, Home Furnishing"
544056.BO,2026-08-28,23.25,23.583333333333332,22.24277771843804,23.073199996948244,20.007866535186768,24.09275004863739,23.388001462229667,15.260000228881836,46.0,False,False,False,False,True,True,False,False,False,-18.133801717271957,dry,0.0,False,False,False,False,Sahara Maritime,Transport Services,Logistics Solution Provider
543617.BO,2026-08-28,16.479999542236328,15.616666475931803,17.381666395399307,19.199199752807615,26.497533124287923,28.384149980545043,16.142166167652903,14.75,34.45000076293945,False,False,False,False,False,False,False,True,False,-45.98492488165967,dry,0.0,False,False,False,False,Reetech Intl,Consumable Fuels,Trading - Coal
538667.BO,2026-08-28,6.519999980926514,6.759999910990397,7.335277716318767,7.524200019836425,7.330800072352091,7.198600060939789,6.674138808409568,5.0,8.779999732971191,False,True,True,True,False,True,False,False,False,-2.68656467854983,dry,0.0,False,False,False,False,Sirohia & Sons,Commercial Services & Supplies,Trading & Distributors
543209.BO,2026-08-28,16.0,16.31333351135254,19.463888963063557,20.177999992370605,24.630599988301594,26.163550004959106,16.45613495374483,15.800000190734863,42.79999923706055,False,False,False,False,False,False,False,False,False,-39.62264150943396,dry,0.0,False,False,False,True,Billwin Indust.,Diversified,Diversified
RITEZONE.NS,2026-08-28,17.049999237060547,17.849999745686848,19.766666412353516,20.067999801635743,19.631666501363117,20.446999864578245,17.628937026701166,13.800000190734863,36.54999923706055,False,False,False,False,False,False,False,False,False,-35.29412147921362,dry,0.0,False,False,False,False,Rite Zone,Chemicals & Petrochemicals,Specialty Chemicals
PLADAINFO.NS,2026-08-28,9.899999618530273,9.629166523615519,10.413888719346788,10.731999855041504,11.209333299001058,12.287000017166138,9.829257994526484,9.050000190734863,20.299999237060547,False,False,False,False,False,False,False,True,False,-48.437504035730996,dry,0.0,False,False,False,False,Plada Infotech S,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INDIFRA.NS,2026-08-28,11.949999809265137,11.949999809265137,11.886110888587105,12.071999740600585,13.04299991607666,13.718499965667725,11.938433188105508,11.399999618530273,20.799999237060547,False,False,False,False,False,False,False,True,False,-20.066889888124116,dry,0.0,False,False,False,False,Indifra Ltd,Gas,Gas Transmission/Marketing
540681.BO,2026-08-28,9.0,8.727500120798746,8.706666813956367,9.13220012664795,10.568266712824503,13.61330004453659,8.812616433585717,7.900000095367432,46.65999984741211,False,False,False,False,False,False,False,True,True,-79.84322577282859,dry,0.0,False,False,False,False,Chothani Foods,Food Products,Packaged Foods
543377.BO,2026-08-28,6.210000038146973,6.75083331267039,9.67805548508962,10.66319993019104,12.078400100072225,12.798950092792511,6.957280736870689,5.760000228881836,15.5,False,False,False,False,False,False,False,False,False,-58.32214632795056,noise,34.36426116838488,False,False,False,False,AFLOAT Enterpris,Industrial Products,Iron & Steel Products
538794.BO,2026-08-28,6.900000095367432,7.2833333015441895,7.6330554485321045,7.822199935913086,12.266533387502035,13.157150106430054,7.151423096237321,6.900000095367432,18.899999618530273,False,False,False,False,False,False,False,False,False,-63.4920622506129,dry,0.0,False,False,False,True,Jet Solar,Realty,"Residential, Commercial Projects"
544190.BO,2026-08-28,17.450000762939453,15.758333524068197,16.31805573569404,16.450800094604492,17.53466665903727,17.44029999256134,16.3124062848052,13.020000457763672,25.100000381469727,False,True,False,False,True,True,False,True,False,-25.586353112117777,red,326.0869565217391,False,False,False,False,3C IT Solutions,IT - Services,IT Enabled Services
VERITAAS.NS,2026-08-28,31.450000762939453,32.47499958674113,34.73611074023776,35.68099979400635,45.533333218892416,48.56574980735779,32.00694242621345,28.600000381469727,74.9000015258789,False,False,False,False,False,False,False,False,False,-57.95454614998125,green,394.7368421052631,True,False,False,False,Veritaas Adver.,Media,Advertising & Media Agencies
543460.BO,2026-08-28,31.489999771118164,35.15250062942505,40.06083419587877,43.93600063323974,61.42333354949951,78.4805003452301,33.5206735556135,29.200000762939453,134.5,False,False,False,False,False,False,False,False,False,-76.58736076496791,noise,68.4931506849315,False,False,False,False,Quality RO Indu.,Industrial Manufacturing,Industrial Products
542146.BO,2026-08-28,9.3100004196167,8.887500007947287,7.931944502724542,8.265999994277955,10.32466675122579,11.29725005865097,9.233687373888454,6.230000019073486,63.900001525878906,False,False,False,False,True,True,False,True,False,-82.870283935611,noise,20.920502092050206,False,False,False,False,Sh. Krish. Infr.,Realty,"Residential, Commercial Projects"
542592.BO,2026-08-28,23.489999771118164,21.454999923706055,17.230555534362793,17.00959993362427,17.878666636149088,19.280499954223632,21.925452570802697,12.800000190734863,99.0,True,False,False,False,True,True,False,True,False,-76.27272750392105,ppv,246.4788732394366,False,False,False,False,Humming Bird Edu,Other Consumer Services,Education
ISHAN.NS,2026-08-28,0.550000011920929,0.49166666467984516,0.48472221857971615,0.5140000021457672,0.6106666644414266,0.653250000178814,0.5120037337848868,0.44999998807907104,0.949999988079071,False,False,False,False,True,False,False,True,True,-35.294118059547706,dry,0.0,False,False,False,False,Ishan Internat.,Industrial Manufacturing,Industrial Products
543475.BO,2026-08-28,53.91999816894531,65.58250045776367,70.4677791595459,80.56580139160157,122.7119341023763,130.67894981384276,62.782965553379896,37.34000015258789,168.0,False,False,False,False,False,True,False,False,False,14.723400359458116,red,238.0952380952381,False,False,False,False,Ekennis Software,IT - Services,IT Enabled Services
544094.BO,2026-08-28,30.0,31.204999923706055,29.673888736301,29.73059986114502,32.29793329874674,34.49965000152588,30.68525363644551,22.530000686645508,59.95000076293945,False,False,False,False,True,True,False,False,False,-49.152542372881356,dry,0.0,False,False,False,False,Euphoria Infotec,IT - Services,IT Enabled Services
543516.BO,2026-08-28,7.019999980926514,6.698333342870076,5.858611146608989,5.666200027465821,6.088866672515869,6.875000014305114,6.754586708803779,4.260000228881836,12.949999809265137,True,False,False,False,True,True,False,True,False,-40.95879076345999,dry,17.613386173491854,False,False,False,False,Dhyaani Trade,Commercial Services & Supplies,Trading & Distributors
534708.BO,2026-08-28,9.010000228881836,9.131666739781698,9.013611131244236,8.956600017547608,8.779266691207885,8.554250016212464,9.11187230695606,6.809999942779541,11.75,True,True,False,True,True,True,True,False,False,12.907270768752909,noise,89.28571428571429,False,False,False,False,Shanti Guru Inds,Retailing,Diversified Retail
539864.BO,2026-08-28,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,True,True,Ghushine Fintrra,Textiles & Apparels,Other Textile Products
DHTL.NS,2026-08-28,32.45000076293945,32.100000063578285,34.61666679382324,35.78400001525879,43.27933293660482,52.485999488830565,32.3500063385259,29.899999618530273,125.19999694824219,False,False,False,False,False,False,False,True,False,-29.456520080566406,noise,43.290043290043286,False,False,False,False,Docmode Health,Other Consumer Services,E-Learning
542850.BO,2026-08-28,8.890000343322754,8.307499885559082,8.076111051771376,8.14859990119934,8.200333318710328,9.12794998884201,8.331859998942434,5.949999809265137,20.649999618530273,False,False,False,False,True,True,False,True,False,-51.84181590344477,green,122.69938650306749,False,False,False,False,Goblin India,Consumer Durables,"Gems, Jewellery And Watches"
538496.BO,2026-08-28,8.390000343322754,8.12416676680247,7.848611103163825,8.080200023651123,8.313666683832805,9.13095002412796,8.044055909656644,6.010000228881836,14.5,False,False,False,False,True,True,False,True,False,-30.14154718210288,green,160.0,False,False,False,False,Tarini Internat.,Commercial Services & Supplies,Consulting Services
542446.BO,2026-08-28,3.9100000858306885,3.9100000063578286,3.715555568536123,3.6256000089645384,3.6724666706720988,4.405460995435715,3.854761087862406,2.5,8.332090922788339,False,False,False,False,True,True,False,True,False,-52.874163200848926,ppv,377.48344370860923,True,False,False,False,Jonjua Overseas,Commercial Services & Supplies,Consulting Services
SAROJA.NS,2026-08-28,39.70000076293945,35.291666666666664,31.80000008477105,32.136000061035155,32.634666493733725,34.393749980926515,36.75594841877775,28.0,52.0,True,False,False,False,True,True,True,True,False,-18.31275306710304,red,119.04761904761905,False,False,False,False,Saroja Pharma In,Chemicals & Petrochemicals,Specialty Chemicals
544015.BO,2026-08-28,35.95000076293945,34.069167137145996,32.531388918558754,32.39300010681152,39.23720001220703,41.26455005645752,34.40257813720043,28.079999923706055,70.75,False,False,False,False,True,False,False,True,False,-41.54471420660252,noise,92.5925925925926,False,False,False,False,Mish Designs,Textiles & Apparels,Garments & Apparels
SHANTHALA.NS,2026-08-28,16.25,16.74166663487752,18.68472221162584,20.16400005340576,25.28900001525879,26.72100001335144,16.393674201052885,14.100000381469727,42.45000076293945,False,False,False,False,False,False,False,False,False,-61.447213732547645,dry,0.0,False,True,False,False,Shanthala FMCG,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
CBAZAAR.NS,2026-08-28,4.900000095367432,4.987500031789144,5.727777785725063,5.612999982833863,4.872999993960063,4.665499991178512,5.008751483781489,3.049999952316284,6.550000190734863,True,True,True,True,False,True,False,False,False,12.643682822823422,dry,0.0,False,False,False,False,Net Avenue,Retailing,E-Retail/ E-Commerce
MAKS.NS,2026-08-28,13.300000190734863,14.72083338101705,17.143055465486313,18.722999858856202,24.401333204905193,26.06374975681305,14.35079981155489,13.300000190734863,36.0,False,False,False,False,False,False,False,False,False,-51.19265985051427,red,156.25,False,False,False,True,Maks Energy,Industrial Products,"Compressors, Pumps & Diesel Engines"
540756.BO,2026-08-28,11.470000267028809,11.644999980926514,13.106666723887125,16.067000045776368,24.127333196004233,25.155499839782713,11.77975638086263,10.699999809265137,29.799999237060547,False,False,False,False,False,False,False,False,False,-12.775660838302228,dry,0.0,False,False,False,False,Kaarya Facilit.,Commercial Services & Supplies,Diversified Commercial Services
QUADPRO.NS,2026-08-28,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.389000072479248,2.206000037193298,2.294500032663345,2.3999819174604173,1.850000023841858,3.450000047683716,True,False,False,True,True,False,False,True,False,-19.99999682108561,dry,0.0,False,False,False,False,Quadpro ITeS,IT - Services,IT Enabled Services
JIWANRAM.NS,2026-08-28,4.650000095367432,4.804166714350383,4.955555571450128,5.157000017166138,5.295333337783814,5.529000008106232,4.7652020496263265,4.349999904632568,8.5,False,False,False,False,False,False,False,False,False,-45.29411652508904,dry,0.0,False,False,False,False,Jiwanram Sheo,Industrial Products,Other Industrial Products
INSPIRE.NS,2026-08-28,8.149999618530273,8.629166603088379,8.81805552376641,8.699000034332276,9.888333361943562,10.376250026226044,8.436517168403867,6.800000190734863,22.549999237060547,False,False,False,False,False,False,False,False,False,-60.43689578830579,noise,92.5925925925926,False,False,False,False,Inspire Films,Entertainment,Media & Entertainment
540782.BO,2026-08-28,10.5,10.768333435058594,11.465555641386244,11.53240005493164,11.878599987030029,12.13729998588562,10.731012182932801,7.5,16.219999313354492,False,False,False,False,False,True,False,False,False,-30.73878558255787,dry,0.0,False,False,False,False,Sanghvi Brands,Leisure Services,Hotels & Resorts
SABAR.NS,2026-08-28,7.550000190734863,7.145833293596904,6.149999989403619,6.054000015258789,5.606999982198079,5.576499972343445,7.211784298659506,3.950000047683716,9.550000190734863,True,True,True,True,True,True,True,True,False,37.27273074063389,ppv,197.36842105263156,False,False,False,False,Sabar Flex India,Industrial Products,Packaging
543745.BO,2026-08-28,6.889999866485596,6.2575000921885175,6.078333364592658,6.005600023269653,8.86586667696635,9.999950001239776,6.429542920431347,5.5,15.479999542236328,False,False,False,False,True,False,False,True,False,-15.35627056653055,noise,47.61904761904761,False,False,False,False,SVS Ventures,Realty,"Residential, Commercial Projects"
540811.BO,2026-08-28,13.600000381469727,13.600000381469727,13.452777889039782,13.60380002975464,12.123266620635986,11.881299967765807,13.573490712765311,8.15999984741211,17.899999618530273,True,True,False,True,False,True,True,True,False,-24.022342618427437,dry,0.0,False,False,False,False,Diggi Multitrade,Commercial Services & Supplies,Trading & Distributors
543537.BO,2026-08-28,37.70000076293945,36.80500030517578,56.68472247653537,62.09300018310547,70.7536668395996,68.38825023651123,38.39715737598401,35.90999984741211,89.9000015258789,False,True,False,False,False,False,False,False,False,-51.52995454536538,dry,0.0,False,False,False,False,Scarnose Inter.,Textiles & Apparels,Other Textile Products
543905.BO,2026-08-28,11.75,12.050000190734863,12.31805584165785,12.892200202941895,13.748933359781901,13.833050012588501,11.931636548304647,10.109999656677246,18.850000381469727,False,False,False,False,False,False,False,False,False,-17.889590108658226,dry,0.0,False,False,False,False,Innokaiz India,Media,Advertising & Media Agencies
538579.BO,2026-08-28,17.0,17.226666927337646,17.82722234725952,18.015800132751465,18.255733528137206,18.19930022239685,17.228263123610144,10.0,19.18000030517578,False,True,True,False,False,True,True,False,False,25.09197799208822,noise,59.523809523809526,False,False,False,False,Zinema Media,Commercial Services & Supplies,Trading & Distributors
543651.BO,2026-08-28,24.989999771118164,24.592499256134033,24.266665935516357,24.042599296569826,21.309866282145183,21.22929973602295,24.691053209413433,12.010000228881836,25.649999618530273,True,True,False,True,True,True,True,True,False,19.91362566288144,dry,0.0,False,False,False,False,DAPS Advertising,Media,Advertising & Media Agencies
AMIABLE.NS,2026-08-28,65.0,65.0,69.86249860127766,72.33299819946289,73.08433303833007,72.73099964141846,65.67243555615595,52.5,97.5,False,True,False,False,False,False,False,False,False,-5.797101449275366,dry,0.0,False,False,False,False,Amiable Logistic,Transport Services,Logistics Solution Provider
539985.BO,2026-08-28,20.0,19.720000108083088,19.651111072964138,20.645400085449218,29.811199989318848,42.28639998435974,19.725114303250788,16.889999389648438,124.19999694824219,False,False,False,False,False,False,False,True,True,-78.0050589102862,red,149.2537313432836,False,False,False,False,Titaanium Ten,Textiles & Apparels,Other Textile Products
543594.BO,2026-08-28,5.309999942779541,5.919166723887126,5.266944461398655,5.649400014877319,8.067466684977214,9.997099995613098,5.647749901136123,3.9000000953674316,25.0,False,False,False,False,False,True,False,False,False,-73.0319969590916,dry,16.900048285852247,False,False,False,False,Dipna Pharmachem,Pharmaceuticals & Biotechnology,Pharmaceuticals
544168.BO,2026-08-28,25.3700008392334,26.600833574930828,28.026666906144882,28.343800354003907,30.179266777038574,31.736300077438354,26.225634480303643,24.020000457763672,48.0,False,False,False,False,False,False,False,False,False,-36.574997901916504,dry,0.0,False,False,False,False,Varyaa Creations,Consumer Durables,"Gems, Jewellery And Watches"
543656.BO,2026-08-28,11.9399995803833,12.429166555404663,13.172222190433079,13.19900001525879,13.909266688028971,14.662800102233886,12.233303880724588,10.699999809265137,24.459999084472656,False,False,False,False,False,False,False,False,False,-40.94955496612004,dry,0.0,False,False,False,False,Technopack Poly.,Consumer Durables,Plastic Products - Consumer
543521.BO,2026-08-28,4.510000228881836,4.747499982515971,5.085277835528056,5.134200105667114,7.422600129445394,7.909300141334533,4.669140332075453,3.819999933242798,11.199999809265137,False,False,False,False,False,False,False,False,False,-32.68656183176074,dry,0.0,False,False,False,False,Fone4 Communica.,Retailing,E-Retail/ E-Commerce
544025.BO,2026-08-28,77.0,71.25,70.52777777777777,70.38,71.05953297932943,72.61989963531494,71.68054462432492,68.0,93.9000015258789,True,False,False,False,True,False,True,True,False,-4.938271604938271,ppv,606.060606060606,True,False,False,False,Arrowhead Sepera,Industrial Manufacturing,Industrial Products
541799.BO,2026-08-28,20.100000381469727,16.96999994913737,13.55222225189209,12.833599987030029,11.54373327255249,10.801149945259095,17.69157323365036,7.909999847412109,20.100000381469727,True,True,True,True,True,True,True,True,False,87.49999888797306,ppv,370.3703703703704,False,False,True,False,Sungold Media,Media,Advertising & Media Agencies
543520.BO,2026-08-28,10.680000305175781,10.849999984105429,11.625277757644653,11.376000003814697,13.275600032806397,15.284450035095215,10.769887325115546,9.0,26.729999542236328,False,False,False,False,False,False,False,False,False,-53.19894632777711,noise,36.09341825902335,False,True,False,False,Global Longlife,Healthcare Services,Hospital
MONOPHARMA.NS,2026-08-28,8.949999809265137,8.454166452089945,9.319444351726109,9.78599991798401,11.180333325068156,12.644499943256378,8.643441917184239,7.5,25.5,False,False,False,False,False,False,False,True,False,-60.222223069932724,dry,0.0,False,False,False,False,Mono Pharmacare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540269.BO,2026-08-28,11.399999618530273,11.710000038146973,10.07333328988817,9.170799942016602,8.697599957784018,9.13479995727539,11.558780595261709,6.849999904632568,12.0,True,False,True,True,True,True,True,False,False,15.035315782646164,dry,0.0,False,False,False,False,Super Fine Knit.,Consumer Durables,"Gems, Jewellery And Watches"
536710.BO,2026-08-28,31.100000381469727,27.700000127156574,26.206944306691486,24.708999900817872,24.68833302815755,25.641249771118165,28.808822883602208,17.299999237060547,31.149999618530273,True,False,False,False,True,True,True,True,False,9.122808356034117,dry,0.0,False,False,True,False,SRG Fingrow Fin,Finance,Non Banking Financial Company (NBFC)
539839.BO,2026-08-28,8.90999984741211,8.90999984741211,8.914444393581814,8.91599998474121,8.944666709899902,9.491500029563904,8.910180567498923,7.139999866485596,13.5,False,False,False,False,False,False,False,False,False,-20.446428579031206,dry,0.0,False,False,False,True,Franklin Leasing,Finance,Non Banking Financial Company (NBFC)
536738.BO,2026-08-28,5.699999809265137,5.699999809265137,5.9194442431132,5.844999809265136,5.812066558202107,5.8372998976707455,5.715106611102739,4.5,7.949999809265137,False,False,False,True,False,False,False,False,False,-5.000003178914392,dry,0.0,False,False,False,False,Stellar Capital,Finance,Other Financial Services
SMVD.NS,2026-08-28,17.0,16.079166730244953,14.984722428851658,14.23100019454956,11.761666711171468,10.6572500538826,16.38789286007183,5.599999904632568,17.049999237060547,True,True,True,True,True,True,True,True,False,104.81927240166553,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial
544101.BO,2026-08-28,71.08999633789062,72.84249877929688,77.5170726776123,82.91245040893554,76.56053690592448,77.78012786865234,72.31162053905877,63.488369549022,107.27123260498047,False,False,False,True,False,False,False,False,False,-28.666913224257495,red,119.04761904761905,False,False,False,False,Brisk Technovisi,IT - Hardware,Computers Hardware & Equipments
540729.BO,2026-08-28,19.639999389648438,19.639999389648438,22.741666899787056,23.290800285339355,20.684600111643473,21.01240005016327,19.906419389256822,14.710000038146973,29.0,False,False,False,True,False,True,False,False,False,-19.508197964343054,dry,0.0,False,False,False,False,Vanta Bioscience,Healthcare Services,"Healthcare Research, Analytics & Technology"
