symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
RELIANCE.NS,1334.5,1348.9750061035156,1371.1944512261284,1372.33400390625,1443.9206697591146,1429.02443359375,1354.1170332587294,1290.0,1611.800048828125,False,True,False,False,False,False,True,False,False,-6.619054635531785,noise,73.19892177229016,False,False,Petroleum Products,Refineries & Marketing,52.22929936305732,False,False
LICI.NS,412.79998779296875,406.15208435058594,405.6180580986871,398.28350158691404,420.20316813151044,426.33250091552736,410.1717565822073,360.75,483.58777740864724,False,False,False,False,True,False,True,True,True,-3.850677090437782,noise,80.05251184148278,False,True,Insurance,Life Insurance,56.442920137187656,False,False
RAJESHEXPO.NS,122.0,111.95833333333333,117.10861078898112,110.13459976196289,153.06839925130208,161.18454956054688,115.39738551296517,80.37999725341797,237.8800048828125,False,False,False,False,True,True,False,True,False,-37.95768898562032,noise,40.61328551610142,False,True,Consumer Durables,"Gems, Jewellery And Watches",11.56295933365997,False,False
IOC.NS,142.17999267578125,139.47749837239584,142.5311105516222,141.82379974365233,155.3465084838867,151.2774422454834,141.15543476745012,127.92889076038279,186.60727196585654,False,True,False,False,True,False,True,True,False,5.582105571363694,noise,41.23196014735325,False,False,Petroleum Products,Refineries & Marketing,66.43802057814797,False,False
ONGC.NS,267.70001220703125,290.7875010172526,288.9749984741211,284.8369995117188,259.5950073242187,251.37718795776368,284.64892905001363,219.43326162728522,307.5,True,True,True,True,False,False,True,False,False,14.73903881398575,noise,73.29150882087198,False,False,Oil,Oil Exploration & Production,74.86526212640862,True,False
SBIN.NS,966.0,957.4811248779297,1019.8812255859375,1019.7622680664062,1014.1078157552083,966.6791760253906,966.470533126463,767.8592718430074,1212.8384373028666,False,True,True,True,False,False,True,False,False,23.79307000391084,noise,39.48828494837923,False,False,Banks,Public Sector Bank,80.6467417932386,True,False
BPCL.NS,303.75,296.1083348592122,301.9458355373806,297.3980017089844,335.9693674723307,329.30602828979494,300.2808177162017,266.6000061035156,391.6499938964844,False,True,False,False,True,False,True,True,False,0.20673034425726655,noise,38.15949773380071,False,False,Petroleum Products,Refineries & Marketing,61.146496815286625,False,False
HINDPETRO.NS,398.70001220703125,385.6749979654948,378.71527523464624,366.82899658203127,424.23329447428387,420.0400863647461,391.4030809259696,316.20001220703125,508.45001220703125,False,True,False,False,True,False,True,True,False,-0.2861831746335586,noise,49.292228708183735,False,False,Petroleum Products,Refineries & Marketing,60.558549730524255,False,False
TMPV.NS,401.29998779296875,366.1291681925456,354.99166700575086,342.35200134277346,359.232333984375,435.35600036621094,376.07668967989304,294.29998779296875,744.0,False,False,False,False,True,True,False,True,False,-44.47869507138038,noise,96.70572866402325,False,False,Automobiles,Passenger Cars & Utility Vehicles,6.418422341989221,False,False
HDFCBANK.NS,754.2000122070312,765.1500040690104,781.0041690402561,780.7810021972656,898.0263330078125,916.7772497558594,766.2565911254096,726.6500244140625,1020.5,False,False,False,False,False,False,False,False,False,-21.204558662968363,noise,54.54881921581228,False,False,Banks,Private Sector Bank,30.867221950024497,False,False
LT.NS,4111.39990234375,3944.537109375,3969.4120483398438,3843.108544921875,3932.3716324869793,3854.4198864746095,3991.509664479842,3256.294765660181,4397.052414797838,True,True,True,False,True,False,True,True,False,14.842993138046378,noise,55.02433898521182,False,False,Construction,Civil Construction,75.06124448799608,True,False
TCS.NS,2288.0,2272.9932454427085,2391.1683959960938,2387.998076171875,2768.7214908854166,2811.690714111328,2291.4835195587207,2176.883514966109,3404.054653859175,False,False,False,False,False,False,False,False,False,-32.17520240368763,noise,84.39624970022565,False,False,IT - Software,Computers - Software & Consulting,17.63841254287114,False,False
HINDALCO.NS,1146.0999755859375,1094.875,1052.5180562337239,1009.4060021972656,924.2866691080729,877.0528228759765,1105.3931999402016,613.5008869488823,1176.0,True,True,True,True,True,True,True,True,False,74.54151914879496,noise,50.96582155661024,False,False,Non - Ferrous Metals,Aluminium,94.16952474277315,True,True
TATASTEEL.NS,211.5500030517578,212.35916646321616,211.71027840508356,206.5858004760742,191.6306669108073,185.2944500732422,211.63090638205216,149.8000030517578,224.39999389648438,True,True,True,True,True,True,True,False,False,33.212405038844416,noise,58.04375310547274,False,True,Ferrous Metals,Iron & Steel,85.05634492895639,True,True
BHARTIARTL.NS,1837.0999755859375,1875.191670735677,1851.7611117892795,1841.2320043945313,1972.0166731770832,1957.57900390625,1861.0710573772562,1740.5,2174.5,False,True,False,False,False,False,True,False,False,0.27378609570940515,red,224.49572377018313,False,False,Telecom - Services,Telecom - Cellular & Fixed line services,61.293483586477215,False,False
M&M.NS,3086.60009765625,3111.816691080729,3162.8138970269097,3130.7000146484374,3430.432010091146,3432.8520068359376,3117.69698681376,2896.0,3839.89990234375,False,False,False,False,False,False,True,False,False,1.0128599957893725,noise,73.93839764086565,False,False,Automobiles,Passenger Cars & Utility Vehicles,62.077413032827046,False,False
MARUTI.NS,13244.0,13113.083333333334,13298.444444444445,13111.44,14824.8,14887.99,13189.555648160667,11887.338955292347,17370.0,False,False,True,False,True,False,True,True,False,7.779930785508027,noise,35.605742675536604,False,False,Automobiles,Passenger Cars & Utility Vehicles,68.54483096521314,False,False
JSWSTEEL.NS,1292.5999755859375,1288.6250101725261,1264.7750040690105,1230.8960034179688,1195.6386702473958,1172.410502319336,1289.5379526385882,959.5660768846707,1328.0,True,True,True,True,True,True,True,True,False,25.552713451003804,noise,30.12658445660662,False,False,Ferrous Metals,Iron & Steel,81.62665360117589,True,True
GRASIM.NS,3144.199951171875,3052.4000244140625,2887.808349609375,2811.05201171875,2808.03466796875,2805.9928674316407,3090.8906460942117,2501.8985572093397,3197.5,True,True,True,True,True,False,True,True,False,18.793782150571126,noise,51.95029133944,False,False,Cement & Cement Products,Cement & Cement Products,78.0499755022048,True,False
ICICIBANK.NS,1277.4000244140625,1256.9500122070312,1289.991675482856,1277.296005859375,1340.646005045573,1356.3161206054688,1267.0456859418246,1187.5999755859375,1488.5144734435703,False,False,False,False,True,False,True,True,False,-11.867959022090746,noise,38.443529446279676,False,True,Banks,Private Sector Bank,45.124938755512005,False,False
COALINDIA.NS,463.45001220703125,459.6375020345052,457.41111246744794,456.4950012207031,420.3664784749349,407.7760697937012,460.7020960070786,345.88274891411857,491.25,True,True,True,True,True,True,True,True,False,23.176762356260404,ppv,372.3350480942644,False,False,Consumable Fuels,Coal,80.15678588926997,True,True
