symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
ADANIENSOL.NS,2026-07-24,1702.199951171875,1689.9166666666667,1586.1944512261284,1546.366005859375,1227.929668375651,1163.9147512817383,1691.7972680054293,744.9000244140625,1789.0,True,True,True,True,True,True,True,True,False,96.28689197544658,noise,89.82266114138906,False,True,False,False,,Power,Power Distribution,97.07554833468724,True,True,204482.33,528.87,3106966.0,0.2586,—
ATALREAL.NS,2026-07-24,31.440000534057617,30.041666507720947,29.57194439570109,29.480399932861328,26.818933232625326,26.088799953460693,30.353755509960365,17.75,32.70000076293945,True,True,True,True,True,True,True,True,False,62.3966918536512,green,130.42535407387658,False,True,True,False,,Realty,"Residential, Commercial Projects",93.8667749796913,True,True,389.53,20.25,6440269.0,5.1981,—
BAJAJ-AUTO.NS,2026-07-24,11130.0,10524.458333333334,10173.083333333334,10228.74193359375,9701.532154947916,9489.2731640625,10684.28842470281,7749.439654454236,11331.0,True,True,True,True,True,True,True,True,False,36.06552709256745,red,105.68901887654035,False,True,False,False,,Automobiles,2/3 Wheelers,88.58651502843216,True,True,305605.02,474.59,426407.0,0.1553,—
CHENNPETRO.NS,2026-07-24,1214.800048828125,1202.8416646321614,1162.6416693793403,1133.9880004882812,1000.7905944824219,976.3926672363282,1219.7072057406444,615.9702998720279,1354.0,True,True,True,True,True,True,True,False,False,56.699227434940404,red,117.26358221874062,False,True,False,False,,Petroleum Products,Refineries & Marketing,93.17627944760358,True,True,18089.76,184.46,1518480.0,1.0197,—
CONSOFINVT.NS,2026-07-24,286.4200134277344,275.85500081380206,243.52805667453342,240.7628012084961,217.13780080159506,206.60605041503905,276.9967787907172,152.0,293.3999938964844,True,True,True,True,True,True,True,True,False,40.67919368645639,noise,85.4204955166665,False,True,False,False,,Finance,Non Banking Financial Company (NBFC),90.089358245329,True,True,925.89,0.43,14988.0,0.0464,—
EQUITASBNK.NS,2026-07-24,78.33999633789062,79.5783322652181,77.37194400363498,75.1768000793457,67.880933303833,65.92385005950928,78.96359505103128,50.0,83.9000015258789,True,True,True,True,True,True,True,False,False,24.864511064841043,noise,37.15058088994495,False,True,False,False,,Banks,Other Bank,83.8748984565394,True,True,8961.28,35.26,4500428.0,0.3934,—
GANESHBE.NS,2026-07-24,111.41000366210938,104.23083368937175,104.71944491068523,102.64780029296875,89.71793334960938,88.46,107.01348959712509,68.4000015258789,118.0,True,True,True,True,True,True,True,True,False,14.891205795224117,noise,50.327065330240316,False,True,False,False,,Oil,Oil Storage & Transportation,78.26969943135663,True,True,802.03,7.08,635158.0,0.8823,—
GLAND.NS,2026-07-24,2379.800048828125,2456.6666666666665,2369.6611124674478,2342.82400390625,1946.8486678059896,1920.1090026855468,2435.9731653164463,1573.5999755859375,2573.5,True,True,True,True,True,True,True,False,False,19.28142069749019,dry,19.45268788690712,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,80.90982940698619,True,True,39257.11,155.79,654637.0,0.3968,—
HITECHCORP.NS,2026-07-24,320.25,321.5666681925456,315.95389048258465,286.438401184082,194.57340021769207,192.1971001815796,320.24274047542923,112.0,333.8999938964844,True,True,True,True,True,True,True,True,False,52.00056779583684,noise,56.033734887960684,False,True,False,False,,Industrial Products,Packaging,92.16084484159221,True,True,550.05,1.06,32997.0,0.1921,—
HONASA.NS,2026-07-24,448.6000061035156,463.12500254313153,440.716668870714,426.6550018310547,344.0520011393229,328.1205009460449,456.70162178361574,248.39999389648438,491.3500061035156,True,True,True,True,True,True,True,False,False,59.247421606011045,dry,18.414868709944855,False,True,False,False,,Personal Products,Personal Care,93.58245329000813,True,True,14625.45,114.6,2554623.0,0.7836,—
KAPSTON.NS,2026-07-24,460.70001220703125,429.04583740234375,379.06806013319226,367.1400018310547,342.7045550537109,330.15246650695804,436.72401624244037,231.5800018310547,469.0,True,True,True,True,True,True,True,True,False,89.52608554249835,noise,88.28281210754511,False,True,False,False,,Commercial Services & Supplies,Diversified Commercial Services,96.42567018683997,True,True,1402.01,1.43,31090.0,0.1022,—
KTKBANK.NS,2026-07-24,279.70001220703125,276.11666615804035,271.3388892279731,269.26000061035154,235.08079986572267,223.40164962768554,276.6860951312818,164.46822856250571,284.8999938964844,True,True,True,True,True,True,True,True,False,50.96103894392614,noise,81.24955488490814,False,True,False,False,,Banks,Private Sector Bank,91.99837530463039,True,True,10577.74,68.35,2443642.0,0.6462,—
MBAPL.NS,2026-07-24,148.25,136.32500203450522,121.43088234795465,117.4910400390625,101.3938905843099,96.7132825088501,138.63787605873415,74.56403046577304,149.3000030517578,True,True,True,True,True,True,True,True,False,72.8562305389757,noise,64.8634733638044,False,True,True,False,,Fertilizers & Agrochemicals,Fertilizers,95.20714865962631,True,True,6495.35,19.13,1290290.0,0.2945,—
OFSS.NS,2026-07-24,10652.0,11404.333333333334,10598.097222222223,10406.48,8421.55290690104,8343.335380859375,11176.515099132299,6060.863819699785,11979.0,True,True,True,True,True,True,True,False,False,27.786911845507344,red,124.72520078403812,False,True,False,False,,IT - Software,Software Products,85.1340373679935,True,True,92752.83,371.38,348645.0,0.4004,—
PANSARI.NS,2026-07-24,355.20001220703125,360.3250020345052,318.88055419921875,307.27299926757814,298.11966623942055,293.557999420166,355.9760595741019,230.7899932861328,388.8999938964844,True,True,True,True,True,True,True,False,False,39.842524490957175,dry,4.5357068390817075,False,True,False,False,,Realty,"Residential, Commercial Projects",89.88627132412672,True,True,619.71,1.2,33889.0,0.1942,—
PARIN.NS,2026-07-24,728.7999877929688,718.2666676839193,717.5750037299263,706.8600012207031,659.3820015462239,636.969001159668,721.3961386604453,318.6000061035156,748.0,True,True,True,True,True,True,True,True,False,115.33460230669421,dry,1.1488970588235294,False,True,False,False,,Consumer Durables,"Furniture, Home Furnishing",98.00974817221771,True,True,810.28,1.73,23707.0,0.2132,—
PGIL.NS,2026-07-24,1974.5,2018.6833394368489,1909.4555562337239,1829.8997973632813,1638.6785774739583,1599.8588995361329,2007.0182452094964,1167.6433047093678,2144.199951171875,True,True,True,True,True,True,True,False,False,27.92539170226278,noise,45.32332919482027,False,True,False,False,,Textiles & Apparels,Garments & Apparels,85.21527213647441,True,True,9119.05,27.31,138305.0,0.2995,—
PRIZOR.NS,2026-07-24,845.0,824.8999989827474,841.268054538303,793.5630004882812,525.2566664632161,473.3032498931885,833.9459361859633,216.64999389648438,939.2000122070312,True,True,True,True,True,True,True,True,False,252.23010483468923,noise,27.736686390532544,False,True,False,False,,Industrial Manufacturing,Industrial Products,99.35012185215271,True,True,903.41,2.17,25643.0,0.2399,—
RPEL.NS,2026-07-24,1303.199951171875,1288.9749959309895,1230.9776272243923,1152.3770703125,885.8682963053385,884.9591912841797,1286.0615870713964,560.8282002900473,1371.800048828125,True,True,True,True,True,True,True,True,False,96.12211183986634,noise,42.94817706605092,False,True,False,False,,Industrial Products,Electrodes & Refractories,97.03493095044679,True,True,5984.55,20.87,160129.0,0.3487,—
RATNAVEER.NS,2026-07-24,178.61000061035156,177.97749964396158,176.4366658528646,175.99679931640625,160.04973286946614,158.44934982299804,177.81824786725772,130.5,197.0,True,True,True,True,True,True,True,True,False,14.113209644076964,noise,44.54952068878249,False,True,False,False,,Industrial Products,Iron & Steel Products,77.86352558895207,True,True,1275.75,38.89,2177626.0,3.0488,—
