symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
ACCENTMIC.NS,2026-08-11,548.9500122070312,515.8000055948893,502.94483862982855,490.31732666015625,415.663393351237,390.42366653442383,526.6042938657537,237.53315895751183,562.9500122070312,True,True,True,True,True,True,True,True,False,80.5623211239918,noise,42.21784407542922,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,93.90986601705238,True,True,,,,,20
AETHER.NS,2026-08-12,1612.699951171875,1556.9499918619792,1460.9083285861545,1376.72599609375,1170.48900390625,1088.3282537841797,1574.6736608686015,726.4500122070312,1645.0,True,True,True,True,True,True,True,True,False,119.6989275922065,noise,24.721097419056665,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,96.7925294356476,True,True,,,,,20
ARVIND.NS,2026-08-12,566.8499755859375,538.4791615804037,540.6208275689019,529.6319946289062,427.8653314208984,403.1929985046387,548.9384964051619,274.79998779296875,600.0,True,True,True,True,True,True,True,True,False,89.70883492093516,noise,51.68627096040858,False,True,False,False,,Textiles & Apparels,Garments & Apparels,95.08729192042225,True,True,,,,,20
AVADHSUGAR.NS,2026-08-12,626.9500122070312,578.7791620890299,528.9127468532986,506.6282312011719,440.09068481445314,424.7341635131836,598.3516864480299,300.3047281830496,665.0,True,True,True,True,True,True,True,True,False,47.18830890296664,noise,26.402941465229123,False,True,False,False,,Agricultural Food & other Products,Sugar,87.6979293544458,True,True,,,,,20
BAJAJ-AUTO.NS,2026-08-12,11700.0,11608.041666666666,10704.166666666666,10541.46,9914.115403645834,9663.376694335937,11584.43697757071,8019.637280937264,11863.0,True,True,True,True,True,True,True,True,False,44.268700454596676,noise,59.05479513041112,False,True,False,False,,Automobiles,2/3 Wheelers,86.84531059683313,True,True,321520.49,458.31,391722.0,0.1425,No Band
BHAGYANGR.NS,2026-08-12,379.1000061035156,384.5833333333333,388.7083341810438,374.95000061035154,259.5874670410156,230.04500034332276,384.8970222642139,86.0,432.29998779296875,True,True,True,True,True,True,True,False,False,322.39554997606194,noise,66.5369329976383,False,True,False,False,,Non - Ferrous Metals,Copper,99.59399106780349,True,True,1212.93,4.96,130852.0,0.409,5
CHENNPETRO.NS,2026-08-12,1379.5,1253.0360005696614,1161.777123345269,1148.0677392578125,997.2734399414062,968.5683825683594,1285.9982629705537,590.2313656612589,1449.0,True,True,True,True,True,True,True,True,False,125.49532596897959,red,154.303892938784,False,True,False,False,,Petroleum Products,Refineries & Marketing,96.99553390174583,True,True,20542.33,213.65,1548763.0,1.0401,20
CENTENKA.NS,2026-08-12,604.0999755859375,609.5458323160807,560.2027808295356,545.6820037841796,473.3866691080729,467.6110015869141,603.6776034043269,371.20001220703125,671.6500244140625,True,True,True,True,True,True,True,True,False,22.572784438406913,noise,43.80822079843878,False,True,False,False,,Textiles & Apparels,Other Textile Products,77.30410069021518,True,True,1319.99,11.31,187182.0,0.8566,20
DYNAMATECH.NS,2026-08-12,10674.0,10768.833333333334,10554.805555555555,10512.82,10162.195533854167,9865.269968261719,10818.893421768933,6316.743428028843,12875.0,True,True,True,True,True,True,True,False,False,60.81166652934875,green,198.94626932461082,False,True,False,False,,Industrial Manufacturing,Industrial Products,91.06780349167681,True,True,7249.19,18.45,17284.0,0.2545,20
GLAND.NS,2026-08-12,2891.199951171875,2599.9771728515625,2482.6063707139756,2409.5925927734374,2011.8106429036459,1949.0280645751952,2666.036463531896,1561.8007505195303,2988.39990234375,True,True,True,True,True,True,True,True,False,50.17773944892561,noise,92.86163177952021,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,88.63174989849777,True,True,47695.16,240.55,832008.0,0.5043,20
