symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
SWANDEF.NS,2004.0,1971.8500162760417,1904.352779812283,1875.076005859375,1618.272665201823,1345.7512496948243,1990.464520613726,162.47000122070312,2489.0,True,True,True,True,True,True,True,True,False,1133.458475375844,dry,7.255819581240104,False,False,Industrial Manufacturing,Ship Building & Allied Services,100.0,True,True,10610.19,4.83,24005,0.0456
STLTECH.NS,651.5999755859375,516.6166636149088,392.4538862440321,338.4849981689453,195.50899912516277,176.70214920043946,549.5665375044631,70.11000061035156,651.5999755859375,True,True,True,True,True,True,True,True,False,789.3135054450679,noise,40.534931469276486,False,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,99.95129079396006,True,True,31809.0,435.6,6685035,1.3694
CUPID.NS,132.3800048828125,126.57666651407878,120.86277770996094,111.4663998413086,89.00736007690429,77.11343002319336,128.06994385452015,17.68000030517578,133.9199981689453,True,True,True,True,True,True,True,True,False,509.2599455921094,dry,19.810281710617026,False,False,Personal Products,Personal Care,99.90258158792011,True,True,17789.86,247.7,18722297,1.3923
SIGMAADV.NS,458.70001220703125,393.6708348592122,311.74444664849176,270.25760162353515,213.09866790771486,196.64725074768066,408.1769886084031,79.5,458.70001220703125,True,True,True,True,True,True,True,True,False,446.6571233319622,noise,37.10188188104747,False,False,Aerospace & Defense,Aerospace & Defense,99.85387238188017,True,True,8084.12,16.26,354586,0.2012
MTARTECH.NS,7678.0,7699.916666666667,6586.8805745442705,5823.77201171875,3848.2606640625,3327.6844970703123,7521.660096808811,1390.5,8449.5,True,True,True,True,True,True,True,True,False,370.0336700336701,noise,21.89688265083704,False,False,Aerospace & Defense,Aerospace & Defense,99.75645396980029,True,True,23651.05,846.94,1101491,3.581
VMARCIND.NS,1440.25,1220.3583475748699,1054.411114162869,942.5710021972657,756.367001139323,685.8702513122558,1291.1244081461614,271.3500061035156,1482.0,True,True,True,True,True,True,True,True,False,360.0702942536095,noise,72.56687535571997,False,False,Industrial Products,Cables - Electricals,99.70774476376036,True,True,441.28,0.84,46471,0.1903
BHAGYANGR.NS,340.0,297.6166687011719,276.88250096638996,242.98000061035157,182.14833358764648,160.10145015716552,311.1364410294812,70.20999908447266,351.8999938964844,True,True,True,True,True,True,True,True,False,339.7878809170985,dry,10.854547037330224,False,False,Non - Ferrous Metals,Copper,99.61032635168047,True,True,1097.43,11.03,321566,1.0051
VENUSREM.NS,1555.800048828125,1246.9625244140625,1066.3333418104385,1021.5290051269532,814.9036682128906,726.2750010681152,1318.8365447714662,397.20001220703125,1555.800048828125,True,True,True,True,True,True,True,True,False,283.81646118214564,ppv,402.66919952742273,True,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.46419873356064,True,True,2082.08,9.73,62532,0.4673
PRIZOR.NS,762.5,668.5500030517578,628.2152786254883,564.0869995117188,392.93333323160806,370.74874992370604,686.5140029768802,177.0,762.5,True,True,True,True,True,True,True,True,False,270.6854697678283,ppv,236.67164922770306,False,False,Industrial Manufacturing,Industrial Products,99.4154895275207,True,True,194.79,0.56,30625,0.2865
SALSTEEL.NS,62.900001525878906,59.259999910990395,57.77249972025553,52.54919975280762,45.14759999593099,40.09270000934601,60.033000005424704,14.369999885559082,63.88999938964844,True,True,True,True,True,True,True,True,False,247.13023516912824,dry,6.553563651816492,False,False,Ferrous Metals,Sponge Iron,99.36678032148076,True,True,912.03,1.03,163922,0.1132
HOACFOODS.NS,609.9500122070312,548.1250025431315,480.6722251044379,451.7400018310547,371.69600077311196,335.48675048828125,563.4607845693174,170.25,610.0,True,True,True,True,True,True,True,True,False,239.8050207281511,noise,65.88579795021961,False,False,Food Products,Other Food Products,99.31807111544082,True,True,56.3,0.07,4977,0.1295
BLISSGVS.NS,441.20001220703125,376.74583435058594,306.54638883802625,286.3227996826172,214.2528423055013,199.5668723297119,397.00856775668666,117.7448072129227,447.0,True,True,True,True,True,True,True,True,False,231.66612926962523,dry,6.181386615973013,False,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.22065270336094,True,True,4633.56,107.3,2449869,2.3158
ATHERENERG.NS,1011.0999755859375,946.6999918619791,926.8333299424913,890.2189965820312,752.8266654459635,703.8852487182617,966.148286572977,301.0,1047.0,True,True,True,True,True,True,True,True,False,217.85600634566063,dry,16.701626840764597,False,True,Automobiles,2/3 Wheelers,99.02581587920118,True,True,38771.84,453.5,4481182,1.1697
BAJAJCON.NS,560.5,558.8125,511.8402786254883,475.33000122070314,363.0270676676432,332.9058506011963,556.1978144961561,168.25,581.0,True,True,True,True,True,True,True,True,False,217.52775120878704,dry,2.9750012333261444,False,True,Personal Products,Personal Care,98.97710667316123,True,True,7312.01,73.89,1319860,1.0105
GVPIL.NS,902.5,802.4166717529297,668.5208290947808,601.456997680664,438.9419991048177,414.86624954223635,825.4109466853947,253.1999969482422,905.0,True,True,True,True,True,True,True,True,False,215.6146044668042,noise,36.95571199130439,False,False,Electrical Equipment,Heavy Electrical Equipment,98.92839746712129,True,True,6057.2,20.64,229027,0.3407
UCL.NS,155.75,154.5625,133.52083333333334,120.11,75.77166666666666,68.08750019073486,153.79264493006784,38.0,155.75,True,True,True,True,True,True,True,True,False,204.79452964930616,dry,0.0,False,False,Chemicals & Petrochemicals,Dyes And Pigments,98.8309790550414,True,True,67.03,0.17,28064,0.2498
MAHASTEEL.NS,947.9500122070312,890.1333312988281,870.0944468180338,892.227001953125,821.6166678873698,720.5180015563965,916.4771269134671,298.0,1050.0,True,True,True,True,True,True,True,True,False,188.2621239510134,dry,0.024052222184807653,False,True,Industrial Products,Iron & Steel Products,98.63614223088165,True,True,1557.9,0.63,6651,0.0405
ROSSTECH.NS,1067.300048828125,1015.3541819254557,966.625010172526,912.0350073242188,755.6923356119792,741.5574914550781,1031.5084721281994,353.90277099609375,1122.0,True,True,True,True,True,True,True,True,False,187.7609897784103,dry,16.56475734185564,False,True,Aerospace & Defense,Aerospace & Defense,98.5874330248417,True,True,4048.53,14.38,134370,0.3551
GAYAPROJ.NS,19.600000381469727,18.394999980926514,18.67527781592475,17.570999965667724,13.837666600545248,12.858349928855896,19.101577937662267,6.710000038146973,21.0,True,True,True,True,True,True,True,True,False,180.00000544956754,dry,11.981899618514745,False,False,Construction,Civil Construction,98.53872381880176,True,True,910.03,0.87,445565,0.096
MIRCELECTR.NS,41.099998474121094,40.646666526794434,37.596111085679794,34.799999961853025,30.24093327840169,29.482349939346314,41.0113147943034,13.100000381469727,49.22999954223633,True,True,True,True,True,True,True,True,False,174.18278253285976,dry,2.1902084212181183,False,True,Consumer Durables,Consumer Electronics,98.44130540672187,True,True,1518.2,9.95,2420505,0.6553
TDPOWERSYS.NS,1349.5999755859375,1298.3749898274739,1197.1958296034072,1107.9199963378906,876.7241235351562,799.6450938415527,1292.4921105311234,451.94684966011926,1379.5999755859375,True,True,True,True,True,True,True,True,False,168.62089567324432,dry,19.67408769979989,False,False,Electrical Equipment,Heavy Electrical Equipment,98.39259620068192,True,True,20990.85,182.3,1356832,0.8685
ACUTAAS.NS,3155.10009765625,3013.1416829427085,2719.7388916015625,2618.546005859375,2107.830000813802,1944.1999963378905,3032.5635626948724,1057.9228658449745,3188.10009765625,True,True,True,True,True,True,True,True,False,168.49550322195682,dry,7.405085341134197,False,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.34388699464198,True,True,25752.56,166.11,528092,0.645
AEROFLEX.NS,440.04998779296875,407.50416564941406,358.2619450887044,330.31199920654296,239.4200003051758,224.10345031738282,411.71240150140255,158.0,458.70001220703125,True,True,True,True,True,True,True,True,False,168.20754952993883,dry,14.69695929067282,False,False,Industrial Products,Iron & Steel Products,98.29517778860205,True,True,5776.24,136.13,3118764,2.3568
SHEETAL.NS,296.0,292.19583384195965,270.6375003390842,260.8110003662109,208.69666687011718,189.64444355010986,291.5324707797672,109.57594492121324,335.0,True,True,True,True,True,True,True,True,False,161.34169864338767,red,104.27010923535254,False,True,Agricultural Food & other Products,Other Agricultural Products,98.2464685825621,True,True,67.53,0.05,9104,0.0795
THANGAMAYL.NS,4942.10009765625,4146.141703287761,4001.9444512261284,3927.92599609375,3562.285340169271,3195.0935070800783,4345.982374405585,1750.0999755859375,4993.7998046875,True,True,True,True,True,True,True,True,False,159.20862705493076,noise,49.38524546881238,False,False,Consumer Durables,"Gems, Jewellery And Watches",98.19775937652217,True,True,15391.82,66.75,134793,0.4337
SAKAR.NS,818.4500122070312,799.8249969482422,677.5958336724175,637.9030004882812,497.0656658935547,459.20399993896484,794.5673700737627,306.3500061035156,871.2999877929688,True,True,True,True,True,True,True,True,False,159.04414641096102,dry,3.610317964795138,False,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.14905017048223,True,True,1793.97,13.76,168371,0.7671
NATIONALUM.NS,427.54998779296875,421.7374979654948,417.30967797173395,410.3376483154297,347.61526967366535,311.2878279876709,425.7857620283705,168.71957714239406,444.5,True,True,True,True,True,True,True,True,False,147.19852739108168,dry,13.370342204642016,False,False,Non - Ferrous Metals,Aluminium,98.05163175840234,True,True,77900.74,596.7,14068149,0.766
NETWEB.NS,4748.0,4239.3249918619795,4073.555569118924,3842.0040087890625,3488.2740022786456,3414.8681213378904,4431.842745832036,1698.0424989895453,4944.7998046875,True,True,True,True,True,True,True,True,False,143.89477005592778,dry,15.72037652610256,False,True,IT - Services,IT Enabled Services,97.90550414028252,True,True,27063.91,822.62,1730730,3.0395
PRECWIRE.NS,437.3999938964844,424.6041666666667,405.35972171359595,378.3529992675781,296.8539702351888,269.3881510925293,428.1445110580915,168.08525400328446,467.5,True,True,True,True,True,True,True,True,False,141.9386151400998,dry,19.430703522020686,False,False,Industrial Products,"Aluminium, Copper & Zinc Products",97.80808572820263,True,True,7967.69,38.79,890083,0.4869
IMFA.NS,1478.5,1454.4916687011719,1487.9472249348958,1429.07400390625,1337.7020979817707,1259.1582333374024,1465.200633000665,608.6639220071612,1679.9000244140625,True,True,True,True,True,True,True,True,False,139.25221829664721,dry,10.25200219255667,False,True,Ferrous Metals,Ferro & Silica Manganese,97.75937652216268,True,True,7957.69,31.3,212222,0.3933
BELRISE.NS,217.2899932861328,215.74416732788086,215.22777854071722,209.4420007324219,184.07613403320312,175.35512336730957,216.44422994459717,88.81122052124067,228.8000030517578,True,True,True,True,True,True,True,True,False,135.39700333391767,dry,10.26350578311483,False,True,Auto Components,Auto Components & Equipments,97.71066731612275,True,True,19291.69,106.18,4897694,0.5504
NGLFINE.NS,2655.0,2648.3750203450522,2418.9194539388022,2355.9800048828124,1913.2959993489583,1796.164497680664,2646.419346414613,978.5933435058594,3005.0,True,True,True,True,True,True,True,True,False,133.53678996650453,dry,13.74715201987787,False,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.61324890404286,True,True,1633.84,3.29,12439,0.2013
LAURUSLABS.NS,1416.0,1374.375,1247.5698343912761,1190.8839318847656,1076.7279663085938,1028.1037133789061,1375.9840705239815,605.0978371918133,1416.0999755859375,True,True,True,True,True,True,True,True,False,132.13537483972976,dry,12.729020049542205,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.51583049196299,True,True,76364.91,278.64,1970314,0.3649
