symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
ABINFRA.NS,2026-08-17,11.359999656677246,10.460833470026651,10.566388924916586,10.48400001525879,14.709200038909913,15.772700009346009,10.715750197086361,8.819999694824219,23.559999465942383,False,False,False,False,True,False,False,True,False,-37.73378014575071,ppv,383.75618157507125,False,False,False,False,,Construction,Civil Construction,14.430482367247668,False,False
AARTECH.NS,2026-08-17,50.81999969482422,48.1266663869222,48.61138884226481,47.77780006408691,46.21626665751139,47.45380002975464,49.03577577094817,33.5099983215332,66.3388530975979,True,False,False,True,True,True,True,True,False,-17.539609702431203,ppv,121.1001111292413,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,38.386704499391975,False,False
ABSMARINE.NS,2026-08-14,234.4499969482422,222.45416768391928,226.40000025431314,228.75800018310548,210.36766672770182,210.35299987792968,224.1512301914957,143.0500030517578,315.5,True,True,True,True,True,True,False,True,False,16.525845181077912,ppv,147.82973369679178,False,False,False,False,,Transport Services,Shipping,73.36846372111877,True,False
ACCENTMIC.NS,2026-08-14,583.0,533.7958399454752,511.98724280463324,496.21805603027343,420.0768277994792,394.87325302124026,547.3363842011186,237.53315895751183,585.0,True,True,True,True,True,True,True,True,False,95.99218113679247,ppv,98.56757906679904,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.58167815160114,True,True
AGI.NS,2026-08-17,716.5,710.9041697184244,700.6611124674479,695.822001953125,620.3253330485026,655.0532499694824,709.0503178837089,465.0,967.0,True,False,False,True,True,True,False,True,False,-19.07132822548967,ppv,124.22529480333144,False,False,False,False,,Industrial Products,Packaging,36.56262667207134,False,False
AIMTRON.NS,2026-08-14,1731.1500244140625,1589.7416483561199,1411.1569451226128,1364.6760034179688,1066.9733349609376,1017.6354998779296,1619.9982018090689,632.5999755859375,1740.0,True,True,True,True,True,True,True,True,False,149.15803897939873,ppv,115.33774373259054,False,False,True,False,,Industrial Manufacturing,Industrial Products,98.21645723550871,True,True
ALEMBICLTD.NS,2026-08-17,90.1500015258789,86.82201131184895,87.36251470777724,87.38516098022461,87.15424407958984,89.80294372558593,86.74283005753489,68.6152946732243,107.03246622098874,True,False,False,False,True,True,True,True,False,-11.99385900833695,ppv,188.57736094896086,False,False,False,False,,Realty,"Residential, Commercial Projects",45.358735306039726,False,False
ALICON.NS,2026-08-17,726.0999755859375,723.3416595458984,672.4138827853733,666.0669946289063,689.9935884602864,734.9955969238281,724.2673360087754,578.2026889823056,1018.832993642693,False,False,False,False,True,False,False,True,False,-8.908607471357877,ppv,886.1406012556462,False,False,False,False,,Auto Components,Auto Components & Equipments,48.8447507093636,False,False
ALPHAGEO.NS,2026-08-17,338.3599853515625,266.54999923706055,222.40833282470703,217.73839935302735,213.64873301188152,218.50264991760253,279.9676146826495,164.8000030517578,342.79998779296875,True,False,False,False,True,True,True,True,False,44.9681295476684,ppv,637.3294388763832,True,False,True,False,,Oil,Offshore Support Solution Drilling,87.27199027158493,True,False
AMANTA.NS,2026-08-17,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,105.60408082278472,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,,False,False
