symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
RITES.NS,208.8800048828125,208.8016675313314,208.55000093248157,212.10340118408203,216.74199462890624,224.9765845489502,209.29804886492593,175.0,290.52627687636596,False,False,False,False,False,False,False,False,True,-21.718711954188976,ppv,134.51028914338346,False,False,False,False,Construction,Civil Construction,29.16060164968462,False,False
RELAXO.NS,413.54998779296875,358.9500020345052,325.5986099243164,319.7269989013672,346.7791994222005,372.7821501159668,366.18178251010715,236.5,526.0,True,False,False,False,True,True,True,True,False,2.5173136711277078,ppv,2759.6766366744905,True,False,False,False,Consumer Durables,Footwear,61.42649199417758,False,False
SHANTIGOLD.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,483.21710690526044,False,False,False,False,Consumer Durables,"Gems, Jewellery And Watches",,False,False
SHRINGARMS.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,107.19455338567924,False,False,False,False,Consumer Durables,"Gems, Jewellery And Watches",,False,False
HONASA.NS,417.70001220703125,412.3500010172526,392.30694580078125,379.0610009765625,318.41266743977866,310.9287506103516,413.44949901680957,248.39999389648438,438.3500061035156,True,True,True,True,True,True,True,True,False,38.932320201825085,ppv,272.63352029334607,False,False,False,False,Personal Products,Personal Care,86.17176128093159,True,True
EBGNG.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,286.1379861544017,False,False,True,False,IT - Hardware,Computers Hardware & Equipments,,False,False
AVL.NS,660.5,597.6916758219401,559.0458306206597,549.5509979248047,511.1286659749349,519.8247491455078,615.6953108652217,335.9664096387486,705.0,True,False,True,True,True,True,True,True,False,86.31383482360488,ppv,494.519463374169,False,False,True,False,Retailing,Speciality Retail,95.0509461426492,True,False
IOLCP.NS,133.66000366210938,130.27083524068198,123.32333331637912,114.77079986572265,90.0970379638672,92.75748413085938,130.8421865549032,67.07081715721031,139.99000549316406,True,False,True,True,True,True,True,True,False,52.989093368222264,ppv,182.45690267018145,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.24745269286754,True,False
HIMATSEIDE.NS,89.8499984741211,81.35999933878581,79.44999991522894,82.3831997680664,96.71553334554036,103.08897758483887,83.90975719102249,72.01000213623047,164.0869522602718,False,False,False,False,True,False,False,True,False,-38.40899254034987,ppv,466.07058570188195,False,False,False,False,Textiles & Apparels,Other Textile Products,10.674429888403687,False,False
SESHAPAPER.NS,223.36000061035156,223.02166748046875,231.80858612060547,241.46778015136718,243.9846607462565,247.05250831604005,222.18591590617422,209.74919251106604,315.23344718541057,False,False,False,False,False,False,False,True,False,-26.47405788319367,ppv,549.4037004502353,True,False,False,False,"Paper, Forest & Jute Products",Paper & Paper Products,23.19262493934983,False,False
CAMPUS.NS,237.85000610351562,235.6374994913737,241.05833350287543,243.33120025634764,251.2790000406901,257.6082287597656,236.55015378774317,215.1999969482422,304.0646311576561,False,False,False,False,False,False,True,True,False,-15.232342765534202,ppv,345.4513857110979,False,False,False,False,Consumer Durables,Footwear,38.233867054827755,False,False
APTUS.NS,265.1000061035156,266.7083396911621,264.9454163445367,262.4169137573242,256.72379506429036,270.0813094329834,266.2079271841748,191.24135126964168,358.18094852268683,False,False,False,False,True,True,False,False,False,-14.269891438888216,ppv,94.6698276659059,False,False,False,False,Finance,Housing Finance Company,39.543910722950024,False,False
BHARATSE.NS,186.61000061035156,184.04833475748697,186.68472162882486,185.60719940185547,175.45213317871094,179.44209999084472,185.67797014424502,97.62942658522462,239.4499969482422,True,False,True,True,True,True,True,True,False,86.54421940749349,ppv,117.6729933284022,False,False,False,False,Auto Components,Auto Components & Equipments,95.09946627850559,True,False
SMARTWORKS.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,187.16781737308688,False,False,False,False,Commercial Services & Supplies,Diversified Commercial Services,,False,False
ALICON.NS,645.0499877929688,649.8041636149088,665.6547546386719,675.6290515136719,735.0196171061198,769.0799789428711,650.3289093929616,578.2026889823056,1018.832993642693,False,False,False,False,False,False,False,False,False,-24.20159387169273,ppv,153.80926938199553,False,False,False,False,Auto Components,Auto Components & Equipments,26.006792819019893,False,False
MANGLMCEM.NS,921.7999877929688,864.1333363850912,859.173607720269,876.1849951171876,818.4539986165364,801.8412487792968,879.0175621414272,679.3499755859375,967.9500122070312,True,True,True,True,True,True,True,True,True,26.764821712390983,ppv,233.41433448028232,False,False,False,False,Cement & Cement Products,Cement & Cement Products,80.88306647258612,True,True
MOREPENLAB.NS,53.15999984741211,50.933332761128746,46.201110945807564,45.06400001525879,41.56786669413248,43.508600063323975,50.941542504966876,33.04999923706055,66.11714848457837,True,False,False,True,True,True,True,True,False,-13.41644307678237,ppv,191.30066858748057,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,40.51431344007763,False,False
REPCOHOME.NS,420.0,389.7624969482422,387.3999989827474,393.93599792480467,392.9953802490234,392.5075988769531,394.0598202253951,333.6000061035156,454.18391734554797,True,True,False,True,True,False,True,True,True,1.968991337137549,ppv,1139.694104914421,True,False,False,False,Finance,Housing Finance Company,60.55312954876274,False,False
BORORENEW.NS,615.7000122070312,576.0375061035156,539.6152809990776,531.8670013427734,508.96166748046875,537.3115005493164,586.7983499039935,374.3999938964844,721.0,True,False,False,False,True,True,True,True,False,16.016581504588444,ppv,113.81289625823217,False,False,False,False,Industrial Products,Glass - Industrial,74.13876758854924,True,False
FUSION.NS,192.77000427246094,177.18666712443033,182.96055560641818,183.76680084228516,173.8188001505534,176.10904998779296,179.95213113570807,136.5,224.77000427246094,True,False,True,True,True,True,True,True,False,2.156866661389034,ppv,453.40065679250534,True,False,False,False,Finance,Microfinance Institutions,60.84425036390102,False,False
ETHOSLTD.NS,2436.89990234375,2407.2749837239585,2378.6805555555557,2410.52,2553.879990234375,2586.9164904785157,2412.707228636071,1919.4000244140625,3245.89990234375,False,False,False,False,True,False,True,True,False,-9.844620705003704,ppv,128.4983555660186,False,False,False,False,Consumer Durables,"Gems, Jewellery And Watches",45.463367297428434,False,False
GNA.NS,436.70001220703125,394.2308934529622,381.52865261501734,395.5812023925781,375.25914286295574,359.2320544433594,406.6922327074654,289.7233688082436,466.65519277373505,True,True,True,True,True,True,True,True,False,38.92296106633073,ppv,250.36541269824224,False,False,False,False,Auto Components,Auto Components & Equipments,86.07472100921882,True,True
NAZARA.NS,300.6499938964844,293.63333384195965,284.1888885498047,280.02259948730466,264.1037331136068,265.5922998046875,294.2319675752108,215.6999969482422,363.25,True,False,False,True,True,True,True,True,False,-8.845605163574955,ppv,75.9668574051082,False,False,False,False,Entertainment,Digital Entertainment,46.724890829694324,False,False
CAMS.NS,798.2999877929688,790.0249989827474,782.7583380805122,776.327001953125,735.8431412760417,744.0984204101562,798.0569710391542,611.4000244140625,860.9350840264851,True,False,False,True,True,True,True,True,False,-3.492135802788876,ppv,103.65319304283283,False,True,False,False,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",53.42066957787481,False,False
RAMCOIND.NS,342.75,297.72083536783856,292.19861263699,286.232001953125,294.3624010213216,307.4573009490967,305.3311385266581,230.64999389648438,398.04998779296875,True,False,False,False,True,True,True,True,False,35.721077497478774,ppv,3838.923969939932,True,False,False,False,Other Construction Materials,Other Construction Materials,84.9102377486657,True,False
BIL.NS,805.25,717.8958333333334,724.2166663275825,738.5640014648437,756.2760009765625,775.7595007324219,739.3428359691659,602.0,984.75,True,False,False,False,True,True,True,True,False,15.035714285714285,ppv,1671.8564950948742,False,False,False,False,Consumer Durables,Leather And Leather Products,73.60504609412907,True,False
DYCL.NS,377.3999938964844,341.02916717529297,332.8097229003906,343.46440063476564,319.05279947916665,340.7025993347168,351.8120574178421,236.8000030517578,526.75,True,False,False,True,True,True,False,True,False,-17.79568963643401,ppv,471.3341551017591,True,False,False,False,Industrial Products,Cables - Electricals,34.449296458030084,False,False
INDIANHUME.NS,332.54998779296875,312.8999964396159,314.4583290947808,318.5859979248047,353.206665242513,356.9852491760254,319.1959529902286,279.79998779296875,472.82485677156683,False,False,False,False,True,False,False,True,False,-16.990729423626693,ppv,137.8799148654011,False,False,False,False,Industrial Manufacturing,Industrial Products,35.85638039786511,False,False
