symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
HOACFOODS.NS,2026-09-07,990.0,891.1500040690104,799.9319474962023,770.0410034179688,561.8443351236979,505.3967510986328,920.1139466090119,215.0,1010.0,True,True,True,True,True,True,True,True,False,346.1469252954697,red,145.08928571428572,False,False,False,False,Hoac Foods,Food Products,Other Food Products,99.76689976689977,True,True,,,,,5
543286.BO,2026-09-04,101.55000305175781,101.55000305175781,101.55000305175781,98.77080215454102,63.81506787618002,57.929800758361814,101.54595485469478,24.700000762939453,101.55000305175781,True,True,True,True,True,True,True,True,False,306.20001220703125,dry,0.0,False,False,True,False,Artemis ADR Marketplace,Food Products,Other Food Products,99.53379953379954,True,True,,,,,—
SILKFLEX.NS,2026-09-07,292.6000061035156,249.875,218.04583231608072,216.28799926757813,179.43433319091798,157.35899993896484,259.7728312546571,76.0,302.70001220703125,True,True,True,True,True,True,True,True,False,265.75000762939453,green,360.2811950790861,False,False,True,False,Silkflex Polymer,Chemicals & Petrochemicals,Specialty Chemicals,99.3006993006993,True,True,,,,,5
SMVD.NS,2026-09-04,17.0,16.8125,15.426389111412895,14.776000175476074,12.018333371480306,10.928500051498412,16.775572244161047,5.599999904632568,17.049999237060547,True,True,True,True,True,True,True,True,False,123.68421333318275,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial,98.13519813519814,True,True,,,,,5
542477.BO,2026-09-04,22.0,22.0,22.0,21.413800048828126,17.116666984558105,15.654750266075133,21.999261277766553,10.140000343322754,24.260000228881836,True,True,True,True,True,True,True,True,False,116.96251730885909,dry,0.0,False,False,False,False,Gleam Up Jwel Limiteed,Commercial Services & Supplies,Trading & Distributors,97.66899766899768,True,True,,,,,—
544000.BO,2026-09-04,40.7599983215332,37.330000241597496,32.62694448894925,30.85720001220703,23.44046666463216,21.959899921417236,38.21756123120764,15.680000305175781,40.7599983215332,True,True,True,True,True,True,True,True,False,114.5263069554379,dry,0.0,False,False,True,False,City Crops Agro,Agricultural Food & other Products,Other Agricultural Products,97.43589743589743,True,True,,,,,—
VILINBIO.NS,2026-09-04,54.25,45.57499980926514,43.45694435967339,43.90099990844727,41.430333353678385,36.77249999046326,47.74443819937325,18.950000762939453,54.400001525878906,True,True,True,True,True,True,True,True,False,108.65384615384616,ppv,395.3488372093023,True,False,True,False,Vilin Bio Med,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.2027972027972,True,True,,,,,5
543310.BO,2026-09-04,81.0,80.92916742960612,78.10916646321614,75.30639984130859,56.01699996948242,54.339049911499025,80.73036224771832,37.268280029296875,83.0,True,True,True,True,True,True,True,True,False,96.35866086341845,dry,0.0,False,False,False,False,Times Green Ener,Agricultural Food & other Products,Other Agricultural Products,96.5034965034965,True,True,,,,,—
543312.BO,2026-09-04,205.0,202.25,199.58333333333334,194.28,164.83333333333334,159.41,203.2876553109502,106.0,210.0,True,True,True,True,True,True,True,True,False,90.25522041763341,dry,0.0,False,False,True,False,Focus Business,IT - Software,Computers - Software & Consulting,96.27039627039628,True,True,,,,,—
ONDOOR.NS,2026-09-07,295.1000061035156,292.1208305358887,263.0333324008518,245.8039993286133,187.96799952189127,171.30999977111816,289.28526233636603,100.0,340.0,True,True,True,True,True,True,True,True,False,89.83596776896083,noise,27.972027972027973,False,False,False,False,On Door Concepts,Retailing,Diversified Retail,96.03729603729604,True,True,,,,,20
