rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,RPTECH.NS,2026-09-08,817.9500122070312,814.8666687011719,829.1129167344835,811.3283605957031,583.5298380533854,524.813189086914,823.8420091300786,291.5795215388977,965.4798808795799,True,True,True,True,True,True,True,False,False,172.1882166466032,red,122.11638414389097,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.49553361542078,True,True,5431.66,113.53,1388030.0,2.0902,20,72.6,45.4,96.5,63.4,65.7,78.72340425531915,actionable,confirmed_uptrend,1.0,70.2,A
2,MTARTECH.NS,2026-09-08,7799.5,7047.75,6596.388888888889,6689.95,5828.797333984375,4997.136999511718,7128.428291407386,1400.0,8714.0,True,True,True,True,True,True,True,True,False,453.9417613636363,ppv,115.84457526827964,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,99.8589562764457,True,True,23990.94,489.63,627766.0,2.0409,5,69.7,58.5,78.5,73.0,50.0,76.59574468085107,watch — approaching pivot,confirmed_uptrend,1.0,67.5,B
3,TALBROAUTO.NS,2026-09-08,424.0,412.51666259765625,413.34444342719183,411.86699951171875,338.22879903157553,321.52909881591796,416.0546407641626,219.89999389648438,451.6000061035156,True,True,True,True,True,True,True,True,False,45.25477184600663,noise,68.83084151942714,False,True,False,False,,Auto Components,Auto Components & Equipments,86.60084626234132,True,True,2617.27,11.99,282872.0,0.4583,20,52.4,59.7,84.9,81.8,71.2,61.702127659574465,actionable,confirmed_uptrend,1.0,67.5,B
4,ICIL.NS,2026-09-08,450.8500061035156,439.0375010172526,418.8644443088108,418.0606756591797,334.843098042806,319.233916015625,441.03955812718425,216.04358355223812,474.6499938964844,True,True,True,True,True,True,True,True,False,92.5624151667221,noise,26.342182349116005,False,True,False,False,,Textiles & Apparels,Other Textile Products,94.64033850493652,True,True,8929.28,57.61,1277830.0,0.6452,20,77.5,37.1,74.5,84.0,76.2,57.446808510638306,actionable,confirmed_uptrend,1.0,66.5,B
5,SIGMAADV.NS,2026-09-08,777.1500244140625,749.1958414713541,672.7416687011719,640.7770007324219,401.56100006103514,348.05100044250486,751.7806497597229,136.0,801.0,True,True,True,True,True,True,True,True,False,443.19562775510343,noise,50.18146835826669,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,99.8119417019276,True,True,13696.47,26.86,345580.0,0.1961,5,69.6,70.0,94.8,88.0,0.0,72.3404255319149,extended,confirmed_uptrend,1.0,66.4,B
6,MIDHANI.NS,2026-09-08,477.0,422.97083282470703,416.8180567423503,417.0480017089844,388.8019842529297,374.3886975097656,428.9299833168546,266.6499938964844,482.3999938964844,True,True,True,True,True,True,True,True,False,26.895154219355845,ppv,2082.106005211975,True,False,True,False,,Aerospace & Defense,Aerospace & Defense,80.30089327691584,True,True,8936.12,51.06,1070367.0,0.5713,20,54.0,47.1,87.5,97.8,51.0,72.3404255319149,actionable,confirmed_uptrend,1.0,66.2,B
7,KABRAEXTRU.NS,2026-09-08,656.4500122070312,599.1291707356771,498.02777777777777,443.4750006103516,305.3337997436523,283.7762997436523,596.8356021864732,180.0,677.75,True,True,True,True,True,True,True,True,False,140.41385883699914,ppv,141.01106788700042,False,False,True,False,,Industrial Manufacturing,Industrial Products,97.69628584861307,True,True,2295.79,18.8,286380.0,0.8189,20,94.6,35.4,90.0,93.7,0.0,80.85106382978722,extended,confirmed_uptrend,1.0,65.6,B
8,EBGNG.NS,2026-09-08,665.1500244140625,616.0833282470703,579.2194451226128,588.7259997558593,467.6906667073568,424.6614998626709,622.9289277705681,239.0,689.5,True,True,True,True,True,True,True,True,False,82.60810553577555,ppv,241.95977751612722,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,93.70004701457452,True,True,7583.48,52.68,791959.0,0.6946,10,55.3,45.0,87.5,86.9,50.0,78.72340425531915,actionable,confirmed_uptrend,1.0,65.5,B
9,NITINSPIN.NS,2026-09-08,655.0999755859375,626.7916717529297,580.1152801513672,572.3730017089844,483.5900008138021,442.9307508850098,628.8698446967543,302.20001220703125,664.4000244140625,True,True,True,True,True,True,True,True,False,98.545219381561,ppv,264.27818313442657,False,False,True,False,,Textiles & Apparels,Other Textile Products,95.29854254818993,True,True,3682.97,11.49,175330.0,0.3119,20,84.7,56.8,90.0,97.2,0.0,57.446808510638306,extended,confirmed_uptrend,1.0,64.8,B
10,SAIL.NS,2026-09-08,186.10000610351562,192.03666559855142,177.22999996609158,174.09439971923828,173.34066650390625,165.16329982757568,190.29030750189514,124.0,209.6999969482422,True,True,True,True,True,True,True,False,False,41.5747511784208,noise,97.12053421523518,False,False,False,False,,Ferrous Metals,Iron & Steel,85.56652562294312,True,True,76869.08,358.04,19239088.0,0.4658,No Band,36.3,62.6,41.5,71.5,100.0,89.36170212765957,actionable,confirmed_uptrend,1.0,64.2,B
11,KODYTECH.NS,2026-09-04,1569.949951171875,1470.0541483561199,1391.2555508083767,1325.6549926757812,986.8189965820312,963.0974978637695,1494.9636497014362,556.0499877929688,1596.0,True,True,True,True,True,True,True,True,False,115.48966817332595,noise,22.725551094614044,False,False,True,False,,IT - Software,Computers - Software & Consulting,96.23883403855194,True,True,4525.38,8.45,23796.0,0.1867,5,91.2,27.1,79.8,96.7,0.0,91.48936170212765,extended,confirmed_uptrend,1.0,63.4,B
12,RSWM.NS,2026-09-08,225.6999969482422,204.7966677347819,208.5002784729004,206.07379974365233,176.62206710815428,169.14690006256103,209.99026862924444,120.0,238.0,True,True,True,True,True,True,True,True,False,47.314135537998034,ppv,196.6690905293022,False,False,False,False,,Textiles & Apparels,Other Textile Products,86.97696285848613,True,True,1063.08,2.2,97387.0,0.2068,5,59.6,41.3,90.0,83.7,53.0,57.446808510638306,actionable,confirmed_uptrend,1.0,63.0,B
13,SBC.NS,2026-09-08,46.77000045776367,42.1766668955485,41.393888897366,41.59540000915527,36.60866672515869,34.46750002861023,43.21479171128458,20.079999923706055,47.58000183105469,True,True,True,True,True,True,True,True,False,128.92804581072306,noise,98.16080040644512,False,False,True,False,,Textiles & Apparels,Garments & Apparels,97.13211095439587,True,True,2227.14,47.92,10246909.0,2.1519,20,63.3,47.1,70.6,96.6,49.0,57.446808510638306,actionable,confirmed_uptrend,1.0,62.3,B
14,MMP.NS,2026-09-08,478.5,401.1410827636719,345.13203684488934,326.15579895019533,276.47526763916017,270.4996368408203,406.07999442490564,184.26453135354302,485.0,True,True,True,True,True,True,True,True,False,70.8452068999746,ppv,501.36557827915516,True,False,True,False,,Non - Ferrous Metals,Aluminium,92.1485660554772,True,True,1215.52,3.57,74601.0,0.2937,20,81.7,27.1,87.5,97.3,0.0,85.1063829787234,extended,confirmed_uptrend,1.0,62.0,B
15,KMEW.NS,2026-09-08,2985.60009765625,2928.2916666666665,2691.8916761610244,2591.8820068359373,2078.953328450521,1983.0614947509766,2950.7571750989014,851.6500244140625,3175.0,True,True,True,True,True,True,True,True,False,244.3995862930349,noise,53.06777717252595,False,True,False,False,,Engineering Services,Dredging,99.10672308415609,True,True,7572.77,35.33,118337.0,0.4665,20,69.3,45.4,75.0,82.1,0.0,97.87234042553192,extended,confirmed_uptrend,1.0,61.0,B
16,RAYMOND.NS,2026-09-08,857.7999877929688,671.2833302815756,632.9263865152994,626.1989965820312,511.326332804362,490.81175018310546,707.0077280599121,320.0,869.0,True,True,True,True,True,True,True,True,False,40.23213514382675,ppv,1145.1976561209945,True,False,True,False,,Industrial Manufacturing,Industrial Products,85.049365303244,True,True,5708.78,71.55,834114.0,1.2533,20,65.1,39.3,90.0,97.4,0.0,80.85106382978722,extended,confirmed_uptrend,1.0,60.9,B
17,PARAS.NS,2026-09-08,1504.0,1450.2837422688801,1346.2094624837239,1321.4475805664063,973.4505977376302,899.2525936889648,1438.7194613677914,580.1009628646058,1583.9105379095645,True,True,True,True,True,True,True,True,False,127.7077560522224,green,155.2025147799771,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,97.03808180535967,True,True,12120.33,430.83,2864583.0,3.5546,10,83.1,18.8,74.0,83.9,40.4,72.3404255319149,actionable,confirmed_uptrend,1.0,60.7,B
18,OFSS.NS,2026-09-08,11780.0,11984.25,11656.694444444445,11575.64,9316.998056640625,8898.614587402344,11968.925650009047,6060.863819699785,12540.0,True,True,True,True,True,True,True,False,False,48.248305391469785,noise,31.786194656318674,False,False,False,False,,IT - Software,Software Products,87.35307945463093,True,True,102583.92,373.47,317037.0,0.3641,No Band,48.6,38.0,81.9,81.9,33.3,91.48936170212765,actionable,confirmed_uptrend,1.0,60.6,B
19,NELCO.NS,2026-09-08,973.0999755859375,935.7333323160807,956.8277740478516,941.4649987792968,760.8506174723308,754.1330281066895,942.4392272135397,499.3681252958441,1120.0,True,True,True,True,True,True,True,True,False,20.938964443803208,green,434.5339554212787,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,77.48001880582981,True,True,2220.46,56.11,576584.0,2.5268,20,37.5,41.3,69.0,67.8,81.5,78.72340425531915,actionable,confirmed_uptrend,1.0,60.3,B
20,INDSWFTLAB.NS,2026-09-08,388.29998779296875,357.20833587646484,290.8575019836426,271.99260162353517,187.69920018513997,165.08025016784669,360.3900945374746,87.1500015258789,401.45001220703125,True,True,True,True,True,True,True,True,False,280.1644704457691,ppv,150.56558018763462,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.3888105312647,True,True,3371.86,53.53,1378621.0,1.5876,20,82.9,35.4,97.5,93.4,0.0,51.06382978723404,extended,confirmed_uptrend,1.0,60.1,B
21,SIEMENS.NS,2026-09-08,3951.300048828125,4032.9749959309897,3908.121378580729,3803.3390380859373,3571.5682063802083,3452.704581298828,3991.6712122780064,2812.180840788319,4149.39990234375,True,True,True,True,True,True,True,False,False,28.539598784250543,noise,90.91709166778779,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,81.00611189468735,True,True,140713.9,147.47,373226.0,0.1048,No Band,29.9,65.4,54.5,84.5,64.1,76.59574468085107,actionable,confirmed_uptrend,1.0,60.1,B
22,SHILPAMED.NS,2026-09-08,959.9000244140625,913.8260345458984,779.8796929253472,733.5173754882812,525.1932094319661,472.25820190429687,921.9556980435802,259.33715759272434,980.0999755859375,True,True,True,True,True,True,True,True,False,126.87504584708864,noise,37.086234258631016,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.99106723084157,True,True,18773.9,171.38,1785344.0,0.9128,20,93.0,45.4,76.0,89.9,0.0,51.06382978723404,extended,confirmed_uptrend,1.0,59.8,B
23,HMT.NS,2026-09-08,68.11000061035156,64.69833374023438,61.853889041476776,62.90820030212402,59.547933425903324,56.48450002670288,65.5339194183149,41.0,72.94999694824219,True,True,True,True,True,True,True,True,False,20.442089353230376,green,151.64865866828566,False,True,False,False,,Industrial Manufacturing,Industrial Products,77.103902209685,True,True,8201.07,0.12,17505.0,0.0015,5,32.9,51.2,76.0,80.7,50.0,80.85106382978722,watch — approaching pivot,confirmed_uptrend,1.0,59.8,B
24,RML.NS,2026-09-08,1390.0,1162.7333272298176,1131.7718709309895,1154.5884326171874,938.8563798014322,893.1224945068359,1195.1484368430947,599.8542523291803,1423.5,True,True,True,True,True,True,True,True,False,67.52218585286933,ppv,200.83292607286376,False,False,True,False,,Auto Components,Auto Components & Equipments,91.63140573577809,True,True,3841.56,16.76,120550.0,0.4362,20,80.5,36.0,87.5,95.3,0.0,61.702127659574465,extended,confirmed_uptrend,1.0,59.7,B
25,TDPOWERSYS.NS,2026-09-08,768.7999877929688,747.191660563151,674.3893822564019,644.7898547363282,564.0746561686198,511.00985000610353,745.4121877188355,262.02388025030604,798.8499755859375,True,True,True,True,True,True,True,True,False,173.0056728351854,noise,78.0530164866412,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,98.54254818993888,True,True,24021.68,194.41,2528794.0,0.8093,20,66.6,37.1,52.5,86.5,50.0,76.59574468085107,watch — approaching pivot,confirmed_uptrend,1.0,59.6,B
26,RUBYMILLS.NS,2026-09-08,450.29998779296875,400.49166107177734,390.30694410536023,382.2330004882813,287.504333190918,269.45414993286136,408.929588035558,169.02000427246094,458.79998779296875,True,True,True,True,True,True,True,True,False,102.70087785948614,ppv,191.74751283736697,False,False,True,False,,Textiles & Apparels,Other Textile Products,95.62764456981664,True,True,1505.8,0.89,19758.0,0.0591,5,88.9,27.1,90.0,96.3,0.0,57.446808510638306,extended,confirmed_uptrend,1.0,59.6,B
27,SYRMA.NS,2026-09-08,1639.199951171875,1472.2833455403645,1429.9293348524307,1421.9377416992188,1126.3978865559895,1029.514217529297,1488.642883038259,633.8515990037583,1660.0,True,True,True,True,True,True,True,True,False,97.7640888396929,ppv,222.22712827189568,False,False,True,False,,Industrial Manufacturing,Industrial Products,95.20451339915374,True,True,31575.09,207.19,1263986.0,0.6562,20,58.8,31.6,97.5,97.5,0.0,80.85106382978722,extended,confirmed_uptrend,1.0,59.5,B
28,INDOTECH.NS,2026-09-08,3696.800048828125,3721.9833374023438,3611.5694376627603,3512.33599609375,2505.3619986979165,2260.994496459961,3681.620276646489,1100.0,4030.0,True,True,True,True,True,True,True,True,False,106.59438909075902,noise,92.55151636287408,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,95.81570286788904,True,True,3926.0,9.62,26025.0,0.2451,5,80.2,35.4,86.5,77.5,0.0,76.59574468085107,extended,confirmed_uptrend,1.0,59.5,B
29,MARINE.NS,2026-09-08,416.45001220703125,402.7041651407878,340.86250093248157,319.2390008544922,248.76653361002604,237.83145011901854,410.03993390092177,150.86000061035156,450.0,True,True,True,True,True,True,True,True,False,138.61710069806458,noise,48.520813047604925,False,False,False,False,,Industrial Manufacturing,Industrial Products,97.55524212505877,True,True,5524.84,42.74,1026178.0,0.7735,20,84.3,35.4,77.0,79.1,0.0,80.85106382978722,extended,confirmed_uptrend,1.0,59.4,B
30,MOTHERSON.NS,2026-09-08,163.85000610351562,165.0150006612142,160.4011116027832,155.76445220947267,137.73099075317384,132.26876781463622,164.11258519511267,94.63130395189249,173.27000427246094,True,True,True,True,True,True,True,False,False,67.03278139630386,noise,60.50048337441961,False,True,False,False,,Auto Components,Auto Components & Equipments,91.53737658674189,True,True,172554.23,306.8,18724435.0,0.1778,No Band,52.2,60.0,77.0,83.1,25.0,61.702127659574465,actionable,confirmed_uptrend,1.0,59.3,B
31,MOREPENLAB.NS,2026-09-08,117.16000366210938,106.58333396911621,83.2150002585517,76.88880027770996,54.09753349304199,50.56120008468628,109.53828691023261,33.04999923706055,122.55000305175781,True,True,True,True,True,True,True,True,False,138.66368567516295,noise,81.94265601143483,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.60225669957687,True,True,6419.83,249.97,21335907.0,3.8937,10,94.4,35.4,84.0,85.2,0.0,51.06382978723404,extended,confirmed_uptrend,1.0,59.0,B
32,IFCI.NS,2026-09-08,92.61000061035156,91.09083366394043,80.56027836269803,79.02100036621094,68.63900011698405,64.63145004272461,93.13245348562971,46.22999954223633,107.5,True,True,True,True,True,True,True,False,False,74.30829803978558,red,408.44104018293626,False,False,False,False,,Finance,Financial Institution,92.6657263751763,True,True,24952.05,611.93,66075811.0,2.4524,20,72.9,27.1,57.0,66.3,89.7,48.93617021276596,actionable,confirmed_uptrend,1.0,59.0,B
33,GVT&D.NS,2026-09-08,4750.0,4353.7166748046875,4298.935228135851,4372.861020507812,4298.565169270833,3956.672697753906,4396.4379031668395,2516.9699521199827,5636.049839022599,True,True,True,True,True,True,True,True,False,73.22409246548204,ppv,405.78411813387936,True,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,92.5716972261401,True,True,121622.1,465.7,980421.0,0.3829,No Band,52.7,47.1,69.9,62.6,50.0,76.59574468085107,watch — approaching pivot,confirmed_uptrend,1.0,59.0,B
