symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
543310.BO,2026-09-08,81.0,81.01250076293945,78.3091663784451,75.67319984436035,56.232166646321616,54.494049911499026,80.77938729358772,37.268280029296875,83.0,True,True,True,True,True,True,True,True,False,96.35866086341845,dry,0.0,False,False,False,False,Times Green Ener,Agricultural Food & other Products,Other Agricultural Products,94.9685534591195,True,True,,,,,—
SAAKSHI.NS,2026-09-08,333.79998779296875,301.0249989827474,296.20972018771704,296.7969989013672,243.40366577148438,227.90824928283692,308.648247311492,147.39999389648438,335.0,True,True,True,True,True,True,True,True,False,95.20467122395833,green,165.76454668470905,False,False,True,False,Saakshi Medtech,Electrical Equipment,Other Electrical Equipment,94.75890985324948,True,True,,,,,5
ONDOOR.NS,2026-09-08,294.5,296.2416636149089,264.880554623074,247.64199920654298,189.1263328552246,172.10749977111817,290.23339645702674,100.0,340.0,True,True,True,True,True,True,True,True,False,95.03311258278147,dry,5.391804457225018,False,True,False,False,On Door Concepts,Retailing,Diversified Retail,94.54926624737946,True,True,,,,,20
541799.BO,2026-09-08,20.100000381469727,19.37083339691162,15.000555674235025,13.941200046539306,12.025999959309896,11.141649956703185,19.377509351319322,7.909999847412109,20.100000381469727,True,True,True,True,True,True,True,True,False,87.49999888797306,dry,0.0,False,False,True,False,Sungold Media,Media,Advertising & Media Agencies,94.33962264150944,True,True,,,,,—
ABSMARINE.NS,2026-09-08,330.70001220703125,296.53333282470703,249.23611068725586,244.205,221.01866668701172,215.3579998779297,304.5797141115002,143.0500030517578,347.75,True,True,True,True,True,True,True,True,False,80.61168824869942,red,185.12556342562783,False,False,False,False,ABS Marine,Transport Services,Shipping,93.9203354297694,True,True,,,,,20
SSFL.NS,2026-09-08,276.0,252.20833460489908,249.19166861640082,257.11800201416014,177.87633407592773,165.93350059509277,257.7828897990361,86.0,295.1000061035156,True,True,True,True,True,True,True,True,True,78.7783920918154,noise,73.18348144276007,False,False,False,False,Srivari Spices &,Food Products,Other Food Products,93.71069182389937,True,True,,,,,5
OLIL.NS,2026-09-08,428.0,412.07083384195965,415.50972239176434,417.0539996337891,382.3353338623047,364.8244999694824,416.2629382383392,239.9499969482422,479.8999938964844,True,True,True,True,True,True,True,True,False,78.33333333333334,ppv,637.2258446947243,True,False,False,False,OneClick Logisti,Transport Services,Logistics Solution Provider,93.50104821802935,True,True,,,,,20
CPS.NS,2026-09-08,1195.0,1139.6500040690105,1076.1361083984375,1061.5349963378906,1053.9089973958332,1051.696997680664,1145.1697059526714,679.25,1349.25,True,True,True,True,True,True,True,True,False,63.51943349218232,noise,55.45286506469501,False,False,False,False,C P S Shapers,Textiles & Apparels,Garments & Apparels,92.66247379454927,True,True,,,,,5
MADHUSUDAN.NS,2026-09-08,238.5500030517578,224.60833485921225,229.10694461398654,232.455,178.15033345540365,165.56999996185303,229.31649775395914,108.5999984741211,260.0,True,True,True,True,True,True,True,True,False,55.9150346743515,noise,32.95978905735003,False,False,False,False,Madhusudan Masa,Food Products,Other Food Products,91.82389937106919,True,True,,,,,5
GRCL.NS,2026-09-08,575.0,569.9666697184244,554.6319478352865,568.2950024414063,488.6076678466797,457.9782511901856,568.4045863710397,306.6499938964844,629.2000122070312,True,True,True,True,True,True,True,True,False,55.405405405405396,noise,58.36575875486382,False,False,False,False,Gayatri Rubbers,Industrial Products,Rubber,91.61425576519916,True,True,,,,,5
543518.BO,2026-09-08,46.0,37.34916623433431,39.330833435058594,40.63120010375977,35.2720698038737,34.754900522232056,38.28452772357718,22.200000762939453,49.900001525878906,True,True,True,True,True,True,True,True,False,48.88587996440901,ppv,230.76923076923075,False,False,False,False,Eighty Jewellers,Consumer Durables,"Gems, Jewellery And Watches",91.19496855345912,True,True,,,,,—
ANLON.NS,2026-09-08,680.0,652.4166666666666,639.4027777777778,638.1290002441406,538.7423333740235,502.34649978637697,655.7999827643164,335.0,748.0,True,True,True,True,True,True,True,True,False,48.09975150588946,noise,59.38242280285036,False,False,False,False,Anlon Tech,Commercial Services & Supplies,Diversified Commercial Services,90.98532494758909,True,True,,,,,10
544052.BO,2026-09-08,44.29999923706055,40.76916662851969,37.784999741448296,39.487999725341794,31.203799934387206,30.64009991645813,42.45440109166624,18.0,47.880001068115234,True,True,True,True,True,True,True,True,False,47.32291216047355,noise,40.65040650406504,False,False,False,False,Benchmark Comp.,IT - Services,IT Enabled Services,90.77568134171908,True,True,,,,,—
COMMITTED.NS,2026-09-08,346.8999938964844,345.8249994913737,344.59583282470703,341.20399963378907,282.85833323160807,263.6297497558594,345.82232124849793,174.25,357.0,True,True,True,True,True,True,True,True,False,41.334961134567,green,100.76441973592773,False,False,False,False,Committed Cargo,Transport Services,Logistics Solution Provider,90.14675052410901,True,True,,,,,10
544160.BO,2026-09-08,67.44999694824219,68.46750036875407,54.170278019375274,45.924600219726564,32.004600035349526,30.18905002117157,67.40455130430628,10.729999542236328,75.6500015258789,True,True,True,True,True,True,True,True,False,40.667353232607816,noise,29.981549815498155,False,True,False,False,Jay Kailash,Food Products,Packaged Foods,89.72746331236897,True,True,,,,,—
VELS.NS,2026-09-08,73.0,73.0,73.0,72.30699966430664,65.72999946594238,63.87724960327149,72.9987065805041,39.75,73.0,True,True,True,True,True,True,True,True,False,39.71291866028708,dry,0.0,False,False,True,False,Vels Film,Entertainment,"Film Production, Distribution & Exhibition",89.09853249475891,True,True,,,,,5
SHERA.NS,2026-09-08,186.0,178.44999821980795,172.82777701483832,168.39999938964843,148.15233311971028,142.8942498779297,179.46568782021203,94.94999694824219,193.35000610351562,True,True,True,True,True,True,True,True,False,37.77777777777778,green,203.8295243977764,False,False,True,False,Shera Energy,Industrial Products,"Aluminium, Copper & Zinc Products",88.46960167714884,True,True,,,,,20
VINYAS.NS,2026-09-08,1587.5,1571.6291809082031,1398.5194566514756,1397.7030102539063,1188.8693367513022,1180.8907507324218,1547.2135168311297,809.0,1730.0,True,True,True,True,True,True,True,True,False,29.296297187411824,green,130.93059270730677,False,False,False,False,Vinyas Innovativ,Industrial Manufacturing,Industrial Products,87.21174004192872,True,True,,,,,20
SERVICE.NS,2026-09-08,70.80000305175781,68.49166679382324,63.84999995761447,61.176999969482424,55.039999898274736,52.55649995803833,68.95275306658796,39.20000076293945,73.0,True,True,True,True,True,True,True,True,False,28.727278275923297,dry,18.115942028985508,False,True,False,False,Service Care Ltd,Commercial Services & Supplies,Diversified Commercial Services,87.0020964360587,True,True,,,,,5
VERA.NS,2026-09-08,86.25,86.25,80.75138897365994,76.70200073242188,71.75966710408528,71.29475070953369,85.87473613698357,65.55000305175781,86.25,True,True,True,True,True,True,True,True,False,26.83823529411764,dry,0.0,False,False,True,False,Vera Synthetic,Textiles & Apparels,Other Textile Products,86.37316561844864,True,True,,,,,5
DYNAMIC.NS,2026-09-08,152.39999389648438,140.56249872843424,140.5375001695421,146.9229995727539,135.62966664632162,132.79899990081788,141.91464693008334,84.69999694824219,183.89999389648438,True,True,True,True,True,True,True,True,True,25.742572387659358,ppv,125.49537648612944,False,False,False,False,Dynamic Services,Commercial Services & Supplies,Diversified Commercial Services,85.9538784067086,True,True,,,,,5
539401.BO,2026-09-08,325.0,323.25,287.1555582682292,272.272001953125,271.45000040690104,269.0875003051758,321.9723613975817,209.0,325.0,True,True,True,True,True,True,True,True,False,22.180451127819545,dry,0.0,False,False,True,False,Patdiam Jeweller,Consumer Durables,"Gems, Jewellery And Watches",84.69601677148847,True,True,,,,,—
544151.BO,2026-09-08,113.5,113.71249961853027,105.41722234090169,101.49880020141602,85.53280026753744,84.48465028762817,112.72936535588784,60.0,127.98999786376953,True,True,True,True,True,True,True,True,False,15.993869974375063,dry,15.772870662460567,False,True,False,False,Chatha Foods,Food Products,Packaged Foods,82.80922431865828,True,True,,,,,—
ARABIAN.NS,2026-09-08,86.25,84.96666653951009,80.16944440205891,77.40799987792968,72.3519999186198,72.085,85.78571116958166,63.20000076293945,94.30000305175781,True,True,True,True,True,True,True,True,False,12.012987012987008,dry,0.0,False,False,False,False,Arabian Petrol.,Petroleum Products,Lubricants,81.13207547169812,True,True,,,,,20
PROPEQUITY.NS,2026-09-08,225.0,213.0,218.45833248562283,222.5159991455078,211.44299916585285,204.44749931335448,216.1997625315941,145.0,268.0,True,True,True,True,True,True,True,True,False,10.83743842364533,noise,476.1904761904762,False,False,False,False,P.E. Analytics,Realty,Real Estate related services,80.92243186582809,True,True,,,,,20
SABAR.NS,2026-09-08,9.5,8.041666706403097,6.869444436497158,6.356999998092651,5.7333333174387615,5.657249972820282,8.425812722143487,3.950000047683716,9.550000190734863,True,True,True,True,True,True,True,True,False,9.82659443878855,dry,0.0,False,False,True,False,Sabar Flex India,Industrial Products,Packaging,80.29350104821803,True,True,,,,,5
