symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
543897.BO,2026-09-08,638.4500122070312,578.1833445231119,495.4513914320204,452.9520013427734,307.78666798909506,269.22850048065186,588.3464468539087,91.94999694824219,638.4500122070312,True,True,True,True,True,True,True,True,False,496.9612252686695,ppv,65.359477124183,False,False,True,False,Sancode Tech.,IT - Services,IT Enabled Services,99.79035639412997,True,True,,,,,—
HOACFOODS.NS,2026-09-08,970.2000122070312,902.9166717529297,807.8000030517578,775.3380041503906,566.1390018717448,508.615251159668,929.22050399047,215.0,1010.0,True,True,True,True,True,True,True,True,False,348.4400207240234,red,186.4035087719298,False,False,False,False,Hoac Foods,Food Products,Other Food Products,99.37106918238993,True,True,,,,,5
DPEL.NS,2026-09-08,621.75,580.2083333333334,568.5319468180338,565.4760015869141,469.12066630045575,421.95674949645996,587.4288708159131,142.0,627.75,True,True,True,True,True,True,True,True,False,331.92081499213424,ppv,165.8551430310408,False,False,True,False,Divine Power,Industrial Products,Cables - Electricals,98.9517819706499,True,True,,,,,10
543286.BO,2026-09-08,101.55000305175781,101.55000305175781,101.55000305175781,99.36760223388671,64.25120122273763,58.21750078201294,101.54669089052442,24.700000762939453,101.55000305175781,True,True,True,True,True,True,True,True,False,306.20001220703125,dry,0.0,False,False,True,False,Artemis ADR Marketplace,Food Products,Other Food Products,98.74213836477988,True,True,,,,,—
SILKFLEX.NS,2026-09-08,296.54998779296875,257.0874989827474,220.89444308810764,217.9389990234375,180.79066645304363,158.4272498703003,266.4595869888956,76.0,302.70001220703125,True,True,True,True,True,True,True,True,False,253.0356997535342,green,191.32653061224488,False,False,True,False,Silkflex Polymer,Chemicals & Petrochemicals,Specialty Chemicals,98.53249475890985,True,True,,,,,5
543172.BO,2026-09-08,2254.60009765625,1964.2375081380208,1937.179175482856,1926.8650073242188,1419.1403369140626,1296.9632525634765,2010.6075115253257,595.0,2254.60009765625,True,True,True,True,True,True,True,True,False,234.08908338459918,ppv,585.5855855855856,True,False,True,False,Cospower Engine.,Industrial Manufacturing,Industrial Products,98.32285115303984,True,True,,,,,—
SHEETAL.NS,2026-09-08,350.0,339.0833333333333,322.44722239176434,314.57700012207033,277.4963337198893,250.3002502441406,340.5711396939967,113.56052623811316,352.0,True,True,True,True,True,True,True,True,False,180.07533520521542,noise,42.881646655231556,False,False,True,False,Sheetal Univer.,Agricultural Food & other Products,Other Agricultural Products,97.9035639412998,True,True,,,,,20
VILINBIO.NS,2026-09-08,59.75,47.12916660308838,43.94305547078451,44.29499992370606,41.595333353678384,36.95999999046326,49.92726761766902,18.950000762939453,59.75,True,True,True,True,True,True,True,True,False,141.9028265361453,ppv,374.4493392070484,True,False,True,False,Vilin Bio Med,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.27463312368972,True,True,,,,,5
AKIKO.NS,2026-09-08,427.75,406.21666717529297,366.5638893975152,346.2559991455078,272.8886664835612,268.6689999389648,405.8162803594354,175.0,434.95001220703125,True,True,True,True,True,True,True,True,False,141.66666666666666,noise,58.027079303675045,False,False,True,False,Akiko,Finance,Other Financial Services,97.06498951781971,True,True,,,,,10
SMVD.NS,2026-09-08,17.0,16.9375,15.493055767483181,14.885000171661376,12.078000036875407,10.982750051021576,16.81637729067722,5.599999904632568,17.049999237060547,True,True,True,True,True,True,True,True,False,123.68421333318275,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial,96.43605870020964,True,True,,,,,5
542477.BO,2026-09-08,22.0,22.0,22.0,21.524800033569335,17.185200316111246,15.708900265693664,21.999395590899905,10.140000343322754,24.260000228881836,True,True,True,True,True,True,True,True,False,116.96251730885909,dry,0.0,False,False,False,False,Gleam Up Jwel Limiteed,Commercial Services & Supplies,Trading & Distributors,96.0167714884696,True,True,,,,,—
544000.BO,2026-09-08,39.95000076293945,37.86833349863688,32.95722230275472,31.12060001373291,23.593000005086264,22.059899921417237,38.53255023697706,15.680000305175781,40.7599983215332,True,True,True,True,True,True,True,True,False,110.26316191020764,dry,0.0,False,False,False,False,City Crops Agro,Agricultural Food & other Products,Other Agricultural Products,95.80712788259959,True,True,,,,,—
MAHICKRA.NS,2026-09-08,300.0,289.6125005086263,274.92777887980145,268.5850006103516,233.92977416992187,213.9382582092285,291.112684858333,130.91812553661782,308.79998779296875,True,True,True,True,True,True,True,True,False,100.12507817385865,dry,11.682242990654206,False,False,True,False,Mahickra Chem.,Chemicals & Petrochemicals,Dyes And Pigments,95.38784067085953,True,True,,,,,20
543312.BO,2026-09-08,215.0,203.5,199.91666666666666,195.18,165.31333333333333,159.81,205.41717252714108,106.0,215.0,True,True,True,True,True,True,True,True,False,99.53596287703017,green,312.50000000000006,False,False,True,False,Focus Business,IT - Software,Computers - Software & Consulting,95.17819706498952,True,True,,,,,—
