symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
AJANTPHARM.NS,2026-09-15,3510.39990234375,3529.366658528646,3524.5736423068574,3483.4827490234375,3135.016634114583,3022.3204931640626,3531.2123572120554,2283.1397649802702,3796.0,True,True,True,True,True,True,True,False,False,38.10992451143653,noise,85.20398981277984,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,85.83815028901735,True,True,,,,,20
ARIES.NS,2026-09-15,473.29998779296875,482.25833384195965,418.0666673448351,396.9620001220703,364.7043320719401,354.0782489013672,476.4492420831727,285.3500061035156,517.9000244140625,True,True,True,True,True,True,True,False,False,13.10124370504857,noise,32.29511414353819,False,True,False,False,,Fertilizers & Agrochemicals,Fertilizers,74.61464354527938,True,True,,,,,5
BLSE.NS,2026-09-15,310.1000061035156,320.5375264485677,312.92388916015625,300.2810626220703,225.05108571370442,216.59516052246093,317.08017313528217,124.10545376214952,330.7814213322901,True,True,True,True,True,True,True,False,False,63.62319325988235,noise,45.00385422874393,False,True,False,False,,IT - Services,IT Enabled Services,91.8111753371869,True,True,,,,,20
DCMNVL.NS,2026-09-15,172.60000610351562,183.47666803995767,169.4686105516222,163.46679962158203,145.9527998860677,142.25295013427734,179.19967597178044,95.5999984741211,198.5800018310547,True,True,True,True,True,True,True,False,False,8.847826279411453,noise,62.978196829190246,False,True,False,False,,Textiles & Apparels,Other Textile Products,71.53179190751445,True,True,,,,,5
DYNAMATECH.NS,2026-09-15,12071.0,11681.666666666666,11270.381510416666,11035.3528515625,10619.57267578125,10205.558640136718,11739.450729639495,6613.373792726331,12865.829460466755,True,True,True,True,True,True,True,True,False,80.88501146454443,red,137.75981524249423,False,True,False,False,,Industrial Manufacturing,Industrial Products,94.02697495183044,True,True,,,,,20
KAMDHENU.NS,2026-09-15,38.65999984741211,38.050000508626304,35.87277762095133,35.01699993133545,27.656533342997232,26.65100003242493,38.358137201685764,16.149999618530273,40.95000076293945,True,True,True,True,True,True,True,True,False,35.01470116077221,noise,51.903698615206416,False,True,False,False,,Industrial Products,Iron & Steel Products,84.48940269749518,True,True,1089.76,3.53,913079.0,0.3239,5
KANORICHEM.NS,2026-09-15,178.1199951171875,162.32416407267252,155.77472093370227,151.03019882202148,107.72906649271647,99.136399974823,165.68927293568413,56.0,180.99000549316406,True,True,True,True,True,True,True,True,False,109.35589008435196,green,159.78124450706815,False,True,True,False,,Industrial Manufacturing,Industrial Products,96.33911368015414,True,True,778.27,0.86,48073.0,0.11,5
ONDOOR.NS,2026-09-11,288.0,294.59166208902997,269.7194430033366,252.74999908447265,192.55633275349936,174.39924964904785,290.0326392420265,100.0,340.0,True,True,True,True,True,True,True,False,False,84.61538461538463,dry,5.52689756816507,False,True,False,False,,Retailing,Diversified Retail,94.50867052023122,True,True,270.79,0.83,17404.0,0.3081,20
PRIZOR.NS,2026-09-11,1200.0,1169.941670735677,988.7430555555555,941.7269995117188,690.9856665039063,588.7269997406006,1176.8804097869042,216.64999389648438,1248.8499755859375,True,True,True,True,True,True,True,True,False,292.156862745098,noise,47.92332268370607,False,True,False,False,,Industrial Manufacturing,Industrial Products,99.47013487475915,True,True,194.79,0.31,16793.0,0.1571,2
RACLGEAR.NS,2026-09-15,1755.199951171875,1592.6416524251301,1464.7472195095486,1423.4219970703125,1348.8226969401042,1273.762673034668,1624.6852605895274,897.0125493438334,1856.0,True,True,True,True,True,True,True,True,False,93.21857610900204,red,312.15574776216454,False,True,False,False,,Auto Components,Auto Components & Equipments,95.32755298651252,True,True,2072.7,10.01,57011.0,0.4828,20
