symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
543897.BO,2026-09-15,690.9500122070312,619.1875152587891,526.4972262912327,481.29100219726564,322.25733489990233,278.4995008468628,635.7482505594771,91.94999694824219,690.9500122070312,True,True,True,True,True,True,True,True,False,498.7435035276693,ppv,480.7692307692308,False,False,True,False,Sancode Tech.,IT - Services,IT Enabled Services,99.61612284069098,True,True,,,,,—
543286.BO,2026-09-15,101.55000305175781,101.55000305175781,101.55000305175781,101.23480255126952,66.41986796061198,59.65600090026855,101.54878865502216,24.700000762939453,101.55000305175781,True,True,True,True,True,True,True,True,False,275.2771805467634,dry,0.0,False,False,True,False,Artemis ADR Marketplace,Food Products,Other Food Products,98.84836852207293,True,True,,,,,—
543172.BO,2026-09-15,2550.0,2143.6541646321616,1995.316674126519,1967.3150048828124,1459.924669596354,1326.4165020751952,2260.6342080960894,595.0,2646.0,True,True,True,True,True,True,True,True,False,270.63953488372096,ppv,462.32876712328766,False,False,True,False,Cospower Engine.,Industrial Manufacturing,Industrial Products,98.65642994241843,True,True,,,,,—
DPEL.NS,2026-09-15,629.0,602.4333343505859,575.606947157118,575.8780029296875,478.32866638183594,429.0724996185303,613.5580941138087,158.0,655.0,True,True,True,True,True,True,True,True,False,228.54531732901927,red,117.48757342973339,False,False,False,False,Divine Power,Industrial Products,Cables - Electricals,98.46449136276392,True,True,,,,,10
536737.BO,2026-09-15,63.20000076293945,58.55666732788086,64.90333292219374,60.37899955749512,37.320200220743814,33.0001503944397,59.92645986091635,20.040000915527344,82.08999633789062,True,True,True,True,True,True,True,True,False,215.3692508764857,green,277.77777777777777,False,False,False,False,Amrapali Capital,Finance,Non Banking Financial Company (NBFC),98.2725527831094,True,True,,,,,—
SHEETAL.NS,2026-09-15,355.0,345.1374994913737,328.9611112806532,319.2740002441406,281.2376670328776,254.48875030517578,347.13559507767997,121.0,360.0,True,True,True,True,True,True,True,True,False,190.44323426152746,noise,87.3015873015873,False,False,True,False,Sheetal Univer.,Agricultural Food & other Products,Other Agricultural Products,97.88867562380038,True,True,,,,,20
ACCENTMIC.NS,2026-09-15,686.5499877929688,642.9583333333334,582.4972203572592,561.4924182128906,460.27636983235675,429.322958984375,662.2706676213176,237.53315895751183,731.7000122070312,True,True,True,True,True,True,True,True,False,154.11738739113224,red,213.8307552320291,False,False,False,False,Accent Microcell,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.50479846449136,True,True,,,,,20
VILINBIO.NS,2026-09-15,59.0,52.57500012715658,45.66666656070285,45.40699996948242,42.231333363850915,37.68274998664856,54.81367406422737,18.950000762939453,60.95000076293945,True,True,True,True,True,True,True,True,False,151.59913893582475,noise,21.551724137931032,False,True,False,False,Vilin Bio Med,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.31285988483685,True,True,,,,,5
PCCL.NS,2026-09-15,435.75,423.64583587646484,349.75833468967016,323.0270016479492,277.6890008544922,260.3745006561279,422.84489454465114,168.39999389648438,451.04998779296875,True,True,True,True,True,True,True,True,False,133.52089268328822,noise,73.88092133854846,False,False,False,False,Petro Carbon,Minerals & Mining,Industrial Minerals,96.54510556621881,True,True,,,,,20
544000.BO,2026-09-15,42.380001068115234,40.0616668065389,34.464166747199165,32.36940002441406,24.204800033569335,22.496149921417235,40.39152300813678,15.680000305175781,42.380001068115234,True,True,True,True,True,True,True,True,False,123.05263720060648,dry,0.0,False,False,True,False,City Crops Agro,Agricultural Food & other Products,Other Agricultural Products,95.96928982725528,True,True,,,,,—
541799.BO,2026-09-15,21.049999237060547,20.09166669845581,15.989722304873997,14.696600017547608,12.323933270772299,11.372899947166443,19.98461405354852,7.909999847412109,21.049999237060547,True,True,True,True,True,True,True,True,False,117.23426365956442,dry,0.0,False,False,True,False,Sungold Media,Media,Advertising & Media Agencies,95.77735124760078,True,True,,,,,—
542477.BO,2026-09-15,22.0,22.0,22.0,21.96,17.527866973876954,15.979650263786317,21.999778394713772,10.140000343322754,24.260000228881836,True,True,True,True,True,True,True,True,False,116.96251730885909,dry,0.0,False,False,False,False,Gleam Up Jwel Limiteed,Commercial Services & Supplies,Trading & Distributors,95.58541266794626,True,True,,,,,—
SSFL.NS,2026-09-15,324.8500061035156,275.6333363850911,253.5319463941786,259.03800201416016,183.52866760253906,168.84550071716308,286.20008759486086,86.0,329.29998779296875,True,True,True,True,True,True,True,True,False,115.7841283999169,ppv,128.9134438305709,False,False,True,False,Srivari Spices &,Food Products,Other Food Products,95.39347408829175,True,True,,,,,5
543312.BO,2026-09-15,230.0,216.25,204.75,200.78,168.25333333333333,162.035,220.98675960133835,108.0999984741211,230.0,True,True,True,True,True,True,True,True,False,112.76596045009333,dry,0.0,False,False,True,False,Focus Business,IT - Software,Computers - Software & Consulting,95.00959692898272,True,True,,,,,—
SAAKSHI.NS,2026-09-15,362.0,320.5874964396159,301.66944291856555,300.47599853515624,247.52733235677084,231.26274925231934,331.3972151110427,147.39999389648438,362.6499938964844,True,True,True,True,True,True,True,True,False,109.55137481910273,green,206.55737704918033,False,False,True,False,Saakshi Medtech,Electrical Equipment,Other Electrical Equipment,94.6257197696737,True,True,,,,,5
AKIKO.NS,2026-09-15,430.0,413.1000010172526,376.70138973659937,357.8729992675781,278.87533315022785,271.68474990844726,419.5345683654296,190.25,438.95001220703125,True,True,True,True,True,True,True,True,False,99.95349634871124,dry,9.578544061302683,False,True,False,False,Akiko,Finance,Other Financial Services,94.43378119001919,True,True,,,,,10
MAHICKRA.NS,2026-09-15,305.95001220703125,296.8583348592122,280.3736122979058,271.9360009765625,237.3177064005534,216.79026260375977,297.98984935711724,130.91812553661782,308.79998779296875,True,True,True,True,True,True,True,True,False,97.51055263383162,dry,0.0,False,True,True,False,Mahickra Chem.,Chemicals & Petrochemicals,Dyes And Pigments,94.04990403071018,True,True,,,,,20
544023.BO,2026-09-15,1159.8499755859375,1005.5416564941406,886.3986104329427,850.1930004882812,673.2480008951823,624.4500006103516,1019.624822772529,438.6499938964844,1223.949951171875,True,True,True,True,True,True,True,True,False,92.29875298648757,ppv,205.9308072487644,False,False,True,False,Kalyani Cast-Tec,Industrial Manufacturing,Industrial Products,93.85796545105566,True,True,,,,,—
OLIL.NS,2026-09-15,443.5,419.9083302815755,416.3249994913737,418.0349993896484,386.0626668294271,366.9509999084473,425.04552895580207,246.0,479.8999938964844,True,True,True,True,True,True,True,True,False,73.92156862745098,dry,14.594279042615293,False,False,False,False,OneClick Logisti,Transport Services,Logistics Solution Provider,92.13051823416507,True,True,,,,,20
544091.BO,2026-09-15,619.2000122070312,483.8666687011719,458.13611094156903,457.15399963378906,398.0603334554036,391.93100021362307,511.5762441982739,258.54998779296875,628.5,True,True,True,True,True,True,True,True,False,61.01938157917501,ppv,507.19424460431657,True,False,True,False,Qualitek Labs,Commercial Services & Supplies,Consulting Services,90.97888675623801,True,True,,,,,—
544052.BO,2026-09-15,46.91999816894531,44.53249931335449,38.33499972025553,39.867799606323246,31.73306655883789,30.967349891662597,44.657943605273694,18.0,47.880001068115234,True,True,True,True,True,True,True,True,False,60.85018185199302,dry,0.0,False,False,False,False,Benchmark Comp.,IT - Services,IT Enabled Services,90.7869481765835,True,True,,,,,—
MADHUSUDAN.NS,2026-09-15,240.0,231.5,229.50833341810437,233.58,180.85433349609374,167.86699993133544,233.85105067036403,108.5999984741211,260.0,True,True,True,True,True,True,True,True,True,59.946681185481275,noise,75.58790593505039,False,False,False,False,Madhusudan Masa,Food Products,Other Food Products,90.59500959692899,True,True,,,,,5
544037.BO,2026-09-15,2296.75,2187.6250203450522,1987.7611185709636,1926.7040087890625,1658.5656656901042,1600.6989978027343,2220.5886872546907,1065.0,2408.0,True,True,True,True,True,True,True,True,False,57.32781028257081,noise,73.65541292126386,False,False,False,False,Amic Forging,Industrial Products,Castings & Forgings,90.21113243761995,True,True,,,,,—
SEL.NS,2026-09-15,363.8500061035156,321.9000015258789,289.4416673448351,271.898000793457,213.0470001220703,212.78900024414062,331.2446807542284,115.25,369.0,True,True,True,True,True,True,True,True,False,51.60416920979818,noise,45.43025120256547,False,False,True,False,Sungarner Energ.,Electrical Equipment,Other Electrical Equipment,88.67562380038387,True,True,,,,,5
GRCL.NS,2026-09-15,577.5,572.3458353678385,550.4180569118923,567.5780017089844,493.1716676839193,461.6647509765625,569.9066079963479,306.6499938964844,629.2000122070312,True,True,True,True,True,True,True,True,False,48.07692307692308,dry,0.0,False,True,False,False,Gayatri Rubbers,Industrial Products,Rubber,88.29174664107485,True,True,,,,,5
SABAR.NS,2026-09-15,9.5,8.958333373069763,7.494444449742635,6.731999998092651,5.866666650772094,5.729749975204467,9.106151563354778,3.950000047683716,9.5,True,True,True,True,True,True,True,True,False,40.74074074074075,dry,0.0,False,False,True,False,Sabar Flex India,Industrial Products,Packaging,86.9481765834933,True,True,,,,,2
ANLON.NS,2026-09-15,672.75,655.5333353678385,642.2763892279731,640.5190014648438,546.3830002848307,507.7917498779297,664.4582979366509,335.0,748.0,True,True,True,True,True,True,True,True,False,38.42592592592593,noise,62.58692628650904,False,False,False,False,Anlon Tech,Commercial Services & Supplies,Diversified Commercial Services,86.37236084452975,True,True,,,,,10
543518.BO,2026-09-15,42.0,39.149166425069176,38.98777802785238,40.63160011291504,35.551239547729494,34.824647188186646,40.37981609908856,22.200000762939453,49.900001525878906,True,True,True,True,True,True,True,True,True,38.16778766978972,dry,0.0,False,False,False,False,Eighty Jewellers,Consumer Durables,"Gems, Jewellery And Watches",86.18042226487525,True,True,,,,,—
543916.BO,2026-09-15,435.04998779296875,406.31666564941406,379.3333341810438,378.27600036621095,341.32533447265627,326.75400115966795,424.80731760289405,215.0,497.0,True,True,True,True,True,True,True,True,False,35.78339453200046,noise,50.56398288603656,False,False,False,False,Hemant Surgical,Healthcare Equipment & Supplies,Medical Equipment & Supplies,85.6046065259117,True,True,,,,,—
VELS.NS,2026-09-15,73.0,73.0,73.0,72.62199981689453,66.26899950663248,64.10924962997437,72.99952577054587,39.75,73.0,True,True,True,True,True,True,True,True,False,32.72727272727274,dry,0.0,False,False,True,False,Vels Film,Entertainment,"Film Production, Distribution & Exhibition",84.64491362763916,True,True,,,,,5
544175.BO,2026-09-15,107.0,102.09999974568684,102.42944420708551,102.03519989013672,95.0997331237793,92.06684978485107,103.25912873216777,66.5,111.0,True,True,True,True,True,True,True,True,False,31.773403967247727,green,169.4915254237288,False,False,False,False,TGIF Agribusines,Agricultural Food & other Products,Other Agricultural Products,84.45297504798465,True,True,,,,,—
540718.BO,2026-09-15,1265.9000244140625,1269.8458251953125,1242.7083265516494,1220.2999975585938,1171.7026684570312,1149.7657507324218,1265.1808220474438,956.25,1298.699951171875,True,True,True,True,True,True,True,True,False,29.809270771965156,noise,96.46077168617349,False,False,False,False,Aayush Art,Textiles & Apparels,Other Textile Products,83.87715930902111,True,True,,,,,—
544139.BO,2026-09-15,50.0,49.61249987284342,44.606666776869034,41.599600105285646,38.614533271789554,37.87039988517761,49.32236325649302,30.049999237060547,52.20000076293945,True,True,True,True,True,True,True,True,False,28.205128205128215,noise,99.50248756218906,False,False,False,False,Koura Fine Diamo,Consumer Durables,"Gems, Jewellery And Watches",83.49328214971209,True,True,,,,,—
VERA.NS,2026-09-15,86.25,86.25,82.8027778201633,78.56500061035156,72.30466705322266,71.70350067138672,86.11241031817713,65.55000305175781,86.25,True,True,True,True,True,True,True,True,False,26.83823529411764,dry,0.0,False,False,True,False,Vera Synthetic,Textiles & Apparels,Other Textile Products,83.30134357005758,True,True,,,,,5
539401.BO,2026-09-15,325.0,325.0,299.79444715711804,281.372001953125,273.55000040690106,270.6625003051758,323.88992287018266,209.0,325.0,True,True,True,True,True,True,True,True,False,22.180451127819545,dry,0.0,False,False,True,False,Patdiam Jeweller,Consumer Durables,"Gems, Jewellery And Watches",82.34165067178503,True,True,,,,,—
543651.BO,2026-09-15,24.489999771118164,24.343741099039715,24.221241421169704,24.0596146774292,21.455436433156333,21.2130072927475,24.37496056449274,11.887398950420122,26.229481418459912,True,True,True,True,True,True,True,True,False,5.737513012532802,dry,0.0,False,False,False,False,DAPS Advertising,Media,Advertising & Media Agencies,73.89635316698656,True,True,,,,,—
