symbol,total_market_cap_cr,price_band,last_updated
IRCTC.NS,39524.0,20,2026-08-06
IRFC.NS,114205.67,No Band,2026-08-06
ICDSLTD.NS,51.46,20,2026-08-06
ICICIAMC.NS,154203.71,10,2026-08-06
ICICIGI.NS,79070.15,No Band,2026-08-06
ICRA.NS,4935.27,20,2026-08-06
IFBAGRO.NS,886.88,5,2026-08-06
IFCI.NS,19256.26,20,2026-08-06
IL&FSENGG.NS,375.4,5,2026-08-06
IL&FSTRANS.NS,68.42,5,2026-08-06
INCREDIBLE.NS,159.0,20,2026-08-06
INDBANK.NS,144.94,20,2026-08-06
BAJAJINDEF.NS,750.88,20,2026-08-06
INDGN.NS,11866.48,20,2026-08-06
IPL.NS,1739.89,20,2026-08-06
DPSCLTD.NS,711.84,5,2026-08-06
INDIASHLTR.NS,8387.79,20,2026-08-06
INDIAMART.NS,10945.24,20,2026-08-06
IEML.NS,503.19,10,2026-08-06
IMFA.NS,7391.71,20,2026-08-06
IREDA.NS,33620.88,No Band,2026-08-06
INDTERRAIN.NS,146.07,20,2026-08-06
IWP.NS,,20,2026-08-06
INDIFRA.NS,24.57,5,2026-08-06
INDIQUBE.NS,3702.54,20,2026-08-06
IITL.NS,292.15,20,2026-08-06
INDPRUD.NS,,20,2026-08-06
NIPPOBATRY.NS,245.92,20,2026-08-06
INDOTHAI.NS,2781.24,10,2026-08-06
INDOUS.NS,173.75,20,2026-08-06
WAAREEINDO.NS,1563.05,5,2026-08-06
INDOWIND.NS,149.25,5,2026-08-06
INDRAMEDCO.NS,3368.52,20,2026-08-06
IGL.NS,21193.22,20,2026-08-06
INDUSTOWER.NS,104129.44,No Band,2026-08-06
INFINIUM.NS,347.43,10,2026-08-06
INFOBEAN.NS,1532.44,20,2026-08-06
INFOLLION.NS,262.79,20,2026-08-06
INFOMEDIA.NS,28.21,20,2026-08-06
INFY.NS,425987.7,No Band,2026-08-06
INNOVANA.NS,678.06,20,2026-08-06
INNOVISION.NS,681.3,20,2026-08-06
INOXWIND.NS,13250.4,No Band,2026-08-06
INSECTICID.NS,1794.03,20,2026-08-06
INA.NS,2585.65,20,2026-08-06
INSPIRE.NS,44.91,5,2026-08-06
INSPIRISYS.NS,390.78,5,2026-08-06
ESSENTIA.NS,200.1,5,2026-08-06
IPSL.NS,137.7,20,2026-08-06
INTENTECH.NS,213.97,20,2026-08-06
INM.NS,388.24,20,2026-08-06
IGIL.NS,15058.61,10,2026-08-06
INTLCONV.NS,488.69,20,2026-08-06
ISFT.NS,117.71,20,2026-08-06
INVPRECQ.NS,,5,2026-08-06
INVENTURE.NS,94.5,20,2026-08-06
IRB.NS,23974.83,20,2026-08-06
IRCON.NS,11960.54,20,2026-08-06
IRIS.NS,488.39,20,2026-08-06
IRMENERGY.NS,1053.39,10,2026-08-06
ISGEC.NS,6422.8,20,2026-08-06
ISHANCH.NS,149.92,20,2026-08-06
ISHAN.NS,48.65,5,2026-08-06
ITALIANE.NS,49.58,5,2026-08-06
ITC.NS,351827.45,No Band,2026-08-06
ITCHOTELS.NS,34125.4,20,2026-08-06
ITI.NS,27022.44,20,2026-08-06
IVALUE.NS,1551.23,20,2026-08-06
IVP.NS,161.94,5,2026-08-06
JKIL.NS,3676.59,20,2026-08-06
JAGRAN.NS,1371.87,20,2026-08-06
JAIBALAJI.NS,5605.79,5,2026-08-06
JAICORPLTD.NS,1790.85,20,2026-08-06
JISLDVREQS.NS,1572.65,20,2026-08-06
JISLJALEQS.NS,2207.13,20,2026-08-06
JAINREC.NS,11591.43,20,2026-08-06
JAINAM.NS,147.86,5,2026-08-06
JALAN.NS,4.58,5,2026-08-06
JARO.NS,1061.18,20,2026-08-06
JAYSREETEA.NS,234.14,20,2026-08-06
JAYNECOIND.NS,8153.47,20,2026-08-06
JAYKAY.NS,2164.85,20,2026-08-06
JSLL.NS,6952.76,20,2026-08-06
JETKNIT.NS,53.0,5,2026-08-06
JHS.NS,63.28,20,2026-08-06
RETAIL.NS,14.05,20,2026-08-06
JINDRILL.NS,1709.89,20,2026-08-06
JINDALPHOT.NS,1092.97,20,2026-08-06
JINDALPOLY.NS,2835.83,10,2026-08-06
JPOLYINVST.NS,1116.68,20,2026-08-06
JINDALSTEL.NS,106327.51,No Band,2026-08-06
JKIPL.NS,371.46,5,2026-08-06
JIOFIN.NS,155041.77,No Band,2026-08-06
JIWANRAM.NS,35.88,20,2026-08-06
JKLAKSHMI.NS,7200.38,20,2026-08-06
JKTYRE.NS,11276.44,20,2026-08-06
JMFINANCIL.NS,11903.62,20,2026-08-06
JOCIL.NS,124.48,5,2026-08-06
COCKERILL.NS,,20,2026-08-06
JPPOWER.NS,11904.46,20,2026-08-06
JSWCEMENT.NS,18414.09,20,2026-08-06
JSWENERGY.NS,102924.89,No Band,2026-08-06
JSWHL.NS,12113.95,20,2026-08-06
JTEKTINDIA.NS,3662.75,20,2026-08-06
JTLIND.NS,2871.46,20,2026-08-06
JUBLCPL.NS,2852.76,20,2026-08-06
JUBLFOOD.NS,27438.18,No Band,2026-08-06
JMA.NS,202.19,20,2026-08-06
JUNIPER.NS,4281.17,10,2026-08-06
JWL.NS,10541.09,20,2026-08-06
JYOTISTRUC.NS,1281.99,20,2026-08-06
KPRMILL.NS,36471.8,20,2026-08-06
KPEL.NS,2080.38,20,2026-08-06
KALPATARU.NS,5628.88,10,2026-08-06
KALYANIFRG.NS,221.7,20,2026-08-06
KAMAHOLD.NS,,20,2026-08-06
KAMATHOTEL.NS,494.53,20,2026-08-06
KAMOPAINTS.NS,148.71,20,2026-08-06
KANANIIND.NS,29.68,20,2026-08-06
KANCHI.NS,,5,2026-08-06
KANDARP.NS,32.39,10,2026-08-06
KANSAINER.NS,16086.95,20,2026-08-06
KARMAENG.NS,44.07,20,2026-08-06
KARNIKA.NS,1930.29,20,2026-08-06
KLL.NS,184.84,20,2026-08-06
KAUSHALYA.NS,30.94,5,2026-08-06
KSCL.NS,4366.04,20,2026-08-06
KAVDEFENCE.NS,347.04,20,2026-08-06
KCEIL.NS,404.75,20,2026-08-06
KEC.NS,12766.95,20,2026-08-06
KEI.NS,47523.06,No Band,2026-08-06
KELLTONTEC.NS,770.54,20,2026-08-06
KENNAMET.NS,6047.53,20,2026-08-06
KHADIM.NS,173.93,5,2026-08-06
KHAITANLTD.NS,65.02,20,2026-08-06
KHAICHEM.NS,465.55,20,2026-08-06
KHANDSE.NS,26.68,20,2026-08-06
KHFM.NS,160.84,20,2026-08-06
KLBRENG-B.NS,,20,2026-08-06
KILITCH.NS,622.95,5,2026-08-06
KINGFA.NS,6867.84,20,2026-08-06
KIOCL.NS,21702.79,20,2026-08-06
KIRANVYPAR.NS,,20,2026-08-06
KIRLFER.NS,7754.64,20,2026-08-06
KIRLPNU.NS,10385.66,20,2026-08-06
KITEX.NS,2896.54,20,2026-08-06
KKVAPOW.NS,59.84,5,2026-08-06
KNRCON.NS,3419.53,20,2026-08-06
KOHINOOR.NS,87.19,20,2026-08-06
KOKUYOCMLN.NS,855.89,20,2026-08-06
KONTOR.NS,105.17,20,2026-08-06
KDL.NS,1952.7,10,2026-08-06
KOTAKBANK.NS,379109.51,No Band,2026-08-06
KOTIC.NS,,20,2026-08-06
KOTHARIPRO.NS,402.59,20,2026-08-06
KOTARISUG.NS,202.58,20,2026-08-06
KOTYARK.NS,376.75,5,2026-08-06
KOVAI.NS,6290.71,20,2026-08-06
KPIGREEN.NS,7841.65,20,2026-08-06
KPITTECH.NS,15105.89,No Band,2026-08-06
KRBL.NS,8018.01,20,2026-08-06
KREBSBIO.NS,115.31,20,2026-08-06
KRIDHANINF.NS,24.6,5,2026-08-06
KRISHCA.NS,484.16,20,2026-08-06
KRISHIVAL.NS,997.84,20,2026-08-06
KIMS.NS,31388.9,20,2026-08-06
KRITI.NS,345.69,5,2026-08-06
KRITINUT.NS,380.79,5,2026-08-06
KRITIKA.NS,148.85,20,2026-08-06
KRSNAA.NS,1757.2,20,2026-08-06
KSHINTL.NS,6055.33,20,2026-08-06
KSHITIJPOL.NS,23.14,5,2026-08-06
KSR.NS,54.77,10,2026-08-06
KEL.NS,148.79,20,2026-08-03
KPL.NS,,20,2026-08-06
KWIL.NS,7654.97,20,2026-08-06
LGBBROSLTD.NS,4936.68,20,2026-08-06
LTFOODS.NS,13148.73,20,2026-08-06
LTTS.NS,35357.77,20,2026-08-06
LAHOTIOV.NS,,20,2026-08-06
LFIC.NS,43.12,20,2026-08-06
LAKPRE.NS,11.6,5,2026-08-06
LANCORHOL.NS,182.77,20,2026-08-06
LPDC.NS,83.03,20,2026-08-06
LANDSMILL.NS,107.21,20,2026-08-06
LT.NS,525170.84,No Band,2026-08-06
LASA.NS,35.67,20,2026-08-06
LATTEYS.NS,115.74,5,2026-08-06
LAXMIDENTL.NS,1197.79,20,2026-08-06
LGHL.NS,1045.78,20,2026-08-06
LAXMIINDIA.NS,680.11,5,2026-08-06
LCCINFOTEC.NS,56.97,10,2026-08-06
LEMERITE.NS,254.59,5,2026-08-06
LEMONTREE.NS,8624.01,20,2026-08-06
LENSKART.NS,96848.1,20,2026-08-06
LEXUS.NS,30.1,20,2026-08-06
LGEINDIA.NS,103811.45,10,2026-08-06
LIBAS.NS,27.27,20,2026-08-06
LICHSGFIN.NS,29626.39,No Band,2026-08-06
LINCOLN.NS,1155.62,20,2026-08-06
LINDEINDIA.NS,58338.67,20,2026-08-06
LLOYDS.NS,255.34,5,2026-08-06
LOTUSEYE.NS,252.92,20,2026-08-06
LOVABLE.NS,106.75,20,2026-08-06
LUMAXTECH.NS,10055.31,20,2026-08-06
LUMAXIND.NS,4752.39,20,2026-08-06
LUXIND.NS,3685.59,20,2026-08-06
LYKALABS.NS,234.81,2,2026-08-06
MBEL.NS,1710.45,20,2026-08-06
MKPL.NS,159.57,20,2026-08-06
MTNL.NS,1744.47,20,2026-08-06
MCL.NS,143.07,20,2026-08-06
MVKAGRO.NS,88.53,5,2026-08-06
MAANALU.NS,689.11,20,2026-08-06
MCCHRLS-B.NS,,20,2026-08-06
MADHAVIPL.NS,,20,2026-08-06
MADHAV.NS,30.83,20,2026-08-06
MADHUCON.NS,38.89,5,2026-08-06
MADRASFERT.NS,1080.51,20,2026-08-06
MAFATIND.NS,942.58,20,2026-08-06
MAGNUM.NS,130.46,20,2026-08-06
MAHSEAMLES.NS,7710.99,20,2026-08-06
MAHAPEXLTD.NS,124.63,20,2026-08-06
MFML.NS,20.96,20,2026-08-06
MHLXMIRU.NS,144.39,10,2026-08-06
MAHASTEEL.NS,1307.93,10,2026-08-06
MGL.NS,10686.77,20,2026-08-06
MAHEPC.NS,299.61,20,2026-08-06
MHRIL.NS,4269.5,20,2026-08-06
MAITHANALL.NS,2844.49,20,2026-08-06
MAITREYA.NS,81.75,20,2026-08-06
MAJESAUT.NS,447.35,5,2026-08-06
MAKS.NS,43.62,5,2026-08-06
MALLCOM.NS,627.37,20,2026-08-06
MANINDS.NS,3859.99,20,2026-08-06
MANINFRA.NS,3980.56,20,2026-08-06
MANAKSIA.NS,373.48,20,2026-08-06
MANAKALUCO.NS,238.67,20,2026-08-06
MANAV.NS,26.71,5,2026-08-06
MEIL.NS,800.86,20,2026-08-06
MAL.NS,101.83,10,2026-08-06
MANGALAM.NS,43.08,10,2026-08-06
MWL.NS,1066.25,20,2026-08-06
MANUGRAPH.NS,45.25,5,2026-08-06
MARALOVER.NS,228.29,5,2026-08-06
MARATHON.NS,2620.22,20,2026-08-06
MARC.NS,,20,2026-08-06
MARCO.NS,95.36,20,2026-08-06
MARINETRAN.NS,34.36,5,2026-08-06
MARKOLINES.NS,399.65,20,2026-08-06
MARKSANS.NS,10925.78,20,2026-08-06
MARSONS.NS,1970.37,20,2026-08-06
MASKINVEST.NS,45.77,5,2026-08-06
MASON.NS,269.65,20,2026-08-06
MAXESTATES.NS,6405.64,20,2026-08-06
MFSL.NS,52317.22,No Band,2026-08-06
MAXIND.NS,845.53,20,2026-08-06
MAXPOSURE.NS,210.69,20,2026-08-06
MAZDOCK.NS,93075.9,No Band,2026-08-06
MAZDA.NS,443.31,5,2026-08-06
MBLINFRA.NS,384.07,5,2026-08-06
MCLEODRUSS.NS,560.93,5,2026-08-06
MCON.NS,136.58,5,2026-08-06
MEDIASSIST.NS,2600.74,20,2026-08-06
MMWL.NS,,5,2026-08-06
MEDICAMEQ.NS,332.56,20,2026-08-06
MEDICO.NS,316.75,20,2026-08-06
MEDPLUS.NS,8309.34,20,2026-08-06
MEESHO.NS,87760.03,20,2026-08-06
MEGAFLEX.NS,43.31,5,2026-08-06
MEGATHERM.NS,695.69,20,2026-08-06
MENNPIS.NS,,20,2026-08-06
MEP.NS,10.46,2,2026-08-06
MERCANTILE.NS,,20,2026-08-06
MERCURYEV.NS,668.9,10,2026-08-06
METROGLOBL.NS,161.93,20,2026-08-06
MICEL.NS,884.27,5,2026-08-06
MIDWESTLTD.NS,4542.52,10,2026-08-06
MILTON.NS,67.47,5,2026-08-06
MINDTECK.NS,630.14,20,2026-08-06
MIDHANI.NS,7534.82,20,2026-08-06
MITCON.NS,130.05,5,2026-08-06
MITTAL.NS,41.73,20,2026-08-06
MMTC.NS,9340.5,20,2026-08-06
MODTHREAD.NS,156.7,20,2026-08-06
MODINATUR.NS,549.55,5,2026-08-06
MODIRUBBER.NS,315.51,20,2026-08-06
MODIS.NS,799.32,20,2026-08-06
MHHL.NS,104.04,5,2026-08-06
MOHITIND.NS,31.84,20,2026-08-06
MOIL.NS,5494.1,20,2026-08-06
MOKSH.NS,91.87,20,2026-08-06
MONEYBOXX.NS,409.57,20,2026-08-06
MONOPHARMA.NS,72.18,5,2026-08-06
MONTECARLO.NS,1108.85,20,2026-08-06
MOS.NS,4686.64,5,2026-08-06
MOTOGENFIN.NS,107.06,5,2026-08-06
MOXSH.NS,147.89,5,2026-08-06
MSPL.NS,2010.43,10,2026-08-06
MTEDUCARE.NS,12.78,5,2026-08-06
MTARTECH.NS,18000.51,5,2026-08-06
MUKKA.NS,690.0,20,2026-08-06
MUKTAARTS.NS,127.36,5,2026-08-06
MCX.NS,71363.2,No Band,2026-08-06
MURUDCERA.NS,183.82,20,2026-08-06
RADIOCITY.NS,210.1,20,2026-08-06
MUTHOOTFIN.NS,121869.77,No Band,2026-08-06
NAGREEKCAP.NS,28.61,10,2026-08-06
NAGREEKEXP.NS,71.15,20,2026-08-06
NAHARCAP.NS,421.37,20,2026-08-06
NGIL.NS,69.48,5,2026-08-06
NAMAN.NS,123.78,5,2026-08-06
NDL.NS,337.3,20,2026-08-06
JAIPURKURT.NS,47.0,20,2026-08-06
NARMADA.NS,135.62,20,2026-08-06
NATCOPHARM.NS,16733.34,20,2026-08-06
NATHBIOGEN.NS,307.91,20,2026-08-06
NATIONSTD.NS,,5,2026-08-06
NATIONALUM.NS,62886.27,No Band,2026-08-06
NFL.NS,3476.73,20,2026-08-06
NATCAPSUQ.NS,148.58,20,2026-08-06
NAVA.NS,16178.12,20,2026-08-06
NAVKARCORP.NS,1489.69,20,2026-08-06
NBCC.NS,25579.8,No Band,2026-08-06
NCC.NS,8648.59,20,2026-08-06
NDLVENTURE.NS,423.93,20,2026-08-06
NDRAUTO.NS,1923.93,20,2026-08-06
NDTV.NS,857.69,20,2026-08-06
NECLIFE.NS,204.95,5,2026-08-06
NEAGI.NS,,5,2026-08-06
NELCAST.NS,1170.55,20,2026-08-06
NEPHROCARE.NS,387.1,5,2026-08-06
NEPHROPLUS.NS,6764.1,20,2026-08-06
NESCO.NS,7463.12,20,2026-08-06
NETWEB.NS,24420.15,20,2026-08-06
NETWORK18.NS,4441.95,20,2026-08-06
NEWJAISA.NS,437.79,5,2026-08-06
NEXTMEDIA.NS,25.35,20,2026-08-06
NIDAN.NS,45.87,20,2026-08-06
NILAINFRA.NS,284.39,20,2026-08-06
NILASPACES.NS,471.88,20,2026-08-06
NILE.NS,,20,2026-08-06
NIMBSPROJ.NS,374.78,5,2026-08-06
NIRAJ.NS,172.99,5,2026-08-06
NIRAJISPAT.NS,11.43,20,2026-08-06
NIRLON.NS,5645.9,20,2026-08-06
NIRMAN.NS,333.0,20,2026-08-06
NITINSPIN.NS,2999.62,20,2026-08-06
NITTAGELA.NS,1667.39,20,2026-08-06
NLCINDIA.NS,39879.67,20,2026-08-06
NMDC.NS,73271.0,No Band,2026-08-06
NSLNISP.NS,12378.88,20,2026-08-06
NOCIL.NS,2739.04,20,2026-08-06
NOIDATOLL.NS,82.11,5,2026-08-06
NORBTEAEXP.NS,106.48,5,2026-08-06
NECCLTD.NS,157.17,5,2026-08-06
NOVAAGRI.NS,205.61,5,2026-08-06
NOVARTIND.NS,4196.94,20,2026-08-06
NRBBEARING.NS,3820.69,20,2026-08-06
NTPC.NS,339868.15,No Band,2026-08-06
NTPCGREEN.NS,76932.39,20,2026-08-06
NUCLEUS.NS,1957.15,20,2026-08-06
ONGC.NS,316897.23,No Band,2026-08-06
ODIGMA.NS,71.08,5,2026-08-06
OILCOUNTUB.NS,315.14,5,2026-08-06
OLAELEC.NS,16203.3,20,2026-08-06
OLECTRA.NS,11046.43,20,2026-08-06
OMFREIGHT.NS,308.87,5,2026-08-06
OMINFRAL.NS,839.67,20,2026-08-06
OMPOWER.NS,,20,2026-08-06
OMAXAUTO.NS,481.14,5,2026-08-06
OMFURN.NS,76.53,5,2026-08-06
OMNI.NS,7180.67,20,2026-08-06
ONEPOINT.NS,1423.78,20,2026-08-06
OLIL.NS,32.24,5,2026-08-06
KISSHT.NS,5712.42,20,2026-08-06
ONESOURCE.NS,19167.09,20,2026-08-06
ONIDA.NS,1423.64,5,2026-08-06
ORCHASP.NS,57.51,20,2026-08-06
ORIANA.NS,4221.91,20,2026-08-06
ORICONENT.NS,867.21,20,2026-08-06
ORIENTBELL.NS,463.23,20,2026-08-06
ORIENTELEC.NS,3633.61,20,2026-08-06
GREENPOWER.NS,1214.09,20,2026-08-06
ORIENTPPR.NS,364.96,20,2026-08-06
ORIENTALTL.NS,39.11,20,2026-08-06
OBCL.NS,111.74,20,2026-08-06
ORISSAMINE.NS,2250.72,20,2026-08-06
ORKLAINDIA.NS,7740.58,20,2026-08-06
ORTINGLOBE.NS,12.42,5,2026-08-06
OSIAHYPER.NS,48.71,5,2026-08-06
OSWALAGRO.NS,508.32,10,2026-08-06
OSWALGREEN.NS,548.8,20,2026-08-06
OSWALPUMPS.NS,4062.56,10,2026-08-06
OWAIS.NS,2471.81,5,2026-08-06
PGHH.NS,29213.04,20,2026-08-06
PIIND.NS,40924.25,No Band,2026-08-06
PROPEQUITY.NS,307.07,20,2026-08-06
PACEDIGITK.NS,4281.41,20,2026-08-06
PAKKA.NS,343.73,20,2026-08-06
PALASHSECU.NS,89.38,20,2026-08-06
PALREDTEC.NS,57.92,5,2026-08-06
PANACEABIO.NS,2829.48,10,2026-08-06
PARAGMILK.NS,2731.19,20,2026-08-06
PARACABLES.NS,2068.15,10,2026-08-06
PARASPETRO.NS,66.51,5,2026-08-06
PARKHOSPS.NS,12163.17,10,2026-08-06
PARSVNATH.NS,87.91,2,2026-08-06
PARTYCRUS.NS,145.5,20,2026-08-06
PASHUPATI.NS,1368.31,20,2026-08-06
PASUPTAC.NS,518.58,5,2026-08-06
PATANJALI.NS,36569.08,No Band,2026-08-06
PATELENG.NS,2774.41,20,2026-08-06
PATELRMART.NS,717.74,20,2026-08-06
PATTECH.NS,75.98,5,2026-08-06
PML.NS,,20,2026-08-06
PAUSHAKLTD.NS,1347.25,20,2026-08-06
PAVNAIND.NS,229.53,20,2026-08-06
POLICYBZR.NS,71533.34,No Band,2026-08-06
PEARLPOLY.NS,29.07,5,2026-08-06
PENTAGON.NS,94.79,20,2026-08-06
PERFECT.NS,50.56,5,2026-08-06
PCCL.NS,770.02,20,2026-08-06
PWL.NS,37722.2,20,2026-08-06
PILANIINVS.NS,4818.86,20,2026-08-06
PINELABS.NS,16949.02,20,2026-08-06
PIONEEREMB.NS,67.76,20,2026-08-06
PIONRINV.NS,,5,2026-08-06
PIRAMALFIN.NS,48516.48,20,2026-08-06
PITTIENG.NS,3424.47,20,2026-08-06
PLAZACABLE.NS,185.07,5,2026-08-06
PNBGILTS.NS,1540.17,20,2026-08-06
PNGSREVA.NS,1312.63,20,2026-08-06
POLYCAB.NS,136934.79,No Band,2026-08-06
POLYSIL.NS,36.86,5,2026-08-06
POCL.NS,4103.0,20,2026-08-06
PFC.NS,136063.19,No Band,2026-08-06
POWERMECH.NS,8028.33,20,2026-08-06
POWERICA.NS,7011.61,10,2026-08-06
PRABHA.NS,2089.1,20,2026-08-06
PRADPME.NS,,5,2026-08-06
PRAJIND.NS,6002.42,20,2026-08-06
PRAENG.NS,137.42,20,2026-08-06
PRAKASH.NS,2219.0,20,2026-08-06
PRAKASHSTL.NS,70.18,20,2026-08-06
PRAMARA.NS,169.5,10,2026-08-06
PRATHAM.NS,536.97,20,2026-08-06
PRAVEG.NS,,20,2026-08-06
PRAXIS.NS,133.97,10,2026-08-06
PRECWIRE.NS,6803.2,20,2026-08-06
PRECAM.NS,1334.84,20,2026-08-06
PRECISION.NS,109.51,5,2026-08-06
PREMEXPLN.NS,3631.77,20,2026-08-06
PREMCO.NS,,20,2026-08-06
PREMIER.NS,9.22,5,2026-08-06
PREMIERENE.NS,46117.99,No Band,2026-08-06
PRLIND.NS,298.81,20,2026-08-06
PRESSTONIC.NS,102.91,20,2026-08-06
PRIMESECU.NS,921.82,20,2026-08-06
PRIMO.NS,547.45,20,2026-08-06
PRINCEPIPE.NS,2882.88,20,2026-08-06
PRSMJOHNSN.NS,5486.08,20,2026-08-06
PNC.NS,28.51,20,2026-08-06
PRITI.NS,50.46,5,2026-08-06
PRITIKA.NS,208.55,20,2026-08-06
PROSTARM.NS,730.93,20,2026-08-06
PROTEAN.NS,2374.31,20,2026-08-06
PROZONER.NS,636.2,20,2026-08-06
PRUDMOULI.NS,43.15,5,2026-08-06
PTC.NS,4964.36,20,2026-08-06
PFS.NS,1894.74,20,2026-08-06
PTL.NS,523.82,20,2026-08-06
PULZ.NS,228.22,5,2026-08-06
PURVA.NS,5104.88,20,2026-08-06
PURVFLEXI.NS,344.43,5,2026-08-06
PVP.NS,732.78,20,2026-08-06
PYRAMID.NS,594.58,20,2026-08-06
QPOWER.NS,8766.67,5,2026-08-06
QUESTLAB.NS,225.32,20,2026-08-06
QUICKHEAL.NS,848.11,5,2026-08-06
QUICKTOUCH.NS,159.52,5,2026-08-06
QUINT.NS,,20,2026-08-06
RCF.NS,6951.82,20,2026-08-06
RKSWAMY.NS,502.45,20,2026-08-06
RMDRIP.NS,793.51,5,2026-08-06
RSSOFTWARE.NS,83.95,5,2026-08-06
RSYSTEMS.NS,2832.09,20,2026-08-06
RNBDENIMS.NS,269.88,5,2026-08-06
RACE.NS,189.21,20,2026-08-06
RADAAN.NS,15.98,20,2026-08-06
RADIANTCMS.NS,399.41,20,2026-08-06
RVNL.NS,46518.88,No Band,2026-08-06
RAILTEL.NS,9304.0,20,2026-08-06
ROML.NS,66.97,20,2026-08-06
RAJTV.NS,62.35,5,2026-08-06
RAJPALAYAM.NS,,20,2026-08-06
RAJESHEXPO.NS,2635.2,5,2026-08-06
RCDL.NS,84.42,10,2026-08-06
RAJMET.NS,94.83,20,2026-08-06
RSL.NS,1117.8,20,2026-08-06
RAJSREESUG.NS,102.26,20,2026-08-06
RALLIS.NS,4428.25,20,2026-08-06
RAMASTEEL.NS,701.86,5,2026-08-06
RBS.NS,212.61,10,2026-08-06
RAMKY.NS,2611.52,20,2026-08-06
RANASUG.NS,181.06,20,2026-08-06
RATNAMANI.NS,17375.11,20,2026-08-06
RATNAVEER.NS,1252.4,20,2026-08-06
RTNINDIA.NS,4425.74,20,2026-08-06
RTNPOWER.NS,4629.03,20,2026-08-06
RKDL.NS,46.1,20,2026-08-06
RAYMONDLSL.NS,4331.62,20,2026-08-06
RBLBANK.NS,55051.24,No Band,2026-08-06
RBMINFRA.NS,418.59,20,2026-08-06
REDTAPE.NS,7185.95,20,2026-08-06
REFEX.NS,4272.33,20,2026-08-06
REFRACTORY.NS,442.87,5,2026-08-06
REGAAL.NS,798.16,5,2026-08-06
REGENCERAM.NS,89.66,20,2026-08-06
RIIL.NS,1129.1,20,2026-08-06
RCOM.NS,232.21,5,2026-08-06
RHFL.NS,96.61,5,2026-08-06
RELIANCE.NS,1743794.39,No Band,2026-08-06
RELINFRA.NS,2576.44,5,2026-08-06
RPOWER.NS,9996.16,20,2026-08-06
REMSONSIND.NS,279.04,20,2026-08-06
REMUS.NS,2252.28,20,2026-08-06
REPCOHOME.NS,2454.91,20,2026-08-06
RESPONIND.NS,4771.76,20,2026-08-06
RBA.NS,46923.62,20,2026-08-06
RVTH.NS,213.9,20,2026-08-06
REXPIPES.NS,81.18,5,2026-08-06
RHETAN.NS,2269.5,20,2026-08-06
RKEC.NS,61.68,20,2026-08-06
RMC.NS,277.43,20,2026-08-06
RHL.NS,295.93,20,2026-08-06
ROCKINGDCE.NS,416.3,20,2026-08-06
ROLEXRINGS.NS,3909.07,20,2026-08-06
ROLLT.NS,52.28,5,2026-08-06
ROSSARI.NS,2751.3,20,2026-08-06
ROHLTD.NS,860.6,20,2026-08-06
RPPINFRA.NS,306.84,20,2026-08-06
RRIL.NS,,20,2026-08-06
RSDFIN.NS,,5,2026-08-06
RUBFILA.NS,395.23,20,2026-08-06
RUBICON.NS,24209.11,20,2026-08-06
RUCHINFRA.NS,139.49,20,2026-08-06
RUCHIRA.NS,320.45,20,2026-08-06
RUDRA.NS,168.18,20,2026-08-06
REPL.NS,116.8,5,2026-08-06
S&SPOWER.NS,422.14,10,2026-08-06
SAIL.NS,66906.25,No Band,2026-08-06
SCI.NS,12520.68,20,2026-08-06
SCHAND.NS,526.65,20,2026-08-06
SJLOGISTIC.NS,696.61,20,2026-08-06
SPIC.NS,1336.7,20,2026-08-06
STCINDIA.NS,710.16,20,2026-08-06
SALSTEEL.NS,824.88,10,2026-08-06
SAATVIKGL.NS,5653.0,10,2026-08-06
SABEVENTS.NS,8.12,5,2026-08-03
SABAR.NS,51.22,5,2026-08-06
SADBHAV.NS,132.62,5,2026-08-06
SADBHIN.NS,82.77,5,2026-08-06
SADHAV.NS,310.3,20,2026-08-06
SAFARI.NS,7734.44,20,2026-08-06
SAGARDEEP.NS,41.89,20,2026-08-06
SAHAJSOLAR.NS,869.87,20,2026-08-06
SAHYADRI.NS,307.37,20,2026-08-06
SAIPARENT.NS,2434.5,20,2026-08-06
KALAMANDIR.NS,1276.2,20,2026-08-06
SAKHTISUG.NS,203.52,20,2026-08-06
SAKUMA.NS,257.11,10,2026-08-06
SALASAR.NS,1036.53,20,2026-08-06
SALONA.NS,135.88,20,2026-08-06
SALZERELEC.NS,1023.21,20,2026-08-06
SAMBHAAV.NS,116.0,20,2026-08-06
SAIFL.NS,477.88,10,2026-08-06
SAMHI.NS,3635.68,20,2026-08-06
SAMMAANCAP.NS,18791.37,20,2026-08-06
SAMPANN.NS,133.54,20,2026-08-06
SANDESH.NS,736.62,20,2026-08-06
SANDHAR.NS,3615.29,20,2026-08-06
SANDUMA.NS,9476.13,20,2026-08-06
SANGANI.NS,62.0,5,2026-08-06
SANOFICONR.NS,10644.72,20,2026-08-06
SANSTAR.NS,2132.46,20,2026-08-06
SANWARIA.NS,29.13,2,2026-08-06
SAPPHIRE.NS,5806.12,20,2026-08-06
SARTELE.NS,1127.52,20,2026-08-06
ZSARACOM.NS,,20,2026-08-06
SSDL.NS,206.35,20,2026-08-06
SARDAEN.NS,17597.92,20,2026-08-06
SAROJA.NS,16.48,5,2026-08-06
SMLT.NS,91.21,20,2026-08-06
SARVESHWAR.NS,427.37,10,2026-08-06
SASKEN.NS,2893.63,5,2026-08-06
