Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Sales,Profit after tax,OPM,Dividend yield,Price to book value,Return on equity,Earnings yield,Sales growth,Profit growth,EVEBITDA,Sales growth 3Years,PEG Ratio
Scan Steels,511672,SCANSTL,INE099G01011,Ferrous Metals,Iron & Steel,59.22,359.74,15.83,864.05,22.72,6.16,0.00,0.79,4.61,9.21,9.70,50.76,7.76,-8.40,0.88
Scarnose Inter.,543537,,INE0IXR01019,Textiles & Apparels,Other Textile Products,35.82,11.28,1128.00,10.08,0.01,-0.50,0.00,1.16,0.10,0.09,-16.42,-94.74,560.50,-37.39,-30.49
Schaeffler India,505790,SCHAEFFLER,INE513A01022,Auto Components,Auto Components & Equipments,3956.40,61839.98,47.90,10191.57,1291.05,18.90,0.88,9.88,20.80,2.88,19.24,22.02,28.93,11.01,4.23
Schneider APW,544786,,INE155D01018,Industrial Manufacturing,Industrial Machinery,1942.90,2350.13,67.71,400.04,34.71,11.34,0.00,9.89,17.71,2.14,-9.76,-28.30,42.42,4.82,2.09
Schneider Elect.,534139,SCHNEIDER,INE839M01018,Electrical Equipment,Heavy Electrical Equipment,1232.40,29466.68,152.09,2920.36,193.75,11.49,0.00,42.71,38.22,1.08,9.56,-21.69,83.52,17.60,5.60
Scintilla Comm,538857,,INE892C01018,Finance,Non Banking Financial Company (NBFC),10.35,10.38,,0.64,-0.19,-20.31,0.00,1.05,-1.92,-1.16,4.84,-416.67,-86.08,6.38,
Scoda Tubes,544411,SCODATUBES,INE090501011,Industrial Products,Iron & Steel Products,135.02,808.89,21.86,545.59,37.01,14.30,0.00,2.07,14.37,8.32,11.24,8.73,10.42,19.34,0.39
Scoobee Garments,531234,,INE962E01015,Textiles & Apparels,Garments & Apparels,65.89,111.49,,25.08,-6.77,-17.98,0.00,1.18,-11.12,-5.67,-54.23,-1454.00,-34.51,-13.68,
Sealmatic India,543782,,INE0O4601016,Industrial Products,Other Industrial Products,377.50,409.96,39.69,103.07,10.33,15.32,0.29,3.66,9.62,3.68,2.08,-35.15,21.64,20.75,-21.00
SEAMEC Ltd,526807,SEAMECLTD,INE497B01018,Transport Services,Shipping,1793.60,4560.23,17.76,1038.46,256.84,41.09,0.11,3.50,21.77,6.38,60.32,122.39,9.96,29.63,0.17
Seasons Textiles,514264,,INE707B01010,Textiles & Apparels,Other Textile Products,18.49,13.85,106.54,21.36,0.13,16.62,0.00,0.39,0.49,7.76,-24.66,144.83,8.78,-0.76,3.21
Secmark Consult.,543234,SECMARK,INE0BTM01013,IT - Software,Computers - Software & Consulting,144.40,150.85,45.99,41.23,3.28,20.45,0.00,6.44,11.70,3.51,14.72,3.14,13.89,29.12,1.29
SecureKloud Tech,512161,SECURKLOUD,INE650K01021,IT - Services,IT Enabled Services,17.01,56.83,,39.96,-12.88,-17.09,0.00,,,-6.04,-66.41,0.44,-20.77,-56.60,
Sedemac Mechatro,544723,SEDEMAC,INE00XB01019,Auto Components,Auto Components & Equipments,2814.40,12431.35,105.72,1058.38,101.35,20.49,0.00,27.67,26.93,1.26,60.76,116.56,56.41,35.76,0.83
Seemax Resources,544813,,INE1EVO01017,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",51.15,22.51,12.86,13.74,1.75,25.55,0.00,,26.54,11.79,-4.72,-21.88,7.29,6.77,0.41
Sejal Glass,532993,SEJALLTD,INE955I01044,Industrial Products,Glass - Industrial,657.50,749.55,23.79,437.30,31.51,15.04,0.00,4.95,31.09,5.99,63.22,125.88,12.75,104.40,0.48
SEL Mfg. Co,532886,SELMC,INE105I01020,Textiles & Apparels,Other Textile Products,27.50,91.12,,12.69,-173.46,-50.59,0.00,,,-8.54,-29.50,-0.71,-173.13,-69.69,
Sellowrap Indus.,,SELLOWRAP,INE0IJF01013,Auto Components,Auto Components & Equipments,67.50,92.77,9.81,217.78,9.46,10.14,0.00,1.03,14.76,10.75,23.97,8.41,5.82,15.94,0.18
Semac Construct,505368,SEMAC,INE617A01013,Construction,Civil Construction,277.25,86.43,13.04,221.55,6.63,3.39,0.00,1.06,9.22,20.05,8.90,376.25,4.43,-9.28,-0.51
Senco Gold,543936,SENCO,INE602W01027,Consumer Durables,"Gems, Jewellery And Watches",358.65,5878.31,10.30,9659.79,570.80,10.34,0.49,2.34,25.60,12.28,43.10,168.38,7.50,27.39,0.19
Senores Pharma.,544319,SENORES,INE0RB801010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1428.40,6578.29,52.06,688.11,126.37,29.23,0.00,7.05,13.42,2.95,50.95,86.99,28.84,161.59,0.37
Senthil Infotek,531980,,INE564B01015,IT - Software,Computers - Software & Consulting,41.97,21.19,,0.07,-0.01,-114.29,0.00,7.97,0.38,-0.05,-46.15,99.53,-1886.00,-12.64,
SEPC,532945,SEPC,INE964H01014,Construction,Civil Construction,5.38,1030.28,38.30,1126.02,26.90,5.91,0.00,0.53,3.18,7.65,80.42,-41.59,12.46,40.67,1.07
Sera Investments,512399,,INE017I01027,Finance,Non Banking Financial Company (NBFC),56.19,368.01,3.59,128.21,102.64,95.60,0.00,1.25,18.10,36.15,1461.63,12617.07,2.75,,0.05
Service Care Ltd,,SERVICE,INE0P1Q01015,Commercial Services & Supplies,Diversified Commercial Services,69.45,92.57,18.44,193.40,5.02,2.50,0.00,1.78,10.14,6.14,2.32,148.51,12.36,6.75,6.23
Servotech Renew,,SERVOTECH,INE782X01033,Electrical Equipment,Other Electrical Equipment,79.62,1798.18,48.00,750.68,37.46,10.29,0.06,6.24,12.79,3.06,7.39,11.82,23.92,34.11,1.07
Seshaasai Tech.,544533,STYL,INE04VU01023,Financial Technology (Fintech),Financial Technology (Fintech),383.50,6205.25,23.09,1505.90,268.80,26.62,0.65,4.34,23.57,6.41,6.58,23.06,13.99,7.91,0.73
Seshasayee Paper,502450,SESHAPAPER,INE630A01024,"Paper, Forest & Jute Products",Paper & Paper Products,233.09,1470.06,14.85,1817.12,99.01,6.50,0.86,0.72,4.10,10.31,5.80,13.03,7.29,-6.35,-0.36
Setco Automotive,505075,SETCO,INE878E01021,Auto Components,Auto Components & Equipments,17.45,233.42,,804.93,-0.22,12.13,74.50,,,6.36,16.55,99.79,11.54,15.14,
Seya Industries,524324,SEYAIND,INE573R01012,Chemicals & Petrochemicals,Specialty Chemicals,12.25,32.55,,0.00,-2.98,,0.00,0.04,-0.35,-0.62,-100.00,56.30,63.67,,
SG Finserve,539199,SGFIN,INE618R01015,Finance,Non Banking Financial Company (NBFC),675.70,4452.53,28.39,402.08,156.82,92.88,0.00,3.02,10.32,5.37,106.13,82.09,18.60,100.41,0.31
SG Mart,512329,SGMART,INE385F01024,Metals & Minerals Trading,Trading - Metals,824.75,10394.75,83.61,6480.09,124.33,2.46,0.00,6.51,7.92,2.11,10.46,13.61,44.41,,
SGL Resources,526544,SGLRES,INE967B01028,IT - Services,IT Enabled Services,2.41,60.37,,31.51,-0.55,-29.83,0.00,0.33,0.06,-0.04,-11.69,-160.44,16.01,27.06,
Sh. Ajit Pulp,538795,SAPPL,INE185C01017,"Paper, Forest & Jute Products",Paper & Paper Products,281.85,250.71,6.04,725.02,41.52,14.68,0.00,0.90,11.42,17.92,28.47,179.60,4.57,23.53,0.46
Sh. Bajrang All.,526981,SHBAJRG,INE402H01015,Industrial Products,Iron & Steel Products,160.67,144.60,3.22,286.63,44.88,1.45,0.00,0.38,12.31,2.11,-19.76,31.11,27.90,-19.72,0.36
Sh. Digvijay Cem,502180,SHREDIGCEM,INE232A01011,Cement & Cement Products,Cement & Cement Products,74.44,1101.07,61.03,890.43,18.04,8.53,1.34,3.01,6.86,2.80,19.63,-34.92,20.21,1.10,-2.51
Sh. Dinesh Mills,503804,,INE204C01024,Textiles & Apparels,Other Textile Products,370.55,207.53,15.17,69.80,13.68,6.59,0.40,1.04,4.76,8.00,-8.18,-6.19,10.67,-11.88,2.99
Sh. Hari Chem.,524336,,INE065E01017,Chemicals & Petrochemicals,Commodity Chemicals,247.65,156.34,13.27,215.11,11.78,7.71,0.00,3.09,11.05,9.52,59.75,262.46,9.19,21.61,0.44
Sh. Jagdamba Pol,512453,SHRJAGP,INE564J01026,Industrial Products,Packaging,625.65,547.94,11.56,456.71,47.42,12.91,0.16,1.64,12.57,12.09,-8.73,-4.01,7.24,8.31,1.24
Sh. Karthik Pap.,516106,,INE538D01015,"Paper, Forest & Jute Products",Paper & Paper Products,7.32,13.99,,65.78,-0.11,1.75,0.00,4.76,-2.16,1.20,10.87,-210.00,28.94,-8.99,
Sh. Krish. Infr.,542146,,INE951Z01013,Realty,"Residential, Commercial Projects",9.48,10.43,115.89,0.03,0.09,-1700.00,0.00,0.88,0.76,1.54,-96.25,200.00,64.91,-64.84,2.62
Sh. Krishna Pap.,500388,,INE970C01012,"Paper, Forest & Jute Products",Paper & Paper Products,93.10,125.89,35.46,232.30,3.55,4.25,0.00,2.38,8.43,5.40,23.58,58.48,12.24,8.64,-4.12
Sh. Rajas. Synt.,503837,,INE796C01011,Textiles & Apparels,Other Textile Products,9.50,38.70,,14.21,-4.95,-33.43,0.00,5.09,-165.82,-9.72,1.72,60.84,-13.89,-35.50,
Sh. Rama Multi.,532310,SHREERAMA,INE879A01019,Industrial Products,Packaging,44.12,588.86,23.11,264.85,25.48,16.16,0.00,3.32,15.37,5.95,20.27,-53.25,13.29,6.89,0.32
Sh.Pushkar Chem.,539334,SHREEPUSHK,INE712K01011,Chemicals & Petrochemicals,Dyes And Pigments,475.25,1536.85,21.32,1002.19,72.07,10.21,0.44,2.52,12.20,5.59,15.65,7.99,14.23,12.60,0.90
Sh.Renuka Sugar,532670,RENUKA,INE087H01022,Agricultural Food & other Products,Sugar,24.04,5116.89,,9364.90,-780.20,0.31,0.00,,,-0.99,-5.13,-96.38,73.37,0.53,
Shadowfax Technologies,544685,SHADOWFAX,INE12UN01015,Transport Services,Logistics Solution Provider,259.55,15228.59,88.42,4608.28,172.23,5.84,0.00,8.64,10.72,1.31,65.38,1754.75,46.46,42.33,2.18
Shah Alloys,513436,SHAHALLOYS,INE640C01011,Industrial Products,Iron & Steel Products,101.50,200.97,,37.27,-52.72,13.42,0.00,1.79,-100.74,0.23,-86.02,-167.21,36.71,-60.96,
Shah Foods,519031,,INE455D01012,Food Products,Packaged Foods,401.85,936.91,284.78,3.98,3.29,-6.03,0.00,5.30,1.86,0.48,,,208.30,,
Shah Metacorp,533275,SHAH,INE482J01021,Industrial Products,Iron & Steel Products,3.51,348.32,26.45,236.29,13.17,1.41,0.00,1.14,5.17,3.38,48.83,12.09,24.54,73.42,0.28
Shahi Shipping,526508,,INE825D01016,Transport Services,Shipping,12.37,17.92,,5.58,-2.20,-22.40,0.00,38.15,-126.62,-7.00,-39.87,-49.66,-23.89,-15.90,
Shahlon Silk,542862,,INE052001026,Textiles & Apparels,Other Textile Products,24.00,214.33,52.15,248.15,4.11,9.36,0.29,1.95,4.03,5.75,1.95,23.05,14.01,-5.61,0.49
Shaily Engineer.,501423,SHAILY,INE151G01028,Consumer Durables,Plastic Products - Consumer,3278.30,15078.62,84.80,970.88,177.82,28.87,0.09,23.20,28.16,1.63,22.25,83.13,51.36,15.38,1.13
Shakti Press,526841,,INE794C01016,Printing & Publication,Printing & Publication,11.58,32.61,16.06,103.15,2.03,3.97,0.00,1.41,8.60,7.46,675.56,2437.50,11.30,111.47,0.42
Shakti Pumps,531431,SHAKTIPUMP,INE908D01010,Industrial Products,"Compressors, Pumps & Diesel Engines",473.00,5836.72,27.49,2933.78,212.33,12.30,0.21,3.42,17.99,6.44,14.10,-48.53,14.35,40.74,0.23
Shalby,540797,SHALBY,INE597J01018,Healthcare Services,Hospital,152.71,1649.42,41.94,1176.23,39.33,12.14,0.00,1.64,2.45,4.40,6.50,7663.46,13.07,12.35,-1.48
Shalibhadra Fin.,511754,SAHLIBHFI,INE861D01011,Finance,Non Banking Financial Company (NBFC),89.52,276.51,13.95,42.54,19.82,75.60,0.56,1.61,11.94,9.87,14.97,15.50,10.09,13.98,0.43
Shalimar Paints,509874,SHALPAINTS,INE849C01026,Consumer Durables,Paints,85.47,715.48,,558.79,-64.84,-4.82,0.00,2.85,-21.35,-4.94,-10.68,7.99,-39.50,5.96,
Shalimar Prod.,512499,,INE435E01020,Entertainment,Media & Entertainment,0.27,26.58,,0.91,-0.52,-36.26,0.00,0.27,-1.18,-1.88,-44.51,49.51,-86.82,-58.13,
Shalimar Wires,532455,,INE655D01025,Textiles & Apparels,Other Textile Products,19.20,82.09,9.23,146.75,8.89,22.43,0.00,1.90,19.14,14.31,12.15,307.80,4.65,5.58,0.06
Sham Foam,544869,,INE0Z9N01013,Consumer Durables,"Furniture, Home Furnishing",68.90,79.17,9.15,92.30,8.65,12.10,0.00,,51.52,14.19,13.74,141.62,6.69,,
Shamrock Indl.,531240,,INE022F01015,Commercial Services & Supplies,Trading & Distributors,25.96,14.09,,0.00,-1.07,,0.00,27.10,-102.35,-7.60,,-463.16,-13.16,,
Shangar Decor,540259,,INE118R01032,Commercial Services & Supplies,Diversified Commercial Services,0.25,12.24,6.00,26.13,2.04,25.37,0.00,0.21,2.52,16.74,38.25,161.54,2.56,34.03,0.06
Shankar Lal Ram.,542232,SRD,INE01NE01012,Chemicals & Petrochemicals,Trading - Chemicals,39.33,251.58,13.64,478.09,18.44,5.43,0.13,2.05,11.61,9.34,12.40,51.77,10.66,16.43,-2.55
Shankara Building,540425,SHANKARA,INE274V01019,Retailing,Speciality Retail,148.18,359.33,69.10,1391.16,5.20,1.70,2.02,0.80,0.71,4.55,-62.77,-89.03,16.37,-30.31,-1.19
Shankara Buildpro,544517,BUILDPRO,INE24OJ01011,Retailing,Speciality Retail,1298.20,3148.05,23.68,7147.36,132.96,3.29,0.39,5.77,25.86,7.19,26.33,42.05,13.26,19.20,0.87
Shankesh Jewellers,544882,SHANKESH,INE1WFC01025,Consumer Durables,"Gems, Jewellery And Watches",98.92,1454.43,13.64,1630.79,106.65,9.68,0.00,,68.80,9.66,16.17,164.57,10.27,21.50,0.12
Shanmuga Hos.,544365,,INE0TD301017,Healthcare Services,Hospital,44.00,59.90,14.09,44.97,4.21,18.41,0.00,1.41,10.24,9.41,-0.97,0.00,7.26,6.61,-3.51
Shantai Indust.,512297,,INE408F01024,Industrial Manufacturing,Industrial Products,90.43,67.82,,5.59,-1.34,-24.87,0.00,10.68,-18.54,-1.94,-76.61,-636.00,-51.63,153.81,
Shanthala FMCG,,SHANTHALA,INE0Q9Q01017,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,16.60,11.12,8.76,52.71,1.27,1.42,0.00,0.47,4.36,20.54,8.79,115.25,4.79,17.81,0.05
Shanthi Gears,522034,SHANTIGEAR,INE631A01022,Industrial Manufacturing,Industrial Products,621.75,4769.81,70.85,499.32,67.32,17.74,0.80,10.84,19.00,1.94,-16.88,-30.64,43.23,5.19,11.48
Shanti Educat.,539921,SEIL,INE440T01028,Other Consumer Services,Education,200.76,3232.24,556.32,56.72,5.81,11.35,0.00,42.19,7.99,0.26,-11.82,-15.55,316.99,71.65,27.19
Shanti Gold,544459,SHANTIGOLD,INE06ZD01017,Consumer Durables,"Gems, Jewellery And Watches",256.34,1967.14,10.56,2442.32,186.36,10.61,0.00,3.29,37.34,12.31,110.66,206.97,7.92,43.76,0.11
Shanti Guru Inds,534708,,INE892L01019,Retailing,Diversified Retail,8.82,10.86,0.97,0.23,11.23,-443.48,0.00,0.44,58.20,239.69,,7118.75,0.42,,0.00
Shanti Inorgan.,,SHANTIINOR,INE1ZEE01019,,,,143.15,14.06,71.22,10.18,21.62,,,27.57,8.75,24.71,34.12,10.15,,
Shanti Spintex,544059,,INE0QZQ01019,Textiles & Apparels,Other Textile Products,35.70,60.29,8.28,704.21,7.28,2.29,0.00,0.57,6.88,11.81,,,5.88,,
Sharat Industrie,519397,SHINDL,INE220Z01013,Food Products,Seafood,162.42,636.92,37.89,529.81,16.81,7.13,0.15,4.12,10.91,4.79,30.53,37.00,18.34,16.50,1.10
Sharda Cropchem,538666,SHARDACROP,INE221J01015,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,768.35,6932.09,11.07,5356.54,626.11,19.54,1.95,2.21,23.17,12.03,18.52,49.11,5.81,9.20,0.43
Sharda Ispat,513548,,INE385M01012,Industrial Products,Iron & Steel Products,154.05,78.26,10.35,212.12,7.56,4.71,0.00,1.19,9.95,11.67,36.40,54.29,8.00,6.02,0.64
Sharda Motor,535602,SHARDAMOTR,INE597I01028,Auto Components,Auto Components & Equipments,881.95,5063.07,15.10,3651.59,335.20,11.58,2.27,3.86,25.25,9.02,25.60,4.49,9.70,7.95,1.07
Shardul Sec.,512393,SHARDUL,INE037B01020,Capital Markets,Stockbroking & Allied,54.49,476.74,20.58,141.43,23.17,33.49,0.00,0.72,-7.22,6.74,751.99,320.25,14.65,6.23,
Share India Sec.,540725,SHAREINDIA,INE932X01026,Capital Markets,Stockbroking & Allied,170.50,3730.98,10.27,1576.93,363.44,40.12,0.94,1.42,13.02,48.97,14.62,17.62,1.99,10.54,-23.88
Share Samadhan,544251,,INE0LY301010,Finance,Other Financial Services,47.20,57.91,99.84,6.21,0.58,-7.25,0.00,1.40,1.52,1.35,-56.99,-81.59,46.23,31.04,15.34
Sharika Enterpr.,540786,,INE669Y01022,Commercial Services & Supplies,Trading & Distributors,18.62,80.62,,80.14,-6.98,-7.57,0.00,6.07,-50.21,-5.78,-1.38,-2191.25,-21.18,14.42,
Sharma E I Hosp.,524548,,INE465H01012,Healthcare Services,Healthcare Service Provider,96.00,31.49,26.46,37.22,1.19,9.59,0.00,,9.47,5.40,14.10,-9.85,10.28,20.12,1.85
Sharp Chucks and,,SCML,INE460Q01014,Industrial Products,Castings & Forgings,81.00,97.89,10.65,273.77,9.19,12.10,0.00,0.92,9.64,12.69,13.33,15.74,6.06,16.32,0.43
Sharp India,523449,,INE207B01011,Consumer Durables,Consumer Electronics,124.05,321.79,,0.00,-22.62,,0.00,,,-1.78,,-15.29,-57.33,,
Sharp Investment,538212,,INE909D01026,Finance,Non Banking Financial Company (NBFC),0.45,10.89,64.06,0.32,0.17,34.38,0.00,0.38,0.04,2.47,77.78,325.00,40.41,33.21,
Sharpline Broadc,543341,,INE647W01014,Media,Advertising & Media Agencies,9.43,27.00,2.99,93.05,9.02,13.62,0.00,0.58,23.11,31.01,14.62,3773.24,2.99,,
Sharvaya Metals,544506,,INE0UJF01018,Industrial Products,"Aluminium, Copper & Zinc Products",146.50,146.94,12.59,229.83,11.67,7.95,0.00,1.90,23.32,11.53,104.26,-6.71,8.45,48.52,0.15
Shashijit Infra.,540147,,INE700V01021,Construction,Civil Construction,2.73,19.84,,22.33,-0.23,3.90,0.00,1.28,3.22,2.14,0.86,91.93,19.30,-12.76,
Shashwat Furnis.,543519,,INE0JMN01019,Consumer Durables,"Furniture, Home Furnishing",86.41,18.04,,23.95,-0.39,-0.25,0.00,5.42,-11.08,-0.78,77.41,-178.00,481.25,,
Shayona Eng.,544686,,INE0UCL01011,Industrial Products,Castings & Forgings,144.00,56.05,13.87,40.27,4.04,18.70,0.00,2.10,22.11,9.28,74.40,63.56,9.89,47.46,0.15
Sheel Bio.,,SHEEL,INE0YJV01017,Commercial Services & Supplies,Diversified Commercial Services,61.60,125.37,10.66,110.02,11.76,14.80,0.00,,14.03,10.46,-0.38,13.19,8.96,7.35,0.33
Sheela Foam,540203,SFL,INE916U01025,Consumer Durables,"Furniture, Home Furnishing",646.80,7063.27,34.70,4031.37,203.54,10.59,0.15,2.17,4.80,4.05,16.82,261.53,16.27,9.97,-5.23
Sheetal Cool,540757,SCPL,INE501Y01019,Food Products,Dairy Products,646.45,678.77,32.70,385.74,20.76,11.60,0.00,4.33,13.28,4.94,24.25,43.47,16.03,2.46,-7.73
Sheetal Univer.,,SHEETAL,INE04VX01019,Agricultural Food & other Products,Other Agricultural Products,348.10,398.78,34.65,176.00,11.51,11.92,0.14,7.28,23.34,4.09,66.56,23.76,20.82,10.97,0.44
Shekhawati Inds,533301,SHEKHAWATI,INE268L01046,Textiles & Apparels,Other Textile Products,15.52,53.50,4.33,14.98,12.36,32.31,0.00,2.43,49.12,23.91,-68.21,83.93,3.80,-62.15,0.13
Shelter Pharma,543963,,INE013V01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,31.60,53.20,5.89,73.13,9.03,17.39,1.11,0.69,15.13,23.30,44.41,24.72,4.15,26.47,0.39
Shemaroo Entert.,538685,SHEMAROO,INE363M01019,Entertainment,Media & Entertainment,126.61,363.75,,575.22,-180.86,-36.71,0.00,1.35,-58.75,-32.39,-14.17,-59.32,-3.17,1.54,
Shentracon Chem.,530757,,INE0OUS01011,Chemicals & Petrochemicals,Commodity Chemicals,132.00,58.58,5858.00,0.11,0.01,-18.18,0.00,,,0.02,,-91.67,6190.00,,157.43
Shera Energy,,SHERA,INE0MM001019,Industrial Products,"Aluminium, Copper & Zinc Products",182.30,445.53,13.02,1740.98,34.21,5.56,0.00,2.30,16.94,14.41,27.31,77.15,6.49,33.05,0.23
Shervani Indl Sy,526117,SHERVANI,INE011D01013,Realty,"Residential, Commercial Projects",315.10,81.07,311.81,16.05,0.26,-19.63,0.79,0.61,-0.52,4.55,-65.64,-93.55,16.75,-7.14,
Shetron,526137,,INE278C01010,Industrial Products,Packaging,104.70,94.23,22.07,263.81,4.27,7.14,0.96,1.53,6.22,10.40,13.19,34.70,6.59,0.23,-1.54
Shigan Quantum,,SHIGAN,INE03KJ01013,Auto Components,Auto Components & Equipments,71.10,144.53,21.07,228.63,6.86,7.55,0.70,1.46,7.14,8.79,8.56,-19.20,9.61,11.79,1.00
Shilchar Tech.,531201,SHILCTECH,INE024F01011,Electrical Equipment,Other Electrical Equipment,4065.30,4650.78,33.82,627.80,137.53,25.49,0.31,9.47,37.78,4.01,-6.98,-16.32,24.37,32.50,0.62
Shilp Gravures,513709,SHILGRAVQ,INE960A01017,Industrial Products,"Aluminium, Copper & Zinc Products",144.80,89.05,10.44,98.25,8.53,14.64,1.45,0.85,8.65,12.50,5.01,118.72,5.22,3.92,1.42
Shilpa Medicare,530549,SHILPAMED,INE790G01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,964.15,18857.02,66.32,1683.02,284.35,28.44,0.06,7.28,8.99,1.97,27.95,116.95,38.20,13.64,0.62
Shine Fashions,543244,,INE0BLY01023,Textiles & Apparels,Other Textile Products,25.95,69.71,7.38,102.00,9.44,11.59,0.06,2.20,34.34,14.78,25.05,35.24,6.75,69.17,0.06
Shining Tools,544607,,INE0D8001018,Industrial Manufacturing,Industrial Products,111.32,62.99,16.19,18.29,3.89,36.47,0.00,2.44,22.98,7.84,24.17,116.11,9.75,21.02,0.06
Shipping Land,544142,SCILAL,INE0PB301013,Finance,Investment Company,39.77,1852.48,65.00,25.45,28.50,-162.08,1.38,0.62,0.96,2.06,23.96,115.24,45.07,23.07,-9.62
Shiprocket,544871,SHIPROCKET,INE0FOO01011,Transport Services,Logistics Solution Provider,135.92,9889.23,,2024.14,-75.99,-3.29,0.00,,-5.14,-0.49,24.03,-2.08,-755.33,22.96,
Shipwaves Online,544646,,INE0O9L01010,Transport Services,Logistics Solution Provider,3.57,50.51,14.15,91.17,3.57,9.07,0.00,0.59,6.43,10.84,-15.80,-68.71,6.77,,
Shish Industries,540693,,INE145Y01023,Industrial Products,Plastic Products - Industrial,12.90,544.32,159.16,136.77,3.42,6.83,0.00,2.94,4.99,1.15,8.28,-60.55,43.99,25.19,67.73
Shiv Aum Steels,,SHIVAUM,INE719F01016,Commercial Services & Supplies,Trading & Distributors,448.05,609.37,64.01,559.77,9.52,3.15,0.00,5.04,6.29,2.94,-2.53,-23.06,33.15,2.52,-3.26
Shiv Texchem,544272,,INE0YRO01015,Chemicals & Petrochemicals,Trading - Chemicals,109.30,253.27,3.25,2776.07,77.82,4.90,0.00,0.62,20.93,18.20,26.09,61.75,5.48,35.43,0.05
Shiva Cement,532323,SHIVACEM,INE555C01029,Cement & Cement Products,Cement & Cement Products,15.97,471.12,,481.05,-114.75,7.10,0.00,,,-0.17,50.25,24.06,56.07,3417.38,
Shiva Global,530433,SHIVAAGRO,INE960E01019,Fertilizers & Agrochemicals,Fertilizers,41.39,41.36,,288.78,-0.39,2.08,0.00,0.46,-0.01,8.69,-20.90,-175.00,8.49,-20.13,
Shiva Granito,540072,,INE191V01015,Other Construction Materials,Other Construction Materials,9.69,15.52,,11.73,-0.06,5.88,0.00,0.53,-0.25,2.39,36.40,-400.00,25.43,34.23,
Shiva Mills,540961,SHIVAMILLS,INE644Y01017,Textiles & Apparels,Other Textile Products,60.50,52.28,15.51,139.67,3.37,6.54,0.00,0.57,-0.80,8.13,-14.13,194.13,4.39,-4.36,0.65
Shiva Texyarn,511108,SHIVATEX,INE705C01020,Textiles & Apparels,Other Textile Products,182.86,237.04,25.85,338.15,9.17,9.55,0.33,1.64,8.93,7.86,-0.02,-28.30,7.95,-6.07,0.66
Shivagrico Impl.,522237,,INE092H01014,Industrial Manufacturing,Industrial Products,23.32,11.68,25.96,47.50,0.45,7.07,0.00,1.41,4.83,5.93,0.61,32.35,8.68,4.36,0.19
Shivalic Power,,SPCL,INE0T7B01010,Electrical Equipment,Other Electrical Equipment,62.60,150.96,12.83,155.40,11.77,12.11,0.00,1.21,9.91,10.88,17.41,-5.23,8.39,,
Shivalik Bimetal,513097,SBCL,INE386D01027,Industrial Products,Iron & Steel Products,1121.10,6458.01,60.59,616.46,106.59,23.03,0.36,13.42,21.82,2.27,18.79,29.97,40.03,6.67,8.66
Shivalik Rasayan,539148,SHIVALIK,INE788J01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,327.40,515.67,37.70,375.04,13.68,12.26,0.15,0.86,2.14,5.39,14.88,-8.86,11.80,16.22,-2.30
Shivam Autotech,532776,SHIVAMAUTO,INE637H01024,Auto Components,Auto Components & Equipments,18.01,236.82,,428.42,-82.24,8.03,0.00,,,0.20,-0.77,-48.53,16.65,-4.51,
Shivam Chemicals,544165,,INE0SGR01013,Food Products,Animal Feed,114.00,193.65,31.96,284.23,6.06,3.19,0.00,4.65,15.73,4.46,26.81,189.95,19.86,22.00,1.82
Shivamshree Busi,538520,,INE857P01021,Food Products,Packaged Foods,1.81,13.69,20.43,15.08,0.67,8.69,0.00,1.66,2.51,3.19,154.30,158.77,13.33,499.87,0.29
Shivashrit Foods,,SHIVASHRIT,INE1DLF01018,Food Products,Other Food Products,120.00,219.23,15.60,113.51,14.05,21.22,0.00,2.14,20.48,9.31,8.42,15.26,9.19,35.78,0.14
Shlokka Dyes,544582,,INE1EUB01016,Chemicals & Petrochemicals,Specialty Chemicals,26.00,55.66,11.22,81.94,4.96,13.91,0.00,0.65,8.81,11.05,-20.61,-50.45,6.50,110.62,0.11
Shoora Designs,543970,,INE0OJZ01019,Consumer Durables,"Gems, Jewellery And Watches",68.60,31.72,793.00,11.78,0.04,0.17,0.00,1.58,0.20,0.16,142.39,-33.33,353.67,77.40,-27.71
Shoppers Stop,532638,SHOPERSTOP,INE498B01024,Retailing,Diversified Retail,381.75,4207.10,,5173.64,-18.81,14.69,0.00,14.45,-6.37,3.43,9.62,-205.38,9.30,7.83,
