symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,name,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
536710.BO,2026-08-10,26.0,26.237500031789143,23.640277597639297,22.90099979400635,24.78566635131836,25.71424976348877,25.90473094967999,17.299999237060547,32.0,True,False,False,False,True,True,True,True,False,-18.75,dry,0.0,False,False,False,False,SRG Fingrow Fin,Finance,Non Banking Financial Company (NBFC),68.30357142857143,False,False
539839.BO,2026-08-10,8.90999984741211,8.914999961853027,8.918333371480307,8.918800048828125,9.183733386993408,9.652800040245056,8.912999761977423,7.139999866485596,13.5,False,False,False,False,False,False,False,False,False,-32.95711156518478,dry,0.0,False,False,False,True,Franklin Leasing,Finance,Non Banking Financial Company (NBFC),51.33928571428571,False,False
536738.BO,2026-08-10,5.699999809265137,6.160833120346069,5.901388698154026,5.920599803924561,5.787799905141195,5.861799907684326,5.950769470051252,4.5,7.949999809265137,False,False,False,True,False,False,False,False,False,-5.000003178914392,dry,0.0,False,False,False,False,Stellar Capital,Finance,Other Financial Services,79.91071428571429,True,False
SMVD.NS,2026-08-10,14.600000381469727,14.600000381469727,13.594444672266642,13.022000217437744,11.071333389282227,9.975750052928925,14.562153456164953,5.599999904632568,14.600000381469727,True,True,True,True,True,True,True,True,False,46.000003814697266,dry,0.0,False,False,True,False,SMVD Poly Pack,Industrial Products,Plastic Products - Industrial,96.42857142857143,True,True
544101.BO,2026-08-10,77.0,78.07916641235352,86.70312605963812,86.62020339965821,76.8065283203125,79.26357181549072,78.18671295915169,63.488369549022,107.27123260498047,False,False,False,True,False,False,False,False,False,-17.468746202597586,dry,0.0,False,False,False,False,Brisk Technovisi,IT - Hardware,Computers Hardware & Equipments,69.64285714285714,False,False
540729.BO,2026-08-10,21.75,23.975000540415447,24.62333393096924,24.177600479125978,20.82560015996297,21.39155008792877,23.313871774446024,14.710000038146973,29.0,True,False,False,True,False,True,True,False,False,-15.105389197751473,dry,0.0,False,False,False,False,Vanta Bioscience,Healthcare Services,"Healthcare Research, Analytics & Technology",73.21428571428571,True,False
541703.BO,2026-08-10,11.220000267028809,11.613333384195963,11.761944479412502,12.152600021362305,14.05079999923706,14.251700005531312,11.638930452232309,9.789999961853027,19.200000762939453,False,False,False,False,False,False,False,False,False,-25.199998219807938,noise,67.2645739910314,False,True,False,False,Raconteur Global,Retailing,Speciality Retail,59.375,False,False
543595.BO,2026-08-10,94.55000305175781,104.33916727701823,100.6163895924886,100.1288003540039,98.69953318277994,100.42564964294434,103.01719894417445,75.5,139.0,False,False,False,False,False,False,False,False,False,-30.477938932531025,dry,0.0,False,False,False,False,EP Biocomposites,Other Utilities,Waste Management,54.91071428571429,False,False
544178.BO,2026-08-10,31.5,31.166666666666668,31.472499953375923,32.4792000579834,41.84686683654785,47.33765016555786,31.297493086370242,27.3700008392334,74.0,False,False,False,False,False,False,False,True,False,-49.624179409980464,dry,0.0,False,False,False,False,Piotex Indus.,Textiles & Apparels,Other Textile Products,26.785714285714285,False,False
CONTI.NS,2026-08-10,11.050000190734863,11.09166685740153,11.394444545110067,11.788000087738038,14.854666709899902,16.71225001335144,11.253916104379153,10.350000381469727,28.5,False,False,False,False,False,False,False,False,False,-52.26781696406613,red,113.63636363636364,False,False,False,False,Continental Seed,Commercial Services & Supplies,Trading & Distributors,20.535714285714285,False,False
542728.BO,2026-08-10,21.399999618530273,23.0749994913737,28.38333331214057,29.580400161743164,31.474267171223957,31.379000396728514,23.132882886996896,21.399999618530273,35.869998931884766,False,True,False,False,False,False,False,False,False,-0.3260349187839906,red,227.27272727272728,False,False,False,True,S K Internation.,Consumer Durables,"Gems, Jewellery And Watches",83.03571428571429,True,False
543519.BO,2026-08-10,77.80000305175781,78.31916809082031,79.77027829488118,79.94660079956054,89.98820098876953,93.8683003616333,77.94534197196832,63.0,143.4600067138672,False,False,False,False,False,False,False,False,False,3.7333374023437393,dry,0.0,False,False,False,False,Shashwat Furnis.,Consumer Durables,"Furniture, Home Furnishing",84.375,True,False
540938.BO,2026-08-10,9.699999809265137,9.386666297912598,9.326388703452217,9.472999973297119,9.858466701507568,11.542600026130676,9.487483228545612,6.190000057220459,27.0,False,False,False,False,True,True,False,True,False,-59.583334128061935,dry,0.0,False,False,False,False,Gujarat Hy-Spin,Textiles & Apparels,Other Textile Products,15.625,False,False
543372.BO,2026-08-10,7.449999809265137,7.404166738192241,7.57194443543752,7.145000009536743,5.9977333450317385,6.509200005531311,7.414746517415856,3.869999885559082,13.210000038146973,True,False,False,True,True,True,False,True,False,-43.603332416718274,green,380.9523809523809,True,False,False,False,Getalong Enterp.,Commercial Services & Supplies,Consulting Services,35.267857142857146,False,False
543979.BO,2026-08-10,66.22000122070312,60.68166637420654,56.45555517408583,51.97299972534179,47.973999913533525,50.13824993133545,61.49488989540952,37.5,84.30999755859375,True,False,False,True,True,True,True,True,False,20.400002219460234,noise,62.893081761006286,False,False,False,False,Kahan Packaging,Industrial Products,Packaging,91.96428571428571,True,False
543765.BO,2026-08-10,14.199999809265137,14.197499752044678,15.270555549197727,15.82939998626709,17.789666754404703,18.818500027656555,14.264995253891172,13.520000457763672,31.989999771118164,False,False,False,False,False,False,False,False,False,-37.71929699811758,dry,0.0,False,False,False,False,Earthstahl &All.,Industrial Products,Iron & Steel Products,44.642857142857146,False,False
543769.BO,2026-08-10,9.100000381469727,9.429166634877523,8.614444494247437,8.674400081634522,8.59273333867391,9.342049980163575,9.271422469755324,6.949999809265137,20.489999771118164,False,False,False,False,True,True,False,False,False,-40.71661136598341,dry,0.0,False,False,False,False,Indong Tea Co,Agricultural Food & other Products,Tea & Coffee,39.285714285714285,False,False
543285.BO,2026-08-10,17.06999969482422,16.71999979019165,17.016666571299236,17.401799926757814,20.836333332061766,23.11430001735687,16.968610741848245,14.619999885559082,141.8000030517578,False,False,False,False,False,False,False,True,False,-87.96191866893433,dry,2.910360884749709,False,True,False,False,Rajeshwari Cans,Industrial Products,Packaging,0.8928571428571428,False,False
QFIL.NS,2026-08-10,62.79999923706055,62.691665967305504,60.62222205268012,57.83699981689453,51.93400034586588,55.776750240325924,62.57350024508359,39.900001525878906,77.0,True,False,False,True,True,True,True,True,False,-5.350413441901091,dry,0.0,False,False,False,False,Quality Foils,Industrial Products,Iron & Steel Products,79.46428571428571,True,False
544083.BO,2026-08-10,53.0,52.622499783833824,55.31583340962728,58.57240036010742,61.96233350118001,69.31935026168823,53.25965181194752,40.0,116.0999984741211,False,False,False,False,False,True,False,False,False,-50.281425179507266,green,111.11111111111111,False,False,False,False,Shree Marutinand,Industrial Products,Iron & Steel Products,25.0,False,False
SPRL.NS,2026-08-10,101.94999694824219,97.92083168029785,104.7027768029107,98.75299911499023,110.96999994913737,126.29724964141846,100.27478084056004,74.5,189.4499969482422,False,False,False,False,True,True,False,True,False,-30.646260579427086,noise,65.78947368421053,False,False,False,False,SP Refractories,Industrial Products,Electrodes & Refractories,54.46428571428571,False,False
CMRSL.NS,2026-08-10,65.5999984741211,64.39166577657063,65.97638850741916,66.26899978637695,68.68499992370606,70.65874986648559,63.87315055787495,52.45000076293945,96.75,False,False,False,False,False,False,False,True,False,-14.012479222713214,ppv,206.42201834862385,False,False,False,False,Cyber Media Res.,Media,Advertising & Media Agencies,74.10714285714286,True,False
540144.BO,2026-08-10,17.049999237060547,17.749999682108562,17.95583306418525,17.985999641418456,16.98113316853841,17.20159986972809,17.428183638111616,11.550000190734863,25.93000030517578,False,False,False,True,False,True,False,False,False,-34.24605076592589,dry,0.0,False,False,False,False,DRA Consultants,Commercial Services & Supplies,Consulting Services,48.214285714285715,False,False
NIDAN.NS,2026-08-10,13.399999618530273,13.174999872843424,13.418055534362793,13.528999938964844,14.95266664505005,16.106999955177308,13.27258827256501,11.5,24.899999618530273,False,False,False,False,False,False,False,True,False,-35.26570471185123,noise,27.027027027027028,False,False,False,False,Nidan Laborator.,Healthcare Services,Healthcare Service Provider,46.875,False,False
RADIOWALLA.NS,2026-08-10,26.049999237060547,27.637499809265137,26.827777756585014,27.047999992370606,37.368666648864746,43.18699997901916,27.288258374327828,22.200000762939453,72.0,False,False,False,False,False,False,False,False,False,-60.47041178469363,noise,21.73913043478261,False,False,False,False,Radiowalla,Entertainment,Media & Entertainment,13.392857142857142,False,False
MARINETRAN.NS,2026-08-10,15.5,14.458333492279053,14.051388846503365,14.400999927520752,16.847666651407877,17.125749940872193,14.672098560815325,13.300000190734863,28.200000762939453,False,False,False,False,True,False,False,True,False,-3.7267103556115178,green,333.33333333333337,False,False,False,False,Marinetrans Indi,Transport Services,Logistics Solution Provider,80.80357142857143,True,False
YCCL.NS,2026-08-10,9.350000381469727,9.574999968210856,9.77916669845581,9.848000011444093,10.419666684468588,10.892000007629395,9.685457849379008,8.550000190734863,13.949999809265137,False,False,False,False,False,False,False,False,False,-25.199996948242188,red,267.85714285714283,False,False,False,False,Yasons Chemex,Chemicals & Petrochemicals,Dyes And Pigments,59.82142857142857,False,False
543606.BO,2026-08-10,26.18000030517578,28.33833344777425,24.765277862548828,23.906200103759765,22.1920667330424,24.974200072288514,27.810233185382742,12.619999885559082,48.849998474121094,True,False,False,False,True,True,False,False,False,-31.787390368456215,dry,18.38235294117647,False,False,False,False,Containe Tech.,Industrial Manufacturing,Industrial Products,52.23214285714286,False,False
PRECISION.NS,2026-08-10,8.149999618530273,7.891666650772095,7.22083334128062,7.341999998092652,8.437333348592123,10.124749999046326,7.889326210057876,6.199999809265137,26.0,False,False,False,False,True,True,False,True,False,-68.4108532576111,red,156.794425087108,False,False,False,False,Precision Metal.,Auto Components,Auto Components & Equipments,8.482142857142858,False,False
540072.BO,2026-08-10,11.880000114440918,12.695833285649618,12.785277711020576,12.985399951934815,12.62,11.920000028610229,12.568489576594075,7.010000228881836,19.649999618530273,False,True,False,True,False,True,False,False,False,-39.54198297674325,red,2500.0,False,False,False,False,Shiva Granito,Other Construction Materials,Other Construction Materials,41.07142857142857,False,False
SHUBHLAXMI.NS,2026-08-10,19.0,19.525000254313152,23.07638904783461,23.21200012207031,26.31733336130778,25.934250016212463,19.39315528359608,13.350000381469727,40.0,False,True,True,False,False,True,False,False,False,18.0124195640891,noise,50.607287449392715,False,False,False,False,Shubhlaxmi Jewel,Consumer Durables,"Gems, Jewellery And Watches",89.73214285714286,True,False
543830.BO,2026-08-10,62.0,61.71750036875407,61.80861102210151,61.47419990539551,57.34273330688477,55.54454998016357,61.94922048892024,45.599998474121094,66.5,True,True,True,True,True,True,True,True,False,5.084745762711873,dry,0.0,False,False,False,False,Labelkraft Tech.,"Paper, Forest & Jute Products",Paper & Paper Products,84.82142857142857,True,True
544072.BO,2026-08-10,31.850000381469727,28.052500247955322,23.97500006357829,23.872200164794922,25.234600118001303,28.784400091171264,28.99875527130921,19.020000457763672,69.45999908447266,True,False,False,False,True,True,False,True,False,-52.46268599780638,dry,0.0,False,True,False,False,Aik Pipes & Poly,Industrial Products,Plastic Products - Industrial,19.642857142857142,False,False
543678.BO,2026-08-10,11.34000015258789,10.021666765213013,11.198611127005684,12.081600036621094,21.083933251698813,27.516299929618835,10.511140174766343,8.619999885559082,82.0,False,False,False,False,False,True,False,True,False,-85.46712760477878,green,133.54700854700855,False,False,False,False,Ambo Agritec,Agricultural Food & other Products,Edible Oil,1.7857142857142856,False,False
TAPIFRUIT.NS,2026-08-10,50.0,50.0,49.24722237057156,49.56599998474121,56.45399996439616,63.76500001907348,49.90618905949481,45.099998474121094,104.80000305175781,False,False,False,False,True,False,False,True,False,-29.5774647887324,dry,0.0,False,False,False,False,Tapi Fruit,Food Products,Packaged Foods,55.80357142857143,False,False
543623.BO,2026-08-10,78.08000183105469,79.53999900817871,80.69583299424913,70.98439979553223,51.27999992370606,49.729499893188475,79.52668607854781,33.0,93.5999984741211,True,True,True,True,True,True,True,False,False,68.93119811533161,dry,0.0,False,False,False,False,Vedant Asset,Capital Markets,Financial Products Distributor,98.21428571428571,True,True
542477.BO,2026-08-10,22.0,22.0,20.415000173780655,19.304800338745117,15.777867005666097,14.569250288009643,21.966554745202526,10.109999656677246,24.260000228881836,True,True,True,True,True,True,True,True,False,107.35156184623085,dry,0.0,False,False,False,False,Gleam Up Jwel Limiteed,Commercial Services & Supplies,Trading & Distributors,99.55357142857143,True,True
TRIDHYA.NS,2026-08-10,9.050000190734863,10.045833190282186,10.629166523615519,10.437999877929688,11.040333302815755,12.185999975204467,9.858448404711913,6.300000190734863,19.950000762939453,False,False,False,False,False,True,False,False,False,-49.582173782298746,red,215.0537634408602,False,False,False,False,Tridhya Tech,Commercial Services & Supplies,Diversified Commercial Services,27.232142857142854,False,False
541006.BO,2026-08-10,9.0,9.490000089009603,10.485833432939318,10.909800071716308,12.396533438364665,12.984699964523315,9.310199888768844,8.59000015258789,22.309999465942383,False,False,False,False,False,False,False,False,False,-59.659344619263365,dry,0.0,False,False,False,True,Angel Fibers,Textiles & Apparels,Other Textile Products,14.732142857142858,False,False
ASPIRE.NS,2026-08-10,15.199999809265137,14.912500063578287,14.34027780426873,14.351000061035156,14.604333356221517,15.497000026702882,14.773839372348604,10.199999809265137,27.0,False,False,False,False,True,True,False,True,False,-37.959184451979034,noise,71.94244604316546,False,False,False,False,Aspire & Innovat,Consumer Durables,Household Appliances,44.19642857142857,False,False
AILIMITED.NS,2026-08-10,35.849998474121094,36.62083307902018,36.590277671813965,36.627999801635745,36.388333307902016,37.865999965667726,36.238125697818305,23.75,61.0,False,False,False,False,False,True,False,False,False,-41.229510698162144,dry,0.0,False,False,False,False,Abhishek Integr.,Construction,Civil Construction,38.392857142857146,False,False
VIVO.NS,2026-08-10,119.75,94.8874994913737,82.90416569179959,81.22199935913086,77.79266647338868,77.47550003051758,101.37546807390581,64.0,119.75,True,True,True,True,True,True,True,True,False,87.109375,ppv,2211.538461538462,True,False,True,False,Vivo Collaborat.,Telecom - Services,Other Telecom Services,99.10714285714286,True,True
544160.BO,2026-08-10,45.849998474121094,42.53166675567627,32.82055563396878,36.12840015411377,25.652533334096272,27.999500041007995,42.99183083122526,10.729999542236328,60.9900016784668,True,False,False,True,True,True,True,True,False,-16.636366410688918,red,110.16949152542372,False,False,False,False,Jay Kailash,Food Products,Packaged Foods,71.875,True,False
543924.BO,2026-08-10,49.0,49.17583306630453,44.74805524614122,46.958999938964844,52.64653340657552,57.40260009765625,48.45562734739286,37.810001373291016,92.0,False,False,False,False,True,False,False,True,False,-32.36714690960542,dry,0.0,False,False,False,False,Sonalis Consumer,Food Products,Packaged Foods,51.78571428571429,False,False
544011.BO,2026-08-10,37.790000915527344,33.3691668510437,33.85611126157973,33.595800132751464,34.79973342895508,37.25755006790161,34.8139235184839,30.100000381469727,55.0,True,False,False,False,True,False,False,True,False,-19.59574273292054,dry,0.0,False,False,False,False,Vrundavan Planta,Commercial Services & Supplies,Diversified Commercial Services,67.41071428571429,False,False
543309.BO,2026-08-10,16.299999237060547,16.521666208902996,15.929444313049316,16.067999801635743,16.839266567230226,16.972049899101258,16.408579798801696,13.0,21.799999237060547,False,False,False,False,True,False,False,False,False,-9.444448682996963,dry,0.0,False,False,False,False,Adeshwar Meditex,Healthcare Services,"Healthcare Research, Analytics & Technology",77.23214285714286,True,False
543538.BO,2026-08-10,12.489999771118164,12.24749986330668,12.513888835906982,12.738799953460694,13.548799991607666,13.93090000629425,12.384511258830507,8.539999961853027,20.25,False,False,False,False,False,True,False,True,False,-31.335902119778346,dry,0.0,False,False,False,False,Goel Food,Leisure Services,Hotels & Resorts,52.67857142857143,False,False
543754.BO,2026-08-10,88.5,97.50416564941406,99.10472064548068,95.79539886474609,102.6368664042155,107.53164978027344,94.11775883647935,76.86000061035156,166.77999877929688,False,False,False,False,False,False,False,False,False,15.144417508735696,noise,20.79002079002079,False,False,False,False,Transvoy Logist.,Transport Services,Logistics Solution Provider,88.83928571428571,True,False
SATIPOLY.NS,2026-08-10,45.599998474121094,42.104166666666664,37.16666656070285,37.05600006103516,40.351333389282225,47.56225004196167,43.573303076058615,27.149999618530273,88.25,False,False,False,False,True,True,False,True,False,-44.390245763266954,noise,32.78688524590164,False,False,False,False,Sati Poly,Industrial Products,Packaging,33.482142857142854,False,False
541337.BO,2026-08-10,25.6299991607666,26.299999237060547,27.25111044777764,27.073399505615235,28.199999821980793,26.671649866104126,26.12978987581002,9.180000305175781,31.65999984741211,False,True,True,False,False,True,True,False,False,172.65957660511003,dry,0.0,False,False,False,False,Milestone Furn.,Consumer Durables,"Furniture, Home Furnishing",100.0,True,False
542678.BO,2026-08-10,9.550000190734863,9.550000190734863,9.022777981228298,8.809200210571289,35.788563849131265,48.907020611763,9.531453584977625,7.5,111.66180419921875,False,False,False,False,True,False,False,True,False,-79.65434681233654,dry,0.0,False,False,False,False,Cian Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4.017857142857143,False,False
MANDEEP.NS,2026-08-10,20.0,19.666666825612385,19.46805551317003,19.400999984741212,20.198666712443035,21.337500038146974,19.68472284060592,17.25,31.899999618530273,False,False,False,False,True,False,False,True,False,-23.076923076923073,noise,49.01960784313725,False,True,False,False,Mandeep Auto,Auto Components,Auto Components & Equipments,62.05357142857143,False,False
544139.BO,2026-08-10,42.470001220703125,36.28666718800863,34.568889141082764,35.012600059509275,36.35013332366943,37.178399839401244,37.80364343053968,30.049999237060547,49.099998474121094,True,False,False,False,True,True,True,True,False,-1.2325553006904078,ppv,526.3157894736843,True,False,False,False,Koura Fine Diamo,Consumer Durables,"Gems, Jewellery And Watches",82.58928571428571,True,False
544195.BO,2026-08-10,14.199999809265137,14.349166552225748,15.55527761247423,15.917799797058105,17.34733330408732,18.560549960136413,14.42581398306467,13.5,31.700000762939453,False,False,False,False,False,False,False,False,False,-47.40740811383283,noise,218.44660194174756,False,False,False,False,United Cotfab,Textiles & Apparels,Other Textile Products,29.910714285714285,False,False
541983.BO,2026-08-10,21.65999984741211,22.60999933878581,23.081388261583115,23.8487996673584,20.48793315887451,19.498799834251404,22.428616803011202,12.0,27.649999618530273,True,True,True,True,False,True,True,False,False,-17.391302766433945,dry,0.0,False,False,False,False,Innovative Ideal,Commercial Services & Supplies,Diversified Commercial Services,70.08928571428571,True,False
543941.BO,2026-08-10,80.0,79.83666547139485,77.1558329264323,77.75539978027344,80.80186653137207,83.95314996719361,79.63014548776671,58.900001525878906,136.0,False,False,False,False,True,True,False,True,False,-17.201409929756984,noise,189.873417721519,False,False,False,False,Ahasolar Technol,Retailing,E-Retail/ E-Commerce,70.53571428571429,True,False
TGL.NS,2026-08-10,21.200000762939453,19.59166685740153,19.36250008477105,19.86400005340576,33.66266675313314,40.017499980926516,20.073120727679775,14.800000190734863,117.4000015258789,False,False,False,False,True,True,False,True,False,-81.94207794940593,noise,55.95970900951315,False,False,False,False,Teerth Gopicon,Construction,Civil Construction,3.125,False,False
540150.BO,2026-08-10,63.9900016784668,64.32666778564453,64.8088887532552,65.3647998046875,63.10033342997233,64.35050029754639,64.19361034708666,47.29999923706055,84.80000305175781,False,False,False,True,False,True,True,False,False,-5.661211925295595,dry,0.0,False,False,False,False,Mewar Hi-Tech,Construction,Civil Construction,79.01785714285714,True,False
VERTEXPLUS.NS,2026-08-10,46.0,46.375,45.24861070844862,48.734999618530274,77.08199989318848,87.77074995040894,46.270753873899366,35.95000076293945,149.8000030517578,False,False,False,False,False,False,False,False,False,-65.12509315496938,dry,0.0,False,False,False,False,Vertexplus Tech.,IT - Services,IT Enabled Services,9.821428571428571,False,False
GSTL.NS,2026-08-10,15.199999809265137,16.433333317438763,16.916666746139526,17.7989999961853,22.61433329264323,19.451249969005584,16.097180070785733,5.949999809265137,37.650001525878906,False,True,True,False,False,True,False,False,False,14.285711212649943,noise,63.829787234042556,False,False,False,False,Globesecure Tech,IT - Services,IT Enabled Services,87.5,True,False
MICROPRO.NS,2026-08-10,19.0,18.699999968210857,19.206944624582928,19.247000160217286,19.371000080108644,19.594750027656556,18.60574150824042,15.149999618530273,28.5,False,False,False,False,False,False,False,True,False,-13.242007621207874,green,112.35955056179776,False,False,False,False,Micropro Softwar,IT - Software,Computers - Software & Consulting,74.55357142857143,True,False
544052.BO,2026-08-10,36.25,36.02249972025553,40.06749979654948,39.57759986877441,29.735466588338216,29.90119993209839,36.67319246830339,18.0,47.880001068115234,True,False,True,True,False,True,True,False,False,13.352096681940973,noise,32.467532467532465,False,False,False,False,Benchmark Comp.,IT - Services,IT Enabled Services,87.05357142857143,True,False
JETKNIT.NS,2026-08-10,59.349998474121094,61.93333371480306,68.49027919769287,73.8580004119873,84.0859981028239,87.67849836349487,61.71340473156982,59.349998474121094,109.0,False,False,False,False,False,False,False,False,False,-45.55046011548524,dry,0.0,False,False,False,True,Jet Knitwears,Textiles & Apparels,Garments & Apparels,32.589285714285715,False,False
543621.BO,2026-08-10,25.899999618530273,25.679999669392902,24.208333227369522,22.645399932861327,22.41173350016276,23.585300121307373,25.796648150867707,15.300000190734863,28.799999237060547,True,False,True,False,True,True,True,True,False,54.07495800939515,dry,0.0,False,False,False,False,Cargosol Logist.,Transport Services,Logistics Solution Provider,97.32142857142857,True,False
544175.BO,2026-08-10,107.5,102.54166666666667,100.9805556403266,100.90600006103516,91.39513326009114,89.64529975891114,103.02514362884946,66.5,110.0,True,True,True,True,True,True,True,True,False,18.45730027548209,ppv,104.8951048951049,False,False,True,False,TGIF Agribusines,Agricultural Food & other Products,Other Agricultural Products,90.625,True,True
AGARWALFT.NS,2026-08-10,36.849998474121094,37.875,39.0236111746894,36.57099990844726,34.293333231608074,37.63674991607666,37.51823078340041,21.850000381469727,71.25,False,False,False,False,True,True,False,False,False,-38.583335876464844,dry,0.0,False,False,False,False,Agarwal Float,Industrial Products,Glass - Industrial,42.410714285714285,False,False
543352.BO,2026-08-10,170.0,171.25,165.11190795898438,163.46174011230468,144.44562489827473,144.71031608581544,170.2613622422771,106.50857078422933,175.0,True,False,True,True,True,True,True,False,False,18.15286043286686,dry,0.0,False,False,False,False,Platinumone Bus.,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),90.17857142857143,True,False
543814.BO,2026-08-10,38.5099983215332,40.914167722066246,44.86777824825711,44.89280021667481,52.6951998647054,58.38549995422363,42.1804213266852,36.150001525878906,106.05000305175781,False,False,False,False,False,False,False,False,False,-42.48805428902212,red,337.07865168539325,False,False,False,False,Prospect Consum.,Agricultural Food & other Products,Other Agricultural Products,37.05357142857143,False,False
YUDIZ.NS,2026-08-10,26.0,25.391666730244953,25.65138906902737,25.329000091552736,27.4103333791097,27.82025002479553,26.1220198510038,22.149999618530273,39.29999923706055,False,False,False,False,True,False,False,False,False,-21.092566318713025,noise,28.40909090909091,False,False,False,False,Yudiz Solutions,IT - Software,Computers - Software & Consulting,63.83928571428571,False,False
NIRMAN.NS,2026-08-10,33.0,37.29166634877523,40.66249995761447,42.028999938964844,48.950999908447265,55.54550001144409,36.20103786558083,30.600000381469727,231.0,False,False,False,False,False,False,False,False,False,-77.4897690135849,red,191.2280701754386,False,False,False,True,Nirman Agri,Agricultural Food & other Products,Other Agricultural Products,5.357142857142857,False,False
544013.BO,2026-08-10,40.0,39.4966672261556,40.53444480895996,41.2788005065918,39.3542000579834,39.65699995040894,39.74937022525192,29.0,51.900001525878906,True,False,False,True,False,True,True,True,False,-4.761904761904767,noise,181.8181818181818,False,False,False,False,KK Shah Hospital,Healthcare Services,Hospital,80.35714285714286,True,False
541945.BO,2026-08-10,6.920000076293945,6.920000076293945,6.64500011338128,6.548400135040283,6.466200087865194,6.837800095081329,6.908897507864627,4.260000228881836,12.300000190734863,True,False,False,False,True,True,False,True,False,-43.73983765051869,dry,0.0,False,False,False,False,Ranjeet Mechatr.,Construction,Civil Construction,34.375,False,False
543410.BO,2026-08-10,29.290000915527344,28.5683331489563,30.39333364698622,30.976858062744142,35.920620346069335,38.624814910888674,28.62546736040704,26.5,69.349973300292,False,False,False,False,False,False,False,True,False,-50.512151860225885,noise,68.4931506849315,False,False,False,False,DMR Engineering,Commercial Services & Supplies,Consulting Services,24.553571428571427,False,False
KKVAPOW.NS,2026-08-10,451.3999938964844,477.27916463216144,512.8805448744032,539.6879913330079,597.5303318277995,597.5388163757324,470.2547950042724,451.3999938964844,733.0,False,False,False,False,False,False,False,False,False,-34.9492786906644,dry,0.0,False,False,False,True,KKV Agro Powers,Consumer Durables,"Gems, Jewellery And Watches",47.32142857142857,False,False
543546.BO,2026-08-10,5.449999809265137,5.599166711171468,6.340000046624078,6.47100004196167,7.846666701634725,9.558750035762786,5.627499491363363,5.25,61.38999938964844,False,False,False,False,False,False,False,False,False,-90.4936339870951,red,187.0748299319728,False,False,False,True,Healthy Life,Food Products,Dairy Products,0.4464285714285714,False,False
SECL.NS,2026-08-10,3.0,3.0,3.0,3.042000026702881,3.5163333304723103,3.860250018835068,3.0001120306871334,3.0,6.0,False,False,False,False,False,False,False,False,False,-50.0,dry,0.0,False,False,False,True,Salasar Exterior,Construction,Civil Construction,25.892857142857146,False,False
543065.BO,2026-08-10,23.360000610351562,23.360000610351562,24.811389393276638,24.571400260925294,23.471799990336102,24.531800003051757,23.46379892249784,15.050000190734863,31.979999542236328,False,False,False,True,False,True,False,False,False,-20.813557253045555,dry,0.0,False,False,False,False,SM Auto Stamping,Industrial Manufacturing,Industrial Products,64.73214285714286,False,False
QUICKTOUCH.NS,2026-08-10,22.0,22.183333079020183,23.347222116258408,23.7639998626709,28.94399990081787,31.005749940872192,22.331646811011503,20.649999618530273,63.599998474121094,False,False,False,False,False,False,False,False,False,-59.44700460829493,noise,50.33557046979866,False,False,False,False,Quicktouch Tech,IT - Software,Computers - Software & Consulting,16.071428571428573,False,False
542503.BO,2026-08-10,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,Mahip Industries,Industrial Products,Packaging,,False,False
541112.BO,2026-08-10,22.0,25.861666520436604,27.287222173478867,27.486799964904787,27.090800196329752,27.558850135803223,24.905403371312982,20.25,39.04999923706055,False,False,False,False,False,False,False,False,False,-33.634995513271804,dry,0.0,False,False,False,True,Shreeshay Engi.,Construction,Civil Construction,49.107142857142854,False,False
TIMESCAN.NS,2026-08-10,42.0,40.52499961853027,41.09861108991835,41.337000122070314,43.20700007120768,46.4539998626709,41.063073575154775,38.04999923706055,69.05000305175781,False,False,False,False,True,False,False,True,False,-26.444831659609815,dry,0.0,False,False,False,False,Timescan Logist.,Transport Services,Logistics Solution Provider,58.92857142857143,False,False
SAIFL.NS,2026-08-10,5.0,5.054166754086812,5.198611127005683,5.181000022888184,8.249333356221516,9.546250019073486,5.041505954504295,4.900000095367432,29.649999618530273,False,False,False,False,False,False,False,False,False,-83.13659337494505,noise,29.37720329024677,False,False,False,True,Sameera Agro,Agricultural Food & other Products,Other Agricultural Products,2.232142857142857,False,False
543319.BO,2026-08-10,1.2300000190734863,1.2300000190734863,1.190000010861291,1.1416000068187713,1.2711333231131237,1.3082999947667122,1.2293215311036236,0.7599999904632568,1.5,False,False,True,False,True,True,True,True,False,39.772730197541996,dry,0.0,False,False,False,False,AA Plus Trade,Commercial Services & Supplies,Trading & Distributors,94.64285714285714,True,False
UMA.NS,2026-08-10,14.75,15.09583330154419,16.655555460188125,17.228999900817872,18.252333291371663,19.03699996471405,15.041412941164081,14.5,25.0,False,False,False,False,False,False,False,False,False,-39.795918367346935,red,240.96385542168676,False,False,False,False,Uma Converter,Industrial Products,Packaging,40.17857142857143,False,False
