symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
AARVI.NS,2026-08-24,152.7100067138672,153.65166727701822,151.61311213175455,148.69794555664063,134.03808125813802,132.03059749603273,153.38395799322274,110.46418885662881,166.2392228417855,True,True,True,True,True,True,True,False,False,35.329309333933345,dry,17.3831631991107,False,True,False,False,,Commercial Services & Supplies,Diversified Commercial Services,84.22968054993935,True,True,226.17,0.78,50949.0,0.344,20
ABSMARINE.NS,2026-08-21,247.5,231.37916692097983,227.1972223917643,229.43500030517578,212.083666788737,211.16824981689453,235.57829065210248,143.0500030517578,315.5,True,True,True,True,True,True,True,True,False,16.93834497394291,noise,95.43761638733706,False,True,False,False,,Transport Services,Shipping,74.84836231298019,True,True,807.7,2.4,72893.0,0.2969,5
AEGISLOG.NS,2026-08-24,1341.5,1324.4749857584636,1321.7082214355469,1264.5027880859375,880.3718522135416,846.8594512939453,1341.2260123994165,573.0465115667306,1497.800048828125,True,True,True,True,True,True,True,True,False,82.89233716720588,noise,45.27671333156973,False,True,False,False,,Gas,Trading - Gas,94.58147998382532,True,True,47086.65,393.99,2936946.0,0.8367,10
ALIVUS.NS,2026-08-24,1366.0999755859375,1372.4416605631511,1233.9888848198784,1198.2319995117186,1059.8180017089844,1019.8017504882813,1358.28827837922,819.0,1418.0,True,True,True,True,True,True,True,True,False,42.155890685282735,noise,36.19895374363373,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.81763040841084,True,True,16771.81,16.76,122674.0,0.0999,20
ARROWGREEN.NS,2026-08-24,690.75,751.3541666666666,717.7847205268013,684.8599975585937,546.0996665445964,541.7377500915527,728.708489373324,341.95001220703125,821.5999755859375,True,True,True,True,True,True,True,False,False,16.161203213603127,noise,81.35437920350638,False,True,False,False,,Industrial Products,Packaging,74.60574201374848,True,True,1042.2,4.92,71228.0,0.4721,5
AUSOMENT.NS,2026-08-24,147.69000244140625,144.73333104451498,134.96749941507974,129.58359954833983,122.23753295898437,119.39319980621337,145.21693205775944,93.0,178.0,True,True,True,True,True,True,True,True,False,34.34221495879763,green,268.73205741626793,False,True,False,False,,Consumer Durables,"Gems, Jewellery And Watches",83.90618681763041,True,True,201.21,0.05,3717.0,0.0273,5
BHEL.NS,2026-08-24,411.3999938964844,416.4625015258789,409.65619066026477,407.46351928710936,343.56563059488934,327.76686790466306,416.1574703980935,204.46044916421653,446.5,True,True,True,True,True,True,True,False,False,88.90841782996601,noise,35.093647514548465,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,95.10715729882733,True,True,143252.08,505.47,12286584.0,0.3529,No Band
BBTCL.NS,2026-08-24,240.92999267578125,234.9991658528646,223.82000011867947,221.85280029296874,200.56300018310546,199.6789002227783,237.75254219296082,156.0,262.0,True,True,True,True,True,True,True,True,False,20.158595220333165,noise,94.67191604803385,False,True,False,False,,Industrial Products,Packaging,76.91063485644966,True,True,494.18,0.36,14776.0,0.072,20
BEPL.NS,2026-08-24,125.26000213623047,123.10000038146973,115.87577989366319,111.38930526733398,95.68158442179362,93.67294887542725,122.986479069325,72.86855369334994,137.34641029083173,True,True,True,True,True,True,True,True,False,21.639484617954352,dry,19.452075341052797,False,True,False,False,,Chemicals & Petrochemicals,Petrochemicals,77.719369187222,True,True,3117.2,52.33,4177518.0,1.6787,20
DCI.NS,2026-08-24,384.0,367.2166697184245,317.3611136542426,304.2040020751953,284.78046742757164,275.31590057373046,368.94140456248425,208.97999572753906,475.0,True,True,True,True,True,True,True,True,False,64.221869303771,green,127.09831504735627,False,True,False,False,,IT - Hardware,Computers Hardware & Equipments,91.62959967650627,True,True,629.76,0.91,23682.0,0.1444,20
DEEPINDS.NS,2026-08-24,678.0499877929688,671.0554656982422,562.6598943074545,537.8552124023438,463.6399786376953,458.82382415771485,667.5206512061874,328.747065369566,717.266283404711,True,True,True,True,True,True,True,True,False,20.786913158492727,noise,28.021778017112208,False,True,False,False,,Oil,Oil Equipment & Services,77.2341285887586,True,True,4339.52,34.12,503183.0,0.7862,20
DPEL.NS,2026-08-21,570.4000244140625,563.0333404541016,564.9902801513672,540.9940014648438,445.7483329264323,404.2272495269775,569.9846128508417,130.0,599.0,True,True,True,True,True,True,True,True,False,298.8811359538899,noise,42.721518987341774,False,True,False,False,,Industrial Products,Cables - Electricals,99.5147594015366,True,True,251.91,0.6,56515.0,0.2378,10
FILATEX.NS,2026-08-24,84.05000305175781,83.28833389282227,74.3966663148668,68.50959976196289,52.52513323465983,52.32219993591308,82.63293016139941,36.2599983215332,87.2699966430664,True,True,True,True,True,True,True,True,False,54.671324898244514,noise,28.26240025116969,False,True,False,False,,Textiles & Apparels,Other Textile Products,90.09300444803881,True,True,3732.31,34.53,4108453.0,0.9252,20
NYKAA.NS,2026-08-24,330.29998779296875,328.37916564941406,327.8486116197374,320.37,279.68979919433593,274.47769958496093,329.54186820660925,223.3000030517578,348.0,True,True,True,True,True,True,True,True,False,46.83262603865077,noise,29.138785506062,False,True,False,False,,Retailing,E-Retail/ E-Commerce,88.23291548726243,True,True,94633.91,258.85,7836712.0,0.2735,No Band
