symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
ABB.NS,2026-07-30,7254.0,7414.333333333333,7125.027777777777,7096.47,6384.499000651042,6071.172705078125,7316.842951639153,4618.610322519749,7924.5,True,True,True,True,True,True,True,False,False,31.594937309853698,noise,67.88110693603358,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,85.95426971535231,True,True,,,,,—
AARVI.NS,2026-07-30,152.89999389648438,154.47750091552734,147.8238894144694,143.36080078125,132.8352001953125,130.76880001068116,153.6582319037436,96.98999786376953,168.39999389648438,True,True,True,True,True,True,True,False,False,49.09771327651262,noise,67.26041012764176,False,True,False,False,,Commercial Services & Supplies,Diversified Commercial Services,90.85394307046198,True,True,,,,,—
ABCAPITAL.NS,2026-07-30,394.1000061035156,398.82916768391925,390.8763893975152,380.9689990234375,354.67399963378904,349.4297494506836,397.04401392723804,243.0,411.3999938964844,True,True,True,True,True,True,True,False,False,55.31034723291257,noise,27.28352148709562,False,True,False,False,,Finance,Investment Company,92.16052263182455,True,True,,,,,—
AKUMS.NS,2026-07-30,660.5499877929688,679.4999949137369,644.9661119249132,614.8560498046875,525.7567529296875,503.88746063232423,672.657615177994,407.37371334346585,714.7000122070312,True,True,True,True,True,True,True,False,False,23.497099958874056,noise,44.502092028837765,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,81.70788614092393,True,True,,,,,—
ASTRAMICRO.NS,2026-07-30,1733.800048828125,1754.8833414713542,1712.1944410536025,1613.163994140625,1201.958329671224,1148.640246887207,1757.445779888479,851.0,1871.0,True,True,True,True,True,True,True,False,False,80.36125356067471,dry,18.17310585958026,False,True,False,False,,Aerospace & Defense,Aerospace & Defense,95.47363509099394,True,True,,,,,—
AUSOMENT.NS,2026-07-30,135.0,131.14750035603842,121.74333318074544,123.3832000732422,119.2259331258138,115.97244987487792,131.99184681220976,93.0,178.0,True,True,True,True,True,True,True,True,False,24.016916469447793,noise,65.25290833098218,False,True,False,False,,Consumer Durables,"Gems, Jewellery And Watches",82.22118525431638,True,True,,,,,—
BAJAJ-AUTO.NS,2026-07-30,11425.0,10896.333333333334,10295.847222222223,10316.0198046875,9766.36841796875,9541.073208007812,11049.869636942498,7749.439654454236,11532.0,True,True,True,True,True,True,True,True,False,43.22007054376851,noise,61.570597989018815,False,True,True,False,,Automobiles,2/3 Wheelers,89.36070928604761,True,True,,,,,—
CARYSIL.NS,2026-07-30,1162.800048828125,1165.9000040690105,1172.0250006781685,1152.877001953125,964.2339994303385,961.0142498779297,1159.9142180002339,732.0999755859375,1280.9000244140625,True,True,True,True,True,True,True,True,False,33.501278720763494,dry,14.950994113627825,False,True,False,False,,Consumer Durables,Household Appliances,86.37424171721885,True,True,,,,,—
CNL.NS,2026-07-30,998.5,952.9875030517578,825.7277764214409,776.2789990234374,693.6859993489584,691.9574987792969,963.7727329115476,525.0,1080.25,True,True,True,True,True,True,True,True,False,51.39009409373689,noise,28.633423517975885,False,True,False,False,,Commercial Services & Supplies,Trading & Distributors,91.36724218385442,True,True,,,,,—
ESAFSFB.NS,2026-07-30,36.7599983215332,36.52666664123535,34.164444552527534,32.46960006713867,28.308999989827473,28.03454996109009,36.71816887341072,19.780000686645508,40.20000076293945,True,True,True,True,True,True,True,True,False,15.12683360536795,noise,45.97714024619014,False,True,False,False,,Banks,Other Bank,77.04153056462903,True,True,,,,,—
EIFFL.NS,2026-07-30,320.0,322.51666768391925,316.89888848198785,293.1366000366211,260.74906656901044,252.05150009155273,320.715073169276,204.97999572753906,381.9599914550781,True,True,True,True,True,True,True,False,False,28.46246172592275,dry,1.1609779489954086,False,True,False,False,,Food Products,Packaged Foods,84.64769015398973,True,True,,,,,—
GULPOLY.NS,2026-07-30,193.8699951171875,187.52333196004233,193.92194324069553,192.7763995361328,169.57546661376952,163.09779983520508,191.1423200056321,121.5,221.75,True,True,True,True,True,True,True,True,False,14.312685104660883,noise,23.998710998160355,False,True,False,False,,Agricultural Food & other Products,Other Agricultural Products,76.62155856276249,True,True,1201.32,12.83,663926.0,1.0677,—
HAPPYFORGE.NS,2026-07-30,1654.9000244140625,1616.9675394694011,1533.43113538954,1491.9254711914064,1318.9837198893229,1244.707117614746,1621.877117519912,859.888472776414,1670.699951171875,True,True,True,True,True,True,True,True,False,72.85476101421573,dry,19.5539367355705,False,True,False,False,,Industrial Products,Castings & Forgings,94.82034531031265,True,True,15708.4,18.3,109960.0,0.1165,—
HITECHCORP.NS,2026-07-30,322.0,320.5708363850911,317.00500149197046,300.4364010620117,198.59693354288737,194.74900020599364,320.48679859857606,112.0,333.8999938964844,True,True,True,True,True,True,True,True,False,60.72676743834982,dry,15.37535452494056,False,True,False,False,,Industrial Products,Packaging,93.18712085860943,True,True,553.06,1.06,32938.0,0.1918,—
HOACFOODS.NS,2026-07-29,725.0,710.4666697184244,679.7444458007812,655.232001953125,468.9600008138021,428.4350008392334,718.6125528560451,190.1999969482422,740.0,True,True,True,True,True,True,True,True,False,225.8426966292135,dry,9.765625,False,True,False,False,,Food Products,Other Food Products,99.39337377508166,True,True,56.3,0.06,4182.0,0.1088,—
INDUSINDBK.NS,2026-07-30,1009.6500244140625,1019.8416646321615,974.1668073866102,956.4050720214843,908.1564518229167,885.6553009033203,1011.6297122962783,709.4508644993872,1077.8499755859375,True,True,True,True,True,True,True,False,False,26.087574584377492,noise,40.57372800595349,False,True,False,False,,Banks,Private Sector Bank,83.34111059262716,True,True,78797.59,220.48,2180012.0,0.2798,—
IRISDOREME.NS,2026-07-30,49.77000045776367,47.35750039418539,43.21527788374159,41.219600143432615,36.19773338317871,35.47779998779297,47.748645614435176,26.350000381469727,53.0,True,True,True,True,True,True,True,True,False,61.90631369010349,noise,72.65912127597825,False,True,True,False,,Textiles & Apparels,Garments & Apparels,93.60709286047597,True,True,852.03,2.49,497869.0,0.2917,—
KERNEX.NS,2026-07-30,2222.800048828125,2186.2166748046875,2140.249989827474,2019.1799926757812,1460.8203324381511,1397.429749145508,2212.5748174320925,850.0,2445.0,True,True,True,True,True,True,True,True,False,117.43128977502009,noise,21.236247728730984,False,True,False,False,,Transport Services,Transport Related Services,97.85347643490434,True,True,3713.26,68.54,310177.0,1.8459,—
KODYTECH.NS,2026-07-29,1401.699951171875,1276.7833251953125,1138.4791598849827,1062.2069946289062,885.2819974772135,859.1979989624024,1292.7465960719085,556.0499877929688,1432.0,True,True,True,True,True,True,True,True,False,88.23607133764895,noise,44.6858845176553,False,True,False,False,,IT - Software,Computers - Software & Consulting,96.08026131591228,True,True,4525.38,6.63,18681.0,0.1465,—
