rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,RPTECH.NS,2026-07-30,809.25,768.9208323160807,743.5819481743706,687.0660034179688,494.25200113932294,453.94675064086914,778.4602199449279,274.03069500955513,842.0,True,True,True,True,True,True,True,True,False,181.29961196730636,ppv,115.03235133066232,False,False,True,False,,IT - Hardware,Computers Hardware & Equipments,98.97340177321512,True,True,5357.64,99.05,1218367.0,1.8488,—,84.3,46.0,100.0,92.2,79.6,74.4186046511628,actionable,unknown,1.0,78.2,A
2,MANGLMCEM.NS,2026-07-30,947.5999755859375,975.8583272298177,926.8805541992188,902.9499987792968,853.995331624349,827.8624984741211,965.1757362101353,679.3499755859375,1023.4500122070312,True,True,True,True,True,True,True,False,False,31.36743749831301,dry,15.300167609148104,False,False,False,False,,Cement & Cement Products,Cement & Cement Products,85.76761549230051,True,True,2609.08,7.13,75111.0,0.2732,—,56.8,54.5,96.5,79.2,90.0,65.11627906976744,actionable,unknown,1.0,72.4,A
3,KTKBANK.NS,2026-07-30,289.1000061035156,278.8624979654948,273.4513888888889,271.3630004882813,237.19266642252603,225.58774955749513,280.1778613896623,164.46822856250571,292.5,True,True,True,True,True,True,True,True,False,60.86408739600995,ppv,376.9382418145267,True,False,True,False,,Banks,Private Sector Bank,93.28044797013533,True,True,10929.45,68.38,2366055.0,0.6256,—,71.4,55.4,76.8,97.7,80.0,60.46511627906976,actionable,unknown,1.0,72.0,A
4,OFSS.NS,2026-07-30,11129.0,11304.5,10769.680555555555,10536.29,8519.442444661458,8390.905986328125,11215.591118462331,6060.863819699785,11979.0,True,True,True,True,True,True,True,False,False,33.91679954236471,noise,51.762813532110975,False,False,False,False,,IT - Software,Software Products,86.65422305179654,True,True,97010.83,377.42,338771.0,0.3891,—,46.1,45.4,80.4,79.8,100.0,90.69767441860465,actionable,unknown,1.0,71.0,A
5,SANSERA.NS,2026-07-30,3234.800048828125,3241.8833211263022,3141.5972290039062,3075.4920068359374,2450.9706681315106,2235.697498779297,3228.865213375186,1213.621511341324,3457.5,True,True,True,True,True,True,True,True,False,141.3773717498243,noise,32.347373553966705,False,False,False,False,,Auto Components,Auto Components & Equipments,98.41343910405973,True,True,20193.79,94.57,292246.0,0.4683,—,68.1,47.1,78.0,81.1,90.2,67.44186046511628,actionable,unknown,1.0,70.5,A
6,RISHABH.NS,2026-07-30,609.1500244140625,633.6462148030599,610.208994547526,586.0529418945313,475.86382466634115,456.1828060913086,623.6166075173484,271.43861567814594,690.6084995263309,True,True,True,True,True,True,True,False,False,111.22815891773313,noise,42.27432788211349,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,97.76014932337844,True,True,2360.97,15.81,258687.0,0.6697,—,68.6,63.1,55.0,70.4,84.6,81.3953488372093,actionable,unknown,1.0,69.6,B
7,HONASA.NS,2026-07-30,444.0,455.4458363850911,444.7347242567274,434.2190020751953,349.01933451334634,331.2970010375977,452.3450150052745,248.39999389648438,491.3500061035156,True,True,True,True,True,True,True,False,False,68.37314351408335,dry,16.043270148400236,False,False,False,False,,Personal Products,Personal Care,94.4003733084461,True,True,14490.15,114.58,2577956.0,0.7907,—,75.0,51.4,71.0,74.7,53.3,95.34883720930233,actionable,unknown,1.0,69.3,B
8,RML.NS,2026-07-30,1142.0,1151.2349039713542,1118.8292880588108,1058.0528405761718,873.4530546061197,849.8218490600586,1140.9655536589348,599.8542523291803,1305.0896006123248,True,True,True,True,True,True,True,True,False,40.11366484544012,noise,38.860163628475,False,False,False,False,,Auto Components,Auto Components & Equipments,88.38077461502567,True,True,3166.11,10.45,91210.0,0.33,—,62.9,51.7,70.0,69.0,100.0,67.44186046511628,actionable,unknown,1.0,68.9,B
9,MBAPL.NS,2026-07-30,164.1999969482422,147.60833358764648,127.34725952148438,121.98622375488281,103.59020095825196,98.23542598724366,152.32518180519637,74.56403046577304,167.0,True,True,True,True,True,True,True,True,False,98.95431229009843,noise,60.34980769390298,False,True,True,False,,Fertilizers & Agrochemicals,Fertilizers,97.01353243117126,True,True,7187.6,22.4,1365651.0,0.3117,—,77.8,53.8,55.0,96.6,50.0,88.37209302325581,watch — approaching pivot,unknown,1.0,68.6,B
10,RATEGAIN.NS,2026-07-30,898.4500122070312,923.6833445231119,898.9361165364584,857.2700048828125,674.5200006103515,674.0392506408691,913.5797091010752,417.6000061035156,997.25,True,True,True,True,True,True,True,False,False,101.76286477347567,dry,19.642375672571983,False,False,False,False,,IT - Software,Computers - Software & Consulting,97.38684087727485,True,True,10636.64,58.81,654592.0,0.5529,—,73.8,39.5,46.4,74.2,100.0,90.69767441860465,actionable,unknown,1.0,68.5,B
