symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
20MICRONS.NS,197.4199981689453,190.77000045776367,185.08111063639322,183.50899993896485,180.93079976399738,189.40420013427735,194.7105201298458,129.61000061035156,282.653466788636,True,False,False,False,True,True,False,True,False,-11.03513310331583,noise,29.602773629260493,False,False,False,False,,Minerals & Mining,Industrial Minerals,49.50980392156863,False,False
21STCENMGM.NS,32.599998474121094,32.7041662534078,32.93527788586087,33.55800006866455,37.3180667368571,40.29520008087158,32.92369925735144,28.25,67.4000015258789,False,False,False,False,False,False,False,False,False,-50.88142666108304,noise,67.65979346841051,False,False,False,False,,Capital Markets,Other Capital Market related Services,5.841503267973856,False,False
360ONE.NS,1089.800048828125,1114.9833475748699,1101.7916802300347,1090.5598071289062,1097.5025272623698,1092.6212353515625,1106.9208378279986,900.8207868154223,1260.039709909668,False,True,False,False,False,False,True,False,False,-4.816511756293207,noise,69.80231326796937,False,False,False,False,,Capital Markets,Stockbroking & Allied,57.31209150326797,False,False
3BBLACKBIO.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,True,False,False,,Healthcare Services,Healthcare Service Provider,,False,False
3IINFOLTD.NS,17.239999771118164,17.37333345413208,17.35277779897054,17.415799980163573,16.04679998397827,17.150868830680846,17.30440628197136,12.680000305175781,26.450000762939453,True,False,False,True,False,True,False,False,True,-29.861676872947683,noise,46.97876649941826,False,False,False,False,,IT - Software,Computers - Software & Consulting,25.122549019607842,False,False
3MINDIA.NS,32710.0,32723.333333333332,32329.583333333332,32414.1,33717.9,33012.775,32962.0285835274,27797.502936732908,38030.0,False,True,True,False,True,False,True,False,False,16.784420227323338,red,223.27730014115232,False,False,False,False,,Diversified,Diversified,77.65522875816994,True,False
3PLAND.NS,31.790000915527344,32.026666482289635,32.205555544959175,33.07740016937256,34.5950000890096,36.730500059127806,32.061562004773116,28.510000228881836,52.9900016784668,False,False,False,False,False,False,False,False,False,-37.51965360030416,noise,72.6943613310631,False,False,False,False,,Finance,Investment Company,16.380718954248366,False,False
5PAISA.NS,351.04998779296875,329.8249994913737,321.93194580078125,325.2140008544922,324.8304671223958,327.14960037231447,337.3287489243215,245.5,432.5,True,False,False,False,True,True,True,True,False,-10.606066493347754,noise,91.93758454516372,False,False,False,False,,Capital Markets,Stockbroking & Allied,50.20424836601307,False,False
63MOONS.NS,656.6500244140625,666.7666676839193,657.0833384195963,676.6150061035156,663.8086694335938,706.5451425170899,665.8978336958534,467.0,1128.5427677582634,False,False,False,False,False,True,False,False,False,-31.716905174466127,noise,47.422206687120244,False,True,False,False,,IT - Software,Computers - Software & Consulting,22.834967320261438,False,False
ABB.NS,7128.0,7048.25,6880.291666666667,6994.652744140625,6061.71484375,5837.802922363281,7077.183616965965,4618.610322519749,7790.636939142663,True,True,True,True,True,True,True,True,False,19.444336485401024,ppv,214.1812130431441,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,79.24836601307189,True,True
ABINFRA.NS,11.699999809265137,10.579166571299234,11.67722225189209,12.77579999923706,16.526066659291587,17.261226992607117,10.895309812552139,8.819999694824219,23.559999465942383,False,False,False,False,False,True,False,True,False,-23.614311747106854,red,404.635145482411,False,True,False,False,,Construction,Civil Construction,33.41503267973856,False,False
ABLBL.NS,96.37999725341797,98.37999979654948,100.75444475809734,102.2472003173828,109.04060002644857,116.37985008239747,98.24127608988422,87.91000366210938,168.0,False,False,False,False,False,False,False,False,False,,noise,83.65632083348845,False,False,False,False,,Retailing,Speciality Retail,,False,False
ABMINTLLTD.NS,41.939998626708984,41.37833340962728,43.241666899787056,43.68720008850098,43.41533342997233,44.38430009841919,41.49118377835752,34.0,78.20999908447266,False,False,False,False,False,False,False,True,False,-13.293364579624212,noise,32.52652594270845,False,False,False,False,,Commercial Services & Supplies,Trading & Distributors,46.69117647058824,False,False
ABREL.NS,1315.0,1284.5083312988281,1276.4944458007812,1333.1639990234376,1405.7580021158853,1491.340498046875,1299.0851112178634,1080.0999755859375,2458.294903942726,False,False,False,False,False,False,False,True,True,-45.5291331822119,noise,58.04291954026589,False,False,False,False,,Realty,"Residential, Commercial Projects",9.027777777777777,False,False
AMIRCHAND.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,97.34014256404903,False,False,False,False,,Agricultural Food & other Products,Other Agricultural Products,,False,False
AGUL.NS,63.900001525878906,63.900001525878906,62.95000076293945,61.89600021362305,67.29466684977214,67.10550010681152,63.861743577912975,47.900001525878906,86.0,False,True,False,False,True,True,False,True,False,32.84824023489019,dry,0.0,False,False,False,False,,Industrial Products,Iron & Steel Products,85.74346405228758,True,False
AKCAPIT.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),,False,False
A2ZINFRA.NS,13.75,14.137499968210856,14.638333294126722,15.28699987411499,15.435733299255372,16.009899978637694,14.080996318200258,13.119999885559082,23.25,False,False,False,False,False,False,False,False,False,-29.378528582849718,red,129.35246662546803,False,False,False,False,,Construction,Civil Construction,25.694444444444443,False,False
AAATECH.NS,94.19000244140625,96.1991678873698,94.90416675143771,96.39179992675781,97.7503997294108,95.34749973297119,95.23773433908298,75.58407430912304,136.0,False,True,True,False,False,False,False,False,False,13.820463316725707,noise,65.17342531458476,False,False,False,False,,Commercial Services & Supplies,Consulting Services,75.98039215686273,True,False
AADHARHFC.NS,518.75,493.6958287556966,481.09305402967664,484.6349987792969,478.521332804362,487.0384996032715,500.5564184617855,411.29998779296875,547.7999877929688,True,False,False,False,True,False,True,True,False,19.458837075417378,green,116.95902614785068,False,True,False,False,,Finance,Housing Finance Company,79.2892156862745,True,False
AAKASH.NS,8.710000038146973,9.355000019073486,9.164444420072767,8.885999965667725,8.698133325576782,8.877599999904632,9.147269833806998,7.210000038146973,13.789999961853027,False,False,False,True,False,False,False,False,False,-34.609607825055456,noise,46.91018360751618,False,False,False,False,,Oil,Offshore Support Solution Drilling,18.872549019607842,False,False
AAREYDRUGS.NS,92.0,84.33666610717773,83.35277769300673,84.9418000793457,75.15886675516764,77.48695016860962,87.15050692148742,50.310001373291016,100.0,True,False,True,True,True,True,True,True,True,61.54521293680042,noise,46.23219262903967,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,93.09640522875817,True,False
AARNAV.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,green,184.11539063003062,False,False,False,False,,Textiles & Apparels,Trading - Textile Products,,False,False
AARON.NS,117.37999725341797,120.67499987284343,122.4630561404758,127.25520065307617,150.1218669128418,161.2874502182007,119.75114814964124,106.80000305175781,258.0,False,False,False,False,False,False,False,False,False,-39.486246140216586,noise,82.6030930238196,False,False,False,False,,Industrial Manufacturing,Industrial Products,14.093137254901961,False,False
AARTECH.NS,48.029998779296875,47.8525005976359,44.149444580078125,45.625600051879886,46.41233339945475,48.57880577087403,48.71425203562286,33.5099983215332,76.06669062521951,False,False,False,False,True,True,False,False,False,-27.369600992373535,red,168.41795699851303,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,28.227124183006534,False,False
AARTIDRUGS.NS,373.45001220703125,372.0541687011719,376.7083333333333,377.3280010986328,378.26619812011717,407.5452243041992,373.108652422092,318.95001220703125,561.0388911614458,False,False,False,False,False,False,False,True,False,-14.358052640374941,noise,58.48814203341084,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,45.54738562091503,False,False
AARTIIND.NS,457.20001220703125,471.92083740234375,470.53611246744794,474.8020007324219,424.89433430989584,414.6802505493164,469.5065925554894,338.04998779296875,523.0999755859375,True,True,True,True,False,True,True,False,True,0.9288548493517901,noise,64.55257533756952,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,64.70588235294117,False,False
AARTIPHARM.NS,675.2999877929688,667.2208302815756,674.629162258572,689.9839978027344,707.1473783365885,739.4834448242187,676.8378789267664,585.0,966.3312659775283,False,False,False,False,False,False,False,False,False,-20.51044209212848,red,117.08965427499132,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,37.13235294117647,False,False
AARTISURF.NS,370.5,378.0958302815755,384.4611104329427,391.98399963378904,395.3833329264323,414.5748924255371,375.99507203570556,316.0,586.2055107291908,False,False,False,False,False,False,False,False,False,-31.86732300075189,dry,17.888394142797015,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,22.46732026143791,False,False
AARVI.NS,140.32000732421875,143.28249994913736,133.72305615743002,132.51240005493165,129.22953323364257,127.58799991607665,142.28435375917812,96.98999786376953,154.6999969482422,True,True,True,True,True,True,True,False,False,30.300575802820752,noise,44.09246976382526,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,85.00816993464052,True,True
AATMAJ.NS,20.0,19.81250015894572,20.155555725097656,20.165000114440918,20.792666727701825,20.78475001335144,19.909603056584523,16.950000762939453,25.5,False,True,False,False,False,False,True,True,False,9.589041095890405,dry,0.0,False,False,False,False,,Healthcare Services,Hospital,72.38562091503267,True,False
AAVAS.NS,1483.800048828125,1441.633321126302,1381.4277750651042,1385.77,1372.1606656901042,1440.0365014648437,1450.156961272031,1060.4000244140625,2152.89990234375,True,False,False,False,True,True,False,True,False,-21.60819893539315,red,129.99041937663816,False,True,False,False,,Finance,Housing Finance Company,35.78431372549019,False,False
ABCOTS.NS,223.00999450683594,229.6066665649414,220.21361117892795,237.4529998779297,353.995,371.51924987792967,228.70179827237834,197.69000244140625,504.0,False,False,False,False,False,False,False,False,False,-47.961731219422774,dry,3.8693159977661677,False,False,False,False,,Textiles & Apparels,Other Textile Products,7.4754901960784315,False,False
ABAN.NS,13.180000305175781,14.235833406448364,16.15444435013665,16.6007998085022,21.21239989598592,26.06714993953705,14.094573772293819,13.180000305175781,59.59000015258789,False,False,False,False,False,False,False,False,False,-77.14979154742983,red,335.7668801089014,False,False,False,True,,Oil,Offshore Support Solution Drilling,0.7352941176470588,False,False
ABANSENT.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,Metals & Minerals Trading,Trading - Metals,,False,False
AFSL.NS,201.0399932861328,201.04416529337564,201.16611014472113,201.74039978027344,201.98573354085286,203.33415000915528,201.0473227097508,194.41000366210938,267.5899963378906,False,False,False,False,False,False,True,False,False,-13.953092873086181,noise,65.78740565611842,False,False,False,False,,Finance,Holding Company,45.955882352941174,False,False
ABBOTINDIA.NS,25295.0,25927.083333333332,26700.833333333332,26380.2,27116.6,27829.325,25801.208277126305,25150.0,36491.75796901832,False,False,False,False,False,False,False,False,False,-18.67037558584026,red,185.3319341820554,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,39.787581699346404,False,False
AILIMITED.NS,36.0,36.33749961853027,39.461110750834145,39.85399993896485,37.528666712443034,38.43750003814697,36.396165151351454,23.75,71.0,False,False,False,True,False,True,False,False,False,-49.29577464788733,dry,0.0,False,False,False,False,,Construction,Civil Construction,6.454248366013073,False,False
ABMKNO.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,True,,IT - Software,Software Products,,False,False
ABSMARINE.NS,239.9499969482422,233.48333358764648,249.23611068725586,241.77499908447265,205.69766642252605,202.62649978637694,238.71693890057327,143.0500030517578,315.5,True,True,True,True,False,True,True,True,False,34.31290520349921,noise,49.73723723723724,False,False,False,False,,Transport Services,Shipping,86.56045751633987,True,False
ACC.NS,1333.4000244140625,1340.6583455403645,1351.786353217231,1369.55927734375,1538.713360188802,1614.4445233154297,1340.3950476257226,1244.4991052892974,2017.1286621979175,False,False,False,False,False,False,False,False,False,-27.42097459046109,noise,55.77154411706514,False,False,False,False,,Cement & Cement Products,Cement & Cement Products,28.063725490196077,False,False
ACCELYA.NS,1100.4000244140625,1115.8250020345051,1125.9888882107205,1140.6080004882813,1198.4491487630207,1239.4184594726562,1113.1079349501097,1012.4000244140625,1437.2792755088935,False,False,False,False,False,False,True,False,False,-16.499436627963625,noise,58.2360508377771,False,False,False,False,,IT - Software,Computers - Software & Consulting,42.52450980392157,False,False
ACCENTMIC.NS,459.6499938964844,453.3624954223633,452.68055555555554,446.3630010986328,377.6856681315104,350.4980110168457,456.74535882928967,214.26999647098503,487.3999938964844,True,True,True,True,True,True,True,True,False,109.78882891807177,noise,58.149334232260244,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.89542483660131,True,True
ACCORD.NS,133.25,102.22083218892415,70.22222222222223,62.71900016784668,38.95933338165283,34.59500003814697,108.9131321367488,19.850000381469727,133.25,True,True,True,True,True,True,True,True,False,501.58014580065975,ppv,96.61835748792271,False,False,True,False,,Telecom - Services,Other Telecom Services,99.79575163398692,True,True
ACCURACY.NS,5.400000095367432,5.552499969800313,5.552777740690443,5.459199981689453,5.233866659800212,5.628249995708465,5.539692318515461,3.4000000953674316,9.609999656677246,False,False,False,False,False,True,False,False,False,-41.49512065892183,noise,52.713435284416285,False,False,False,False,,Transport Services,Logistics Solution Provider,11.76470588235294,False,False
ACEINTEG.NS,21.040000915527344,20.768333594004314,20.17527781592475,20.18800003051758,19.914866650899253,21.041799964904786,20.808424324400136,14.199999809265137,29.940000534057617,False,False,False,False,True,True,False,True,False,-16.10844904493015,dry,16.99942205459243,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,43.05555555555556,False,False
ACMESOLAR.NS,379.25,346.27916463216144,319.5208324856228,314.57099975585936,261.78393595377605,266.7014310455322,352.4093818766687,195.72747422084996,383.8999938964844,True,False,True,True,True,True,True,True,False,52.382288347833786,green,196.6009060715277,False,False,True,False,,Power,Power Generation,91.33986928104575,True,False
ACSTECH.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,,False,False,False,False,,IT - Services,IT Enabled Services,,False,False
ACE.NS,985.1500244140625,966.0666656494141,914.852779812283,911.4030017089843,899.2726684570313,944.9425024414063,974.1744515247921,745.0999755859375,1233.3690908065507,True,False,False,False,True,True,True,True,False,-17.98875041296011,noise,57.68751944346563,False,False,False,False,,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,40.76797385620915,False,False
ACUTAAS.NS,3568.199951171875,3201.050008138021,3055.6166788736978,2907.796005859375,2274.2533333333336,2098.418792114258,3275.366957473708,1057.9228658449745,3603.60009765625,True,True,True,True,True,True,True,True,False,226.7319034447992,ppv,442.8242378486389,True,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.18300653594771,True,True
ADANIENSOL.NS,1486.4000244140625,1498.6833394368489,1455.0805562337239,1432.5040014648437,1140.1863326009116,1085.8862506103515,1502.9934545995775,744.9000244140625,1614.800048828125,True,True,True,True,True,True,True,False,False,74.49082197738579,red,221.67477042297764,False,False,False,False,,Power,Power Distribution,94.68954248366013,True,True
ADANIENT.NS,2962.5,2984.2999877929688,2862.8314208984375,2726.5931298828127,2333.6586604817708,2369.777955322266,2996.544478110731,1752.216581309528,3105.0,True,False,True,True,True,True,True,False,False,18.28801724565674,noise,66.71168699675783,False,False,False,False,,Metals & Minerals Trading,Trading - Minerals,78.59477124183006,True,False
ADANIGREEN.NS,1502.5,1499.6166687011719,1448.4027811686199,1392.2590014648438,1102.9430000813802,1089.1672500610352,1506.7647198478028,765.0,1557.0,True,True,True,True,True,True,True,False,False,52.18272243259319,red,129.28817032448748,False,False,False,False,,Power,Power Generation,91.17647058823529,True,True
ADANIPORTS.NS,1776.0999755859375,1810.1583353678386,1791.7860005696614,1750.9356958007813,1556.170576171875,1524.1214013671874,1804.2578255254386,1285.0840970824604,1850.0032575335592,True,True,True,True,True,True,True,False,False,28.361661340838328,noise,63.39124888264016,False,False,False,False,,Transport Infrastructure,Port & Port services,84.15032679738562,True,True
ADANIPOWER.NS,227.0500030517578,226.30666732788086,227.3525013393826,225.04360107421874,173.4373337809245,167.61410026550294,228.40499586803855,107.73999786376953,254.1999969482422,True,True,True,True,True,True,True,False,False,107.5980592026212,red,169.08917524422932,False,False,False,False,,Power,Integrated Power Utilities,96.77287581699346,True,True
ATGL.NS,731.6500244140625,721.0625050862631,698.2039930555555,680.9256359863281,595.2516005452474,603.4211259460449,723.8365145932269,462.63840779150803,859.5498025483846,True,False,True,True,True,True,True,True,False,15.835334889225772,noise,50.28365462144798,False,False,False,False,,Gas,LPG/CNG/PNG/LNG Supplier,77.20588235294117,True,False
ADFFOODS.NS,305.04998779296875,298.7124989827474,282.1374986436632,274.4589990234375,223.87533274332682,222.51355575561524,301.0016549849556,153.10000610351562,320.0,True,True,True,True,True,True,True,True,False,8.38631453190224,noise,40.599027214997626,False,True,False,False,,Food Products,Packaged Foods,71.52777777777779,True,True
BIRLAMONEY.NS,138.4199981689453,139.5100008646647,138.40027872721353,140.84280059814452,135.98619990030923,144.36109996795653,140.36065492962985,95.0,201.32000732421875,False,False,False,False,False,True,False,False,True,-21.814277328156972,noise,45.93897489261179,False,False,False,False,,Capital Markets,Stockbroking & Allied,35.375816993464056,False,False
ABSLAMC.NS,1170.800048828125,1147.3916524251301,1074.5611131456162,1067.3940002441407,919.2250028483073,891.2942520141602,1153.258377172626,708.0,1224.9000244140625,True,True,True,True,True,True,True,True,False,56.902601461548194,ppv,309.5010561217466,False,False,False,False,,Capital Markets,Asset Management Company,92.44281045751634,True,True
ABFRL.NS,58.79999923706055,60.40166695912679,62.19750001695421,62.86379989624024,67.0309999593099,71.4102498626709,60.333110900104614,53.5099983215332,94.94999694824219,False,False,False,False,False,False,False,False,False,-20.604913346722718,noise,73.53397211248551,False,False,False,False,,Retailing,Speciality Retail,36.96895424836602,False,False
ABCAPITAL.NS,385.29998779296875,375.1875,360.86527676052515,357.67399963378904,346.8146661376953,336.6304997253418,380.0184790711928,243.0,399.3500061035156,True,True,True,True,True,True,True,True,False,42.07750445233221,red,260.4864609354209,False,False,False,False,,Finance,Investment Company,88.76633986928104,True,True
CPPLUS.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,green,114.38864261562078,False,False,True,False,,Industrial Manufacturing,Industrial Products,,False,False
AVL.NS,668.5499877929688,608.7916768391927,562.1666632758247,552.4529974365234,512.0896657307943,520.581999206543,625.305252124812,349.92346433979156,705.0,True,False,True,True,True,True,True,True,False,78.78079539047327,green,113.60405216279754,False,True,True,False,,Retailing,Speciality Retail,95.09803921568627,True,False
ADOR.NS,1251.199951171875,1198.1666666666667,1130.513895670573,1109.4230053710937,1049.510332845052,1049.0044995117187,1211.7630506108003,848.0,1265.0,True,True,True,True,True,True,True,True,False,26.42990742278597,noise,69.29482523041203,False,False,True,False,,Industrial Products,Other Industrial Products,83.16993464052288,True,True
ADROITINFO.NS,8.920000076293945,9.200000047683716,9.193611092037624,9.392599964141846,9.658466657002768,9.989249982833861,9.10474997259096,7.550000190734863,12.199999809265137,False,False,False,False,False,False,False,False,False,-17.63619446784357,green,121.87422986576657,False,False,False,False,,IT - Services,IT Enabled Services,41.42156862745098,False,False
ADVAIT.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,49.23923459696468,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,,False,False
ADVANCE.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,red,202.23977044911842,False,False,False,False,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,,False,False
ADVENZYMES.NS,321.1000061035156,364.5041681925456,371.13333214653863,359.7389990234375,316.54000071207685,318.11125007629397,359.1824629352043,251.9499969482422,419.0,True,False,False,True,False,False,True,False,False,-1.9809402402433784,red,285.68861315047815,False,False,False,False,,Pharmaceuticals & Biotechnology,Biotechnology,61.43790849673203,False,False
ADVANIHOTR.NS,52.81999969482422,52.73833338419596,52.6269138124254,52.96792152404785,53.55703252156575,54.3879280090332,52.979033161577505,46.30266926768015,66.20621429648176,False,False,False,False,False,False,True,False,False,-8.66714660053658,red,133.05551607418286,False,False,False,False,,Leisure Services,Hotels & Resorts,52.69607843137255,False,False
ADVENTHTL.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,noise,34.894987534519686,False,False,False,False,,Leisure Services,Hotels & Resorts,,False,False
AEGISLOG.NS,1174.0999755859375,1030.4166666666667,826.3847249348959,795.9530029296875,727.7590010579427,740.8027502441406,1047.5525278601315,576.0999755859375,1186.949951171875,True,False,True,True,True,True,True,True,False,51.039048121557016,ppv,191.93495632009973,False,False,True,False,,Gas,Trading - Gas,90.93137254901961,True,False
AEGISVOPAK.NS,232.77000427246094,231.8058344523112,210.33833355373807,206.42239990234376,216.59413360595704,228.67694999694825,230.59140889122898,158.0,302.0,True,False,False,False,True,True,True,True,False,-7.726151850783003,noise,45.81491810628741,False,False,False,False,,Oil,Oil Storage & Transportation,54.37091503267973,False,False
AEQUS.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,green,116.37037933056867,False,False,True,False,,Aerospace & Defense,Aerospace & Defense,,False,False
AEROFLEX.NS,469.0,478.4333318074544,426.10694461398657,393.7814001464844,269.06493377685547,246.72835021972656,475.7769088235028,158.0,521.9000244140625,True,True,True,True,True,True,True,False,False,135.91545312110108,noise,42.33401512268303,False,False,False,False,,Industrial Products,Iron & Steel Products,97.75326797385621,True,True
AEROENTER.NS,142.3000030517578,125.71750068664551,108.76194445292155,104.4263998413086,88.15673319498698,87.62919982910157,130.7807562613439,62.20000076293945,149.5500030517578,True,True,False,True,True,True,True,True,False,49.85236948779806,green,167.97733928266686,False,False,False,False,,Industrial Products,Iron & Steel Products,90.60457516339869,True,False
AERONEU.NS,100.19999694824219,90.77416610717773,89.36916669209798,87.69679992675782,78.24519999186198,80.89599994659424,92.09118831597965,63.209999084472656,125.37000274658203,True,False,False,True,True,True,True,True,False,-14.410184326094155,green,165.22723255237452,False,False,False,False,,Industrial Products,Packaging,45.38398692810458,False,False
AETHER.NS,1342.199951171875,1215.8833312988281,1151.2833285861545,1161.0180004882814,1039.2453377278646,968.5277542114258,1252.3382273148945,726.4500122070312,1392.5,True,True,True,True,True,True,True,True,False,73.5229413279735,green,144.60436693233635,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,94.48529411764706,True,True
AFCONS.NS,315.8500061035156,318.76666768391925,320.9874988132053,324.2289990234375,336.2406660970052,363.30499938964846,317.5616317410643,265.79998779296875,479.3999938964844,False,False,False,False,False,False,False,False,False,-27.502112816891888,dry,10.818047950684848,False,False,False,False,,Construction,Civil Construction,27.98202614379085,False,False
AFFLE.NS,1399.5,1460.7749938964844,1477.580542670356,1466.09798828125,1536.587996419271,1634.6114947509766,1454.1549062019903,1251.300048828125,2185.89990234375,False,False,False,False,False,False,False,False,False,-26.7584276618425,noise,86.28882690221162,False,False,False,False,,IT - Services,IT Enabled Services,29.044117647058826,False,False
AFFORDABLE.NS,167.88999938964844,172.00583140055338,172.19638782077365,174.45859924316406,183.73979975382488,200.8725495529175,171.4548469092667,119.70999908447266,534.4000244140625,False,False,False,False,False,True,False,False,False,-64.54276676036991,noise,53.869051701669434,False,True,False,False,,Industrial Manufacturing,Industrial Products,2.083333333333333,False,False
AGARWALFT.NS,39.599998474121094,32.46249977747599,33.82361072964139,34.95899978637695,34.88633321126302,41.6464998626709,34.45595668577874,21.850000381469727,71.25,False,False,False,False,True,True,False,True,False,-20.481929556634892,ppv,111.11111111111111,False,False,False,False,,Industrial Products,Glass - Industrial,37.254901960784316,False,False
AGARIND.NS,533.8499755859375,537.5583241780599,468.43194156222876,461.27699768066407,567.7356677246094,649.0187088012696,534.3249420759428,360.0,1006.0,False,False,False,False,True,True,False,False,False,-45.25007724306602,dry,19.271924767405547,False,False,False,False,,Chemicals & Petrochemicals,Petrochemicals,9.15032679738562,False,False
AGI.NS,684.7999877929688,694.1416676839193,628.6388871934679,622.3979992675781,630.5083331298828,683.2117488098145,691.8507817060063,465.0,1001.5310804714264,True,False,False,False,True,True,False,False,False,-11.323024403992378,dry,8.053380822157862,False,False,False,False,,Industrial Products,Packaging,49.22385620915033,False,False
AGIIL.NS,366.25,367.3208312988281,373.4749993218316,373.7909997558594,312.9693333943685,298.48069984436034,366.3424195363182,187.0,434.3999938964844,True,True,True,True,False,True,True,False,False,84.27672955974843,noise,94.56194091971074,False,False,False,False,,Realty,"Residential, Commercial Projects",95.50653594771242,True,False
AGNI.NS,18.799999237060547,18.045833110809326,19.013888835906982,19.65299995422363,20.137666676839192,21.857500047683715,18.264879371901173,13.600000381469727,43.349998474121094,False,False,False,False,False,True,False,True,False,-32.49551533374731,green,144.23076923076923,False,False,False,False,,Construction,Civil Construction,21.60947712418301,False,False
AGRITECH.NS,112.3499984741211,116.21166610717773,114.24388821919759,114.10979965209961,124.8066667175293,127.12695026397705,115.92167674567122,92.5199966430664,187.19000244140625,False,False,False,False,False,False,False,False,False,-26.433998444147054,dry,12.679089248778974,False,False,False,False,,Agricultural Food & other Products,Other Agricultural Products,29.411764705882355,False,False
AGROPHOS.NS,30.3700008392334,30.925000031789143,31.07333321041531,31.36599998474121,34.32639998118083,36.17663809776306,30.893510335754783,23.899999618530273,47.470001220703125,False,False,False,False,False,False,False,False,False,-9.559674859329427,noise,42.458960850692755,False,True,False,False,,Fertilizers & Agrochemicals,Fertilizers,51.470588235294116,False,False
AGSTRA.NS,2.559999942779541,2.7608333230018616,2.5897222095065646,2.6243999767303468,3.3610666608810424,3.6057000017166136,2.7052948083793997,2.130000114440918,6.389999866485596,False,False,False,False,False,False,False,False,False,-41.5525142490479,noise,76.15024108461604,False,False,False,False,,Financial Technology (Fintech),Financial Technology (Fintech),11.683006535947712,False,False
AHLADA.NS,39.560001373291016,40.161666552225746,40.743333392673065,42.22280014038086,45.73293347676595,49.09932256698608,40.04029756264065,31.219999313354492,72.0,False,False,False,False,False,False,False,False,False,-40.901458712182304,noise,77.47664500050753,False,False,False,False,,Consumer Durables,"Furniture, Home Furnishing",12.2140522875817,False,False
AHLUCONT.NS,871.0499877929688,834.3041585286459,811.2819417317709,829.0479992675781,851.927666015625,876.8640939331054,843.1399384228148,645.1500244140625,1124.316981697104,False,False,False,False,True,True,True,True,False,-8.172669791775311,green,104.30558412723184,False,True,False,False,,Construction,Civil Construction,53.59477124183007,False,False
AIAENG.NS,4951.39990234375,4642.266682942708,4345.861131456163,4244.662021484375,3961.866012369792,3782.431506347656,4743.106538623463,2985.486170743132,5060.0,True,True,True,True,True,True,True,True,False,52.22949265552796,green,168.68545774949578,False,False,True,False,,Industrial Products,Castings & Forgings,91.25816993464052,True,True
AIMTRON.NS,1273.6500244140625,1251.1750183105469,1188.8180609809028,1147.7610009765624,938.0270003255208,892.218249206543,1250.142663881488,551.5999755859375,1343.0,True,True,True,True,True,True,True,True,False,118.70869370820634,noise,48.37570621468927,False,False,False,False,,Industrial Manufacturing,Industrial Products,97.18137254901961,True,True
GOLDTECH.NS,58.380001068115234,44.91833337148031,43.45416694217258,42.519200286865235,44.42700003306071,48.68725003242493,47.225214929922124,29.68000030517578,80.44000244140625,True,False,False,False,True,True,False,True,False,-9.823906403329596,ppv,1283.4012567034576,True,False,False,False,,IT - Software,Software Products,50.98039215686274,False,False
AIRAN.NS,16.299999237060547,16.30666669209798,16.55138889948527,16.715400009155275,16.83113337834676,18.662500023841858,16.343381377617952,12.630000114440918,32.54999923706055,False,False,False,False,False,False,False,False,False,-44.15896218281181,noise,77.21150704394735,False,True,False,False,,IT - Services,IT Enabled Services,9.844771241830065,False,False
