symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
AARTIIND.NS,2026-07-21,499.5,487.1791687011719,473.03333367241754,474.11500061035156,437.5993345133464,422.90175048828127,490.928148553542,338.04998779296875,523.0999755859375,True,True,True,True,True,True,True,True,False,9.759290378274077,noise,46.747204295079726,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,74.26829268292683,True,True,18118.2,64.64,1294069.0,0.3568
AEROENTER.NS,2026-07-21,119.5,121.14749972025554,121.00166702270508,114.78600006103515,92.89726659138998,91.04199981689453,121.46475585624353,62.20000076293945,149.5500030517578,True,True,True,True,True,True,True,False,False,8.295057303420506,noise,31.963056975547044,False,True,False,False,,Industrial Products,Iron & Steel Products,73.21138211382113,True,True,1352.31,12.49,1045352.0,0.9237
AMBIKCO.NS,2026-07-21,1723.0,1731.5499877929688,1693.4472147623699,1666.0099877929688,1442.369999186198,1414.575,1727.9718035129924,1101.0,1816.300048828125,True,True,True,True,True,True,True,False,False,6.543260562167763,noise,33.36186676565542,False,True,False,False,,Textiles & Apparels,Other Textile Products,71.91056910569105,True,True,986.42,2.95,17096.0,0.2986
ANANDRATHI.NS,2026-07-21,2091.199951171875,2088.0166829427085,1929.0236138237847,1887.2234912109375,1687.6228361002604,1640.3312841796876,2075.1837092173605,1248.427650498694,2176.199951171875,True,True,True,True,True,True,True,True,False,62.3322284780885,dry,16.368502956587843,False,True,False,False,,Capital Markets,Financial Products Distributor,93.73983739837398,True,True,34722.55,129.6,619755.0,0.3733
APOLLOHOSP.NS,2026-07-21,8926.5,8860.666666666666,8613.055555555555,8491.29,7767.535286458334,7707.7303125,8858.333116993645,6687.621668232306,9009.0,True,True,True,True,True,True,True,True,False,21.757595883379466,noise,53.47562291682175,False,True,False,False,,Healthcare Services,Hospital,81.58536585365853,True,True,128349.37,339.31,380113.0,0.2644
AVALON.NS,2026-07-21,1743.0,1717.0666605631511,1704.0388929578994,1624.8480029296875,1192.4476692708333,1159.543752746582,1730.0886369648024,777.2999877929688,1853.0,True,True,True,True,True,True,True,True,False,98.31607140550578,noise,20.757474591716672,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,96.91056910569105,True,True,11645.29,89.75,514910.0,0.7707
BLISSGVS.NS,2026-07-21,467.6000061035156,505.0076497395833,480.4429194132487,438.187265625,285.7462315877279,253.30604579925537,496.5505131713023,117.5147500933485,551.9194964802983,True,True,True,True,True,True,True,False,False,200.86390058383708,dry,7.116670091402616,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.14634146341463,True,True,4967.97,89.93,1923257.0,1.8102
CARYSIL.NS,2026-07-21,1170.0999755859375,1168.7333374023438,1165.911109076606,1124.4740002441406,952.4746663411458,951.9202499389648,1177.9315407527956,732.0999755859375,1280.9000244140625,True,True,True,True,True,True,True,False,False,30.680471825937317,dry,12.058881935058196,False,True,False,False,,Consumer Durables,Household Appliances,86.30081300813008,True,True,3328.07,19.71,168432.0,0.5922
CENTUM.NS,2026-07-21,3712.5,3649.3250122070312,3594.0194498697915,3469.12400390625,2869.2453369140626,2769.3140002441405,3678.9045188170617,2044.199951171875,3916.0,True,True,True,True,True,True,True,True,False,57.3313106835041,noise,29.345058124606783,False,True,False,False,,Aerospace & Defense,Aerospace & Defense,93.21138211382114,True,True,5472.59,22.84,61522.0,0.4174
CUPID.NS,2026-07-21,211.25,211.91416676839194,181.51055484347873,165.2705990600586,116.13719991048177,101.51066984176636,209.67021810444393,25.68000030517578,226.0,True,True,True,True,True,True,True,True,False,690.2513737340859,noise,84.42962748509272,False,True,False,False,,Personal Products,Personal Care,99.8780487804878,True,True,28405.96,568.16,26895311.0,2.0002
DEEDEV.NS,2026-07-21,680.0999755859375,685.6958312988281,681.3027801513672,637.6940020751953,398.7488673909505,359.5461006164551,689.6351420046939,183.0,760.0,True,True,True,True,True,True,True,False,False,122.50940263923891,noise,21.03350273662943,False,True,False,False,,Industrial Manufacturing,Industrial Products,98.04878048780488,True,True,4710.6,23.64,347571.0,0.5018
DHANBANK.NS,2026-07-21,34.25,34.25499979654948,33.385555585225426,33.315399932861325,27.89393330891927,27.48265000343323,34.0208512927552,19.450000762939453,36.849998474121094,True,True,True,True,True,True,True,True,False,14.204735783240729,noise,32.017567015363916,False,True,False,False,,Banks,Private Sector Bank,77.23577235772358,True,True,1351.84,8.82,2574049.0,0.6522
DIVISLAB.NS,2026-07-21,7330.0,7053.708333333333,6791.958333333333,6793.97,6447.596666666666,6446.385,7140.941323908403,5636.5,7438.5,True,True,True,True,True,True,True,True,False,7.793537129819272,noise,46.29047664666361,False,True,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,72.6829268292683,True,True,194588.47,263.79,359876.0,0.1356
NYKAA.NS,2026-07-21,327.95001220703125,323.5083363850911,298.9763870239258,290.70599853515625,268.01179951985677,265.52214950561523,323.19480424925166,200.13999938964844,332.1499938964844,True,True,True,True,True,True,True,True,False,50.802414294468875,noise,39.73028680446489,False,True,False,False,,Retailing,E-Retail/ E-Commerce,91.78861788617886,True,True,93921.2,225.57,6878120.0,0.2402
FUSION.NS,2026-07-21,227.77000427246094,228.0291659037272,197.33361180623373,193.64079986572267,180.10720021565754,179.39085006713867,225.2465235878805,136.5,243.0,True,True,True,True,True,True,True,True,False,17.31651374344203,noise,30.80042097339513,False,True,False,False,,Finance,Microfinance Institutions,79.02439024390245,True,True,3683.41,18.86,827959.0,0.512
GALAPREC.NS,2026-07-21,1201.199951171875,1184.9416605631511,1076.808337741428,1021.3550024414062,846.7670011393229,821.7925003051757,1181.5440308239843,671.2000122070312,1260.0,True,True,True,True,True,True,True,True,False,34.18229834586683,noise,37.77797031366525,False,True,False,False,,Industrial Manufacturing,Industrial Products,87.39837398373984,True,True,1539.48,9.85,82004.0,0.6398
GRINDWELL.NS,2026-07-21,2095.300048828125,2075.918141682943,2044.1903313530815,1994.135234375,1701.410789388021,1674.9354724121094,2105.1407885745284,1316.5038257707065,2455.0,True,True,True,True,True,True,True,False,False,19.004644694687922,noise,47.46226377768982,False,True,False,False,,Industrial Products,Abrasives & Bearings,80.04065040650407,True,True,23199.16,24.96,119147.0,0.1076
ICIL.NS,2026-07-21,396.54998779296875,407.7749989827474,388.0986107720269,364.79200073242185,299.26853403727216,296.6893997955322,402.10053968520947,216.89999389648438,463.79998779296875,True,True,True,True,True,True,True,False,False,30.519623620866266,dry,19.25049904823727,False,True,False,False,,Textiles & Apparels,Other Textile Products,86.1788617886179,True,True,7853.84,35.52,895766.0,0.4523
INDOTECH.NS,2026-07-21,3419.199951171875,3300.133341471354,2967.397216796875,2839.25599609375,2017.6166634114584,1939.1829968261718,3340.0168816772293,1100.0,3550.0,True,True,True,True,True,True,True,True,False,82.2212698083703,noise,42.64923614576248,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,95.8130081300813,True,True,3631.19,20.93,61209.0,0.5764
IKS.NS,2026-07-21,1882.800048828125,1882.8833414713542,1760.1194424099392,1725.3,1612.0513354492186,1606.8769995117189,1874.237452011832,1262.0,1933.0,True,True,True,True,True,True,True,True,False,16.48107030378394,noise,21.44129839989241,False,True,False,False,,IT - Services,IT Enabled Services,78.61788617886178,True,True,31583.68,56.01,297467.0,0.1773
IOLCP.NS,2026-07-21,151.0,161.93499883015951,143.28388913472494,136.70880004882812,98.39786992390951,96.81282768249511,157.60834331996568,67.07081715721031,179.60000610351562,True,True,True,True,True,True,True,False,False,65.52768353832765,noise,37.05015222025149,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,94.14634146341463,True,True,4432.27,81.83,5419246.0,1.8462
JAYBARMARU.NS,2026-07-21,171.72000122070312,183.08666610717773,164.06416659884982,147.34519973754882,110.94019978841146,106.22564994812012,178.1984149315949,70.42001244022823,207.0,True,True,True,True,True,True,True,False,False,124.88144051633535,noise,31.107564821005855,False,True,False,False,,Auto Components,Auto Components & Equipments,98.130081300813,True,True,1858.87,25.38,1477941.0,1.3653
KIRLOSENG.NS,2026-07-21,2221.699951171875,2336.4249877929688,2188.861121283637,2061.2920068359376,1603.397840983073,1456.0515032958983,2310.8577005172883,854.295729298603,2720.0,True,True,True,True,True,True,True,False,False,136.48245176532865,noise,27.902163105820804,False,True,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",98.41463414634146,True,True,32327.13,169.74,764023.0,0.5251
KMEW.NS,2026-07-21,2451.800048828125,2367.449991861979,2170.0333285861543,2126.927995605469,1866.1289916992187,1727.809741821289,2390.667233254384,797.5,2540.0,True,True,True,True,True,True,True,True,False,170.51361117355185,noise,29.867530513138174,False,True,True,False,,Engineering Services,Dredging,98.9430894308943,True,True,6031.43,36.81,150115.0,0.6102
KOPRAN.NS,2026-07-21,204.00999450683594,198.75,191.5213885837131,187.38679992675782,155.21746699015299,154.75535011291504,200.85945869844227,107.0,219.0,True,True,True,True,True,True,True,True,False,14.963571936504326,dry,16.24575261051519,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,77.64227642276423,True,True,985.07,12.23,599449.0,1.2415
KRISHANA.NS,2026-07-21,142.85000610351562,138.75416564941406,138.15609783596463,137.3893145751953,116.88550882975261,113.53571151733398,140.53324934607198,86.13667447448749,152.3000030517578,True,True,True,True,True,True,True,True,False,45.106647399336694,noise,35.173473593196256,False,True,False,False,,Fertilizers & Agrochemicals,Fertilizers,90.5691056910569,True,True,4416.04,22.29,1560272.0,0.5047
KRN.NS,2026-07-21,1255.4000244140625,1242.8166809082031,1223.433332655165,1189.9400024414062,987.8713326009115,944.2334997558594,1250.693492607474,589.7999877929688,1405.0,True,True,True,True,True,True,True,True,False,46.4877508067751,dry,17.961204183366373,False,True,False,False,,Industrial Products,Other Industrial Products,90.8130081300813,True,True,8217.66,43.31,344965.0,0.527
MANGLMCEM.NS,2026-07-21,980.0999755859375,962.6416625976562,901.7180565728081,886.3959973144531,844.1533321126302,820.068998413086,967.4000791788742,679.3499755859375,1023.4500122070312,True,True,True,True,True,True,True,True,False,30.00962404062193,noise,32.57178574981993,False,True,False,False,,Cement & Cement Products,Cement & Cement Products,85.73170731707317,True,True,2695.01,7.63,77857.0,0.2831
MAYURUNIQ.NS,2026-07-21,795.5,828.4999949137369,810.6305508083767,777.2029992675781,613.3343328857422,587.5487496948242,814.9662048009081,471.20001220703125,907.0,True,True,True,True,True,True,True,False,False,34.85595467894829,dry,10.380349940970115,False,True,False,False,,Consumer Durables,Leather And Leather Products,87.84552845528455,True,True,3456.65,22.33,280663.0,0.6459
NITINSPIN.NS,2026-07-21,548.75,550.4541676839193,548.1763899061415,534.8090002441406,422.7106669108073,398.42650024414064,551.2413487397204,302.20001220703125,580.5,True,True,True,True,True,True,True,False,False,41.74148817116965,noise,23.44048757862816,False,True,False,False,,Textiles & Apparels,Other Textile Products,89.75609756097562,True,True,3085.07,9.89,180243.0,0.3206
ONELIFECAP.NS,2026-07-21,37.310001373291016,37.44499969482422,32.71277777353922,30.390000038146972,20.713559862772623,18.927719893455507,36.914937376358914,11.149999618530273,40.099998474121094,True,True,True,True,True,True,True,True,False,166.6905073888288,ppv,92.41753365148769,False,True,False,False,,Capital Markets,Stockbroking & Allied,98.86178861788618,True,True,139.39,0.49,132276.0,0.3541
OFSS.NS,2026-07-21,11632.0,11473.0,10545.152777777777,10296.52,8358.271360677083,8309.786391601563,11513.555002668167,6060.863819699785,11979.0,True,True,True,True,True,True,True,True,False,38.94510759957544,noise,63.65558301210551,False,True,False,False,,IT - Software,Software Products,89.02439024390245,True,True,101282.31,395.56,340066.0,0.3906
PGIL.NS,2026-07-21,2047.800048828125,2016.1333312988281,1882.5194430881077,1804.6845239257811,1631.3888313802083,1588.9511108398438,2033.9134083756808,1167.6433047093678,2144.199951171875,True,True,True,True,True,True,True,True,False,31.383618018053006,noise,36.65316671410212,False,True,False,False,,Textiles & Apparels,Garments & Apparels,86.5040650406504,True,True,9457.58,27.91,136278.0,0.2951
