symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
ACCENTMIC.NS,2026-08-27,592.0999755859375,588.7333221435547,538.1114154391819,521.3869616699219,434.90248046875,409.22439056396485,586.5422806645013,237.53315895751183,621.0,True,True,True,True,True,True,True,True,False,99.05139908427007,noise,62.91946308724832,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.02225819506272,True,True,,,,,20
ACMESOLAR.NS,2026-08-28,393.70001220703125,387.42083231608075,377.88194444444446,375.79199951171876,306.9262654622396,287.5127271270752,390.2341627236568,195.72747422084996,411.5,True,True,True,True,True,True,True,True,False,37.63431889332327,noise,58.137639806424744,False,True,False,False,,Power,Power Generation,83.9740995548361,True,True,,,,,20
APARINDS.NS,2026-08-28,17803.0,17031.75,15443.916666666666,15381.2,12673.57,11638.0325,17132.26035634382,6801.0,18465.0,True,True,True,True,True,True,True,True,False,130.29558243321907,noise,74.48274518118303,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,97.04573047349251,True,True,,,,,20
ATALREAL.NS,2026-08-28,35.5099983215332,34.579999923706055,32.927222145928276,31.858199996948244,28.19559989929199,27.36834994316101,34.555214730708016,17.75,36.70000076293945,True,True,True,True,True,True,True,True,False,85.14075994019001,green,145.68370384042944,False,True,False,False,,Realty,"Residential, Commercial Projects",94.17239983812222,True,True,,,,,20
AUSOMENT.NS,2026-08-28,148.24000549316406,146.80916595458984,138.28777737087674,131.976199798584,121.99633310953776,120.29924980163574,146.41282094056905,93.0,178.0,True,True,True,True,True,True,True,True,False,37.203407059077406,green,113.57381626817383,False,True,False,False,,Consumer Durables,"Gems, Jewellery And Watches",83.77175232699312,True,True,,,,,5
BHEL.NS,2026-08-28,430.8500061035156,421.47083536783856,414.6241972181532,409.5782012939453,348.1217677815755,330.7209645843506,421.4795441647677,204.46044916421653,446.5,True,True,True,True,True,True,True,True,False,107.29934691885425,noise,47.519967467521035,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,95.83164710643463,True,True,,,,,No Band
BBTCL.NS,2026-08-28,235.58999633789062,238.70833333333334,225.90083355373807,223.31460021972657,201.69226684570313,200.5152001953125,236.48153725130624,156.0,262.0,True,True,True,True,True,True,True,False,False,14.14797084868189,noise,31.86267188417919,False,True,False,False,,Industrial Products,Packaging,71.46904087414002,True,True,,,,,20
BAHETI.NS,2026-08-27,835.4000244140625,805.3458302815756,751.7166663275825,743.5280004882812,636.1560009765625,623.1485000610352,813.8023718298214,478.0,855.0,True,True,True,True,True,True,True,True,False,43.20734711181859,noise,59.844404548174744,False,True,False,False,,Industrial Products,"Aluminium, Copper & Zinc Products",86.11898016997166,True,True,,,,,20
BALRAMCHIN.NS,2026-08-28,654.8499755859375,670.2916564941406,631.852773030599,608.9959973144531,534.7683337402344,510.8920262145996,667.8883071269131,393.54998779296875,780.9500122070312,True,True,True,True,True,True,True,False,False,19.976530404800187,noise,95.02717236161449,False,True,False,False,,Agricultural Food & other Products,Sugar,75.51598543099959,True,True,13856.46,119.0,1817205.0,0.8588,20
BEPL.NS,2026-08-28,123.5199966430664,123.9450003306071,119.0565299987793,113.32865463256836,96.875478515625,94.32508239746093,124.1653387514296,72.86855369334994,137.34641029083173,True,True,True,True,True,True,True,False,False,23.394514047413793,dry,18.061864141345268,False,True,False,False,,Chemicals & Petrochemicals,Petrochemicals,77.45851881829219,True,True,3073.9,52.99,4289769.0,1.7238,20
CORDSCABLE.NS,2026-08-28,251.22999572753906,237.230832417806,219.2783342997233,216.6490005493164,193.09966664632162,190.52745002746582,241.67000342345614,127.01000213623047,259.79998779296875,True,True,True,True,True,True,True,True,False,42.232323898984234,noise,76.72090763999722,False,True,False,False,,Industrial Products,Cables - Electricals,85.51193848644274,True,True,324.78,0.82,32706.0,0.253,5
CLSL.NS,2026-08-27,91.0,81.17916742960612,68.05277803209093,61.53400024414063,50.87100008646647,50.8132501411438,83.3811032078976,39.04999923706055,92.25,True,True,True,True,True,True,True,True,False,51.66666666666666,noise,38.860103626943,False,True,True,False,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,88.34479967624443,True,True,82.87,0.12,24060.0,0.1404,5
DHAMPURSUG.NS,2026-08-28,175.22999572753906,175.30666224161783,155.4555541144477,151.26499908447266,138.82131006876628,134.6438530731201,174.91360594581636,108.4862046974501,199.9199981689453,True,True,True,True,True,True,True,True,False,43.03261899682009,green,111.83712452628826,False,True,False,False,,Agricultural Food & other Products,Sugar,85.99757183326588,True,True,1126.84,11.46,653766.0,1.0166,20
DIVGIITTS.NS,2026-08-28,1175.1500244140625,1230.9125061035156,1063.1944393581814,1025.5479956054687,818.4536649576822,764.7182482910156,1194.4781704738307,573.7000122070312,1318.800048828125,True,True,True,True,True,True,True,False,False,74.78539296864383,noise,34.04684013129739,False,True,False,False,,Auto Components,Auto Components & Equipments,92.5131525698098,True,True,3593.95,31.38,267016.0,0.8731,20
LALPATHLAB.NS,2026-08-28,1931.0999755859375,1911.3750101725261,1844.6944546169705,1792.6420556640626,1568.8774837239582,1542.0089440917968,1916.0658400391546,1266.16157090969,1988.9000244140625,True,True,True,True,True,True,True,True,False,17.36243258710466,noise,25.231419653096626,False,True,False,False,,Healthcare Services,Healthcare Service Provider,73.89720760825577,True,True,32245.08,89.0,460885.0,0.276,20
DREDGECORP.NS,2026-08-28,1120.4000244140625,1128.7750040690105,1080.5111185709636,1085.2960083007813,1020.2466687011719,1002.5927514648438,1118.463013061962,538.0,1286.0,True,True,True,True,True,True,True,True,False,89.03323795152961,noise,69.44370959597349,False,True,False,False,,Engineering Services,Dredging,94.53662484823958,True,True,3137.12,27.27,243418.0,0.8693,20
DURLAX.NS,2026-08-27,67.5999984741211,63.449999491373696,55.794444190131294,53.77999977111816,50.24699595133463,47.5444969367981,64.17312915767053,30.549999237060547,72.0,True,True,True,True,True,True,True,True,False,63.28501445069927,red,145.70269273330874,False,True,False,False,,Consumer Durables,"Furniture, Home Furnishing",90.93484419263456,True,True,140.23,0.82,106121.0,0.5872,20
FILATEX.NS,2026-08-28,78.88999938964844,81.61833381652832,76.59027745988634,70.4871997833252,53.45779991149902,52.70994993209839,80.3513402832649,36.2599983215332,87.2699966430664,True,True,True,True,True,True,True,False,False,52.05702489523192,noise,34.61867256034294,False,True,False,False,,Textiles & Apparels,Other Textile Products,88.46620801295022,True,True,3503.18,33.6,4259049.0,0.9591,20
FINCABLES.NS,2026-08-28,1297.9000244140625,1286.5499877929688,1117.1583319769966,1117.3699975585937,990.565,933.0070013427735,1270.2264220800657,700.7999877929688,1374.0,True,True,True,True,True,True,True,True,False,60.45708944243244,noise,44.201994667994136,False,True,False,False,,Industrial Products,Cables - Electricals,90.24686361796843,True,True,19850.0,119.0,916863.0,0.5995,20
GOKULAGRO.NS,2026-08-28,244.33999633789062,241.3491668701172,226.90722147623697,222.81859985351562,207.42039967854816,202.23934959411622,242.4272618841605,151.0,259.79998779296875,True,True,True,True,True,True,True,True,False,47.48151008728663,noise,81.66267184467047,False,True,False,False,,Agricultural Food & other Products,Edible Oil,87.37353298259814,True,True,7210.15,12.89,527543.0,0.1788,20
GUJALKALI.NS,2026-08-28,706.8499755859375,697.0208282470703,665.7833302815756,651.2359985351562,613.3916664632161,587.556499786377,702.09899109336,409.1499938964844,815.0,True,True,True,True,True,True,True,True,False,28.348526356375302,noise,31.01824710735682,False,True,False,False,,Chemicals & Petrochemicals,Commodity Chemicals,79.64386887899636,True,True,5190.89,7.46,105489.0,0.1436,20
HINDALCO.NS,2026-08-28,1037.4000244140625,1041.1666666666667,1003.3777804904514,991.6575256347656,991.0246728515625,957.1686462402344,1039.7914382505337,693.3828089038235,1169.8969824893504,True,True,True,True,True,True,True,False,False,48.67576385790886,noise,34.38515788446197,False,True,False,False,,Non - Ferrous Metals,Aluminium,87.65681910157831,True,True,230285.9,564.08,5437436.0,0.2449,No Band
HNDFDS.NS,2026-08-28,634.4500122070312,629.0041707356771,592.0597245958116,580.7670007324218,529.3730008951823,527.0622492980957,629.4663769891952,442.0,677.75,True,True,True,True,True,True,True,True,False,22.256478906088194,noise,26.88215213338459,False,True,False,False,,Diversified FMCG,Diversified FMCG,76.81100768919465,True,True,7687.17,5.62,88563.0,0.0731,20
